#1:k1	2:k2	3:kx	4:ky	5:erg1	6:erg2	7:...
1.26933	5.20425	5.20425	-4.47037	-2.56582	-1.82137	4.38719
1.26933	5.26772	5.26772	-4.50702	-2.60886	-1.8312	4.44006
1.26933	5.33119	5.33119	-4.54366	-2.64699	-1.83819	4.48518
1.26933	5.39465	5.39465	-4.5803	-2.67927	-1.84309	4.52237
1.26933	5.45812	5.45812	-4.61694	-2.70502	-1.84643	4.55145
1.26933	5.52159	5.52159	-4.65359	-2.72373	-1.84859	4.57231
1.26933	5.58505	5.58505	-4.69023	-2.73508	-1.84979	4.58487
1.26933	5.64852	5.64852	-4.72687	-2.73888	-1.85017	4.58906
1.26933	5.71199	5.71199	-4.76351	-2.73508	-1.84979	4.58487
1.26933	5.77545	5.77545	-4.80016	-2.72373	-1.84859	4.57231
1.26933	5.83892	5.83892	-4.8368	-2.70502	-1.84643	4.55145
1.26933	5.90239	5.90239	-4.87344	-2.67927	-1.84309	4.52237
1.26933	5.96585	5.96585	-4.91008	-2.64699	-1.83819	4.48518
1.26933	6.02932	6.02932	-4.94673	-2.60886	-1.8312	4.44006
1.26933	6.09279	6.09279	-4.98337	-2.56582	-1.82137	4.38719
1.26933	6.15625	6.15625	-5.02001	-2.51913	-1.80767	4.3268
1.26933	6.21972	6.21972	-5.05665	-2.47041	-1.78874	4.25915
1.26933	6.28319	6.28319	-5.0933	-2.42165	-1.76287	4.18452

1.3328	0	0	-1.53898	-2.35738	-1.67241	4.02979
1.3328	0.0634665	0.0634665	-1.57562	-2.30958	-1.63767	3.94725
1.3328	0.126933	0.126933	-1.61227	-2.26742	-1.59133	3.85875
1.3328	0.1904	0.1904	-1.64891	-2.23272	-1.53195	3.76467
1.3328	0.253866	0.253866	-1.68555	-2.20631	-1.45915	3.66546
1.3328	0.317333	0.317333	-1.72219	-2.18795	-1.37359	3.56154
1.3328	0.380799	0.380799	-1.75884	-2.17672	-1.27668	3.4534
1.3328	0.444266	0.444266	-1.79548	-2.17142	-1.17013	3.34155
1.3328	0.507732	0.507732	-1.83212	-2.17089	-1.05563	3.22651
1.3328	0.571199	0.571199	-1.86876	-2.17412	-0.934739	3.10886
1.3328	0.634665	0.634665	-1.90541	-2.18034	-0.808871	2.98921
1.3328	0.698132	0.698132	-1.94205	-2.18889	-0.679293	2.86818
1.3328	0.761598	0.761598	-1.97869	-2.19929	-0.547191	2.74648
1.3328	0.825065	0.825065	-2.01533	-2.21115	-0.413706	2.62486
1.3328	0.888531	0.888531	-2.05198	-2.22416	-0.279988	2.50415
1.3328	0.951998	0.951998	-2.08862	-2.23807	-0.147238	2.38531
1.3328	1.01546	1.01546	-2.12526	-2.25265	-0.0167774	2.26943
1.3328	1.07893	1.07893	-2.1619	-2.26774	0.109878	2.15786
1.3328	1.1424	1.1424	-2.19854	-2.28316	0.230901	2.05226
1.3328	1.20586	1.20586	-2.23519	-2.29879	0.344002	1.95479
1.3328	1.26933	1.26933	-2.27183	-2.31449	0.446247	1.86824
1.3328	1.3328	1.3328	-2.30847	-2.33014	0.533917	1.79623
1.3328	1.39626	1.39626	-2.34511	-2.34565	0.602656	1.74299
1.3328	1.45973	1.45973	-2.38176	-2.3609	0.648303	1.7126
1.3328	1.5232	1.5232	-2.4184	-2.37581	0.668591	1.70721
1.3328	1.58666	1.58666	-2.45504	-2.39027	0.664728	1.72554
1.3328	1.65013	1.65013	-2.49168	-2.40419	0.641215	1.76298
1.3328	1.7136	1.7136	-2.52833	-2.4175	0.603976	1.81353
1.3328	1.77706	1.77706	-2.56497	-2.43011	0.558547	1.87156
1.3328	1.84053	1.84053	-2.60161	-2.44194	0.509289	1.93265
1.3328	1.904	1.904	-2.63825	-2.45291	0.459378	1.99353
1.3328	1.96746	1.96746	-2.6749	-2.46295	0.411071	2.05188
1.3328	2.03093	2.03093	-2.71154	-2.47199	0.365966	2.10602
1.3328	2.0944	2.0944	-2.74818	-2.47996	0.325208	2.15475
1.3328	2.15786	2.15786	-2.78482	-2.48682	0.289626	2.19719
1.3328	2.22133	2.22133	-2.82147	-2.4925	0.259825	2.23267
1.3328	2.28479	2.28479	-2.85811	-2.49696	0.236245	2.26072
1.3328	2.34826	2.34826	-2.89475	-2.50018	0.219196	2.28098
1.3328	2.41173	2.41173	-2.93139	-2.50212	0.208887	2.29323
1.3328	2.47519	2.47519	-2.96804	-2.50277	0.205438	2.29733
1.3328	2.53866	2.53866	-3.00468	-2.50212	0.208887	2.29323
1.3328	2.60213	2.60213	-3.04132	-2.50018	0.219196	2.28098
1.3328	2.66559	2.66559	-3.07796	-2.49696	0.236245	2.26072
1.3328	2.72906	2.72906	-3.1146	-2.4925	0.259825	2.23267
1.3328	2.79253	2.79253	-3.15125	-2.48682	0.289626	2.19719
1.3328	2.85599	2.85599	-3.18789	-2.47996	0.325208	2.15475
1.3328	2.91946	2.91946	-3.22453	-2.47199	0.365966	2.10602
1.3328	2.98293	2.98293	-3.26117	-2.46295	0.411071	2.05188
1.3328	3.04639	3.04639	-3.29782	-2.45291	0.459378	1.99353
1.3328	3.10986	3.10986	-3.33446	-2.44194	0.509289	1.93265
1.3328	3.17333	3.17333	-3.3711	-2.43011	0.558547	1.87156
1.3328	3.23679	3.23679	-3.40774	-2.4175	0.603976	1.81353
1.3328	3.30026	3.30026	-3.44439	-2.40419	0.641215	1.76298
1.3328	3.36373	3.36373	-3.48103	-2.39027	0.664728	1.72554
1.3328	3.42719	3.42719	-3.51767	-2.37581	0.668591	1.70721
1.3328	3.49066	3.49066	-3.55431	-2.3609	0.648303	1.7126
1.3328	3.55413	3.55413	-3.59096	-2.34565	0.602656	1.74299
1.3328	3.61759	3.61759	-3.6276	-2.33014	0.533917	1.79623
1.3328	3.68106	3.68106	-3.66424	-2.31449	0.446247	1.86824
1.3328	3.74452	3.74452	-3.70088	-2.29879	0.344002	1.95479
1.3328	3.80799	3.80799	-3.73753	-2.28316	0.230901	2.05226
1.3328	3.87146	3.87146	-3.77417	-2.26774	0.109878	2.15786
1.3328	3.93492	3.93492	-3.81081	-2.25265	-0.0167774	2.26943
1.3328	3.99839	3.99839	-3.84745	-2.23807	-0.147238	2.38531
1.3328	4.06186	4.06186	-3.8841	-2.22416	-0.279988	2.50415
1.3328	4.12532	4.12532	-3.92074	-2.21115	-0.413706	2.62486
1.3328	4.18879	4.18879	-3.95738	-2.19929	-0.547191	2.74648
1.3328	4.25226	4.25226	-3.99402	-2.18889	-0.679293	2.86818
1.3328	4.31572	4.31572	-4.03067	-2.18034	-0.808871	2.98921
1.3328	4.37919	4.37919	-4.06731	-2.17412	-0.934739	3.10886
1.3328	4.44266	4.44266	-4.10395	-2.17089	-1.05563	3.22651
1.3328	4.50612	4.50612	-4.14059	-2.17142	-1.17013	3.34155
1.3328	4.56959	4.56959	-4.17723	-2.17672	-1.27668	3.4534
1.3328	4.63306	4.63306	-4.21388	-2.18795	-1.37359	3.56154
1.3328	4.69652	4.69652	-4.25052	-2.20631	-1.45915	3.66546
1.3328	4.75999	4.75999	-4.28716	-2.23272	-1.53195	3.76467
1.3328	4.82346	4.82346	-4.3238	-2.26742	-1.59133	3.85875
1.3328	4.88692	4.88692	-4.36045	-2.30958	-1.63767	3.94725
1.3328	4.95039	4.95039	-4.39709	-2.35738	-1.67241	4.02979
1.3328	5.01385	5.01385	-4.43373	-2.4084	-1.69761	4.10601
1.3328	5.07732	5.07732	-4.47037	-2.46013	-1.71544	4.17558
1.3328	5.14079	5.14079	-4.50702	-2.51037	-1.72782	4.23819
1.3328	5.20425	5.20425	-4.54366	-2.5573	-1.73627	4.29357
1.3328	5.26772	5.26772	-4.5803	-2.59955	-1.74194	4.34149
1.3328	5.33119	5.33119	-4.61694	-2.63607	-1.74567	4.38174
1.3328	5.39465	5.39465	-4.65359	-2.66608	-1.74806	4.41415
1.3328	5.45812	5.45812	-4.69023	-2.68904	-1.74954	4.43858
1.3328	5.52159	5.52159	-4.72687	-2.70454	-1.75038	4.45492
1.3328	5.58505	5.58505	-4.76351	-2.71235	-1.75076	4.46311
1.3328	5.64852	5.64852	-4.80016	-2.71235	-1.75076	4.46311
1.3328	5.71199	5.71199	-4.8368	-2.70454	-1.75038	4.45492
1.3328	5.77545	5.77545	-4.87344	-2.68904	-1.74954	4.43858
1.3328	5.83892	5.83892	-4.91008	-2.66608	-1.74806	4.41415
1.3328	5.90239	5.90239	-4.94673	-2.63607	-1.74567	4.38174
1.3328	5.96585	5.96585	-4.98337	-2.59955	-1.74194	4.34149
1.3328	6.02932	6.02932	-5.02001	-2.5573	-1.73627	4.29357
1.3328	6.09279	6.09279	-5.05665	-2.51037	-1.72782	4.23819
1.3328	6.15625	6.15625	-5.0933	-2.46013	-1.71544	4.17558
1.3328	6.21972	6.21972	-5.12994	-2.4084	-1.69761	4.10601
1.3328	6.28319	6.28319	-5.16658	-2.35738	-1.67241	4.02979

1.39626	0	0	-1.61227	-2.29213	-1.58062	3.87275
1.39626	0.0634665	0.0634665	-1.64891	-2.24321	-1.54605	3.78926
1.39626	0.126933	0.126933	-1.68555	-2.20115	-1.49901	3.70016
1.39626	0.1904	0.1904	-1.72219	-2.16779	-1.43806	3.60584
1.39626	0.253866	0.253866	-1.75884	-2.1438	-1.36294	3.50674
1.39626	0.317333	0.317333	-1.79548	-2.12872	-1.27459	3.40331
1.39626	0.380799	0.380799	-1.83212	-2.12137	-1.17467	3.29604
1.39626	0.444266	0.444266	-1.86876	-2.12034	-1.0651	3.18544
1.39626	0.507732	0.507732	-1.90541	-2.12434	-0.947722	3.07207
1.39626	0.571199	0.571199	-1.94205	-2.1323	-0.824202	2.9565
1.39626	0.634665	0.634665	-1.97869	-2.14335	-0.696028	2.83937
1.39626	0.698132	0.698132	-2.01533	-2.15681	-0.564548	2.72136
1.39626	0.761598	0.761598	-2.05198	-2.17217	-0.431029	2.6032
1.39626	0.825065	0.825065	-2.08862	-2.18901	-0.296709	2.48572
1.39626	0.888531	0.888531	-2.12526	-2.20699	-0.162866	2.36985
1.39626	0.951998	0.951998	-2.1619	-2.22583	-0.0308792	2.25671
1.39626	1.01546	1.01546	-2.19854	-2.24529	0.0976791	2.14761
1.39626	1.07893	1.07893	-2.23519	-2.26518	0.220923	2.04426
1.39626	1.1424	1.1424	-2.27183	-2.28532	0.336489	1.94883
1.39626	1.20586	1.20586	-2.30847	-2.30554	0.441337	1.8642
1.39626	1.26933	1.26933	-2.34511	-2.32569	0.531589	1.7941
1.39626	1.3328	1.3328	-2.38176	-2.34565	0.602656	1.74299
1.39626	1.39626	1.39626	-2.4184	-2.36528	0.6501	1.71518
1.39626	1.45973	1.45973	-2.45504	-2.38446	0.671443	1.71302
1.39626	1.5232	1.5232	-2.49168	-2.40309	0.66786	1.73523
1.39626	1.58666	1.58666	-2.52833	-2.42104	0.643989	1.77705
1.39626	1.65013	1.65013	-2.56497	-2.43821	0.605929	1.83228
1.39626	1.7136	1.7136	-2.60161	-2.45451	0.559336	1.89518
1.39626	1.77706	1.77706	-2.63825	-2.46984	0.508634	1.96121
1.39626	1.84053	1.84053	-2.6749	-2.48411	0.45703	2.02708
1.39626	1.904	1.904	-2.71154	-2.49723	0.406793	2.09043
1.39626	1.96746	1.96746	-2.74818	-2.50911	0.35953	2.14958
1.39626	2.03093	2.03093	-2.78482	-2.51969	0.316395	2.2033
1.39626	2.0944	2.0944	-2.82147	-2.52889	0.278228	2.25067
1.39626	2.15786	2.15786	-2.85811	-2.53666	0.245648	2.29102
1.39626	2.22133	2.22133	-2.89475	-2.54294	0.219108	2.32384
1.39626	2.28479	2.28479	-2.93139	-2.54769	0.198939	2.34875
1.39626	2.34826	2.34826	-2.96804	-2.55088	0.185372	2.36551
1.39626	2.41173	2.41173	-3.00468	-2.55248	0.178553	2.37392
1.39626	2.47519	2.47519	-3.04132	-2.55248	0.178553	2.37392
1.39626	2.53866	2.53866	-3.07796	-2.55088	0.185372	2.36551
1.39626	2.60213	2.60213	-3.1146	-2.54769	0.198939	2.34875
1.39626	2.66559	2.66559	-3.15125	-2.54294	0.219108	2.32384
1.39626	2.72906	2.72906	-3.18789	-2.53666	0.245648	2.29102
1.39626	2.79253	2.79253	-3.22453	-2.52889	0.278228	2.25067
1.39626	2.85599	2.85599	-3.26117	-2.51969	0.316395	2.2033
1.39626	2.91946	2.91946	-3.29782	-2.50911	0.35953	2.14958
1.39626	2.98293	2.98293	-3.33446	-2.49723	0.406793	2.09043
1.39626	3.04639	3.04639	-3.3711	-2.48411	0.45703	2.02708
1.39626	3.10986	3.10986	-3.40774	-2.46984	0.508634	1.96121
1.39626	3.17333	3.17333	-3.44439	-2.45451	0.559336	1.89518
1.39626	3.23679	3.23679	-3.48103	-2.43821	0.605929	1.83228
1.39626	3.30026	3.30026	-3.51767	-2.42104	0.643989	1.77705
1.39626	3.36373	3.36373	-3.55431	-2.40309	0.66786	1.73523
1.39626	3.42719	3.42719	-3.59096	-2.38446	0.671443	1.71302
1.39626	3.49066	3.49066	-3.6276	-2.36528	0.6501	1.71518
1.39626	3.55413	3.55413	-3.66424	-2.34565	0.602656	1.74299
1.39626	3.61759	3.61759	-3.70088	-2.32569	0.531589	1.7941
1.39626	3.68106	3.68106	-3.73753	-2.30554	0.441337	1.8642
1.39626	3.74452	3.74452	-3.77417	-2.28532	0.336489	1.94883
1.39626	3.80799	3.80799	-3.81081	-2.26518	0.220923	2.04426
1.39626	3.87146	3.87146	-3.84745	-2.24529	0.0976791	2.14761
1.39626	3.93492	3.93492	-3.8841	-2.22583	-0.0308792	2.25671
1.39626	3.99839	3.99839	-3.92074	-2.20699	-0.162866	2.36985
1.39626	4.06186	4.06186	-3.95738	-2.18901	-0.296709	2.48572
1.39626	4.12532	4.12532	-3.99402	-2.17217	-0.431029	2.6032
1.39626	4.18879	4.18879	-4.03067	-2.15681	-0.564548	2.72136
1.39626	4.25226	4.25226	-4.06731	-2.14335	-0.696028	2.83937
1.39626	4.31572	4.31572	-4.10395	-2.1323	-0.824202	2.9565
1.39626	4.37919	4.37919	-4.14059	-2.12434	-0.947722	3.07207
1.39626	4.44266	4.44266	-4.17723	-2.12034	-1.0651	3.18544
1.39626	4.50612	4.50612	-4.21388	-2.12137	-1.17467	3.29604
1.39626	4.56959	4.56959	-4.25052	-2.12872	-1.27459	3.40331
1.39626	4.63306	4.63306	-4.28716	-2.1438	-1.36294	3.50674
1.39626	4.69652	4.69652	-4.3238	-2.16779	-1.43806	3.60584
1.39626	4.75999	4.75999	-4.36045	-2.20115	-1.49901	3.70016
1.39626	4.82346	4.82346	-4.39709	-2.24321	-1.54605	3.78926
1.39626	4.88692	4.88692	-4.43373	-2.29213	-1.58062	3.87275
1.39626	4.95039	4.95039	-4.47037	-2.34529	-1.60496	3.95025
1.39626	5.01385	5.01385	-4.50702	-2.39996	-1.62146	4.02142
1.39626	5.07732	5.07732	-4.54366	-2.4537	-1.63225	4.08596
1.39626	5.14079	5.14079	-4.5803	-2.50454	-1.63903	4.14357
1.39626	5.20425	5.20425	-4.61694	-2.55093	-1.64308	4.19401
1.39626	5.26772	5.26772	-4.65359	-2.59174	-1.64533	4.23706
1.39626	5.33119	5.33119	-4.69023	-2.6261	-1.64644	4.27255
1.39626	5.39465	5.39465	-4.72687	-2.65341	-1.6469	4.3003
1.39626	5.45812	5.45812	-4.76351	-2.6732	-1.64701	4.32021
1.39626	5.52159	5.52159	-4.80016	-2.68519	-1.64701	4.33219
1.39626	5.58505	5.58505	-4.8368	-2.6892	-1.64699	4.33619
1.39626	5.64852	5.64852	-4.87344	-2.68519	-1.64701	4.33219
1.39626	5.71199	5.71199	-4.91008	-2.6732	-1.64701	4.32021
1.39626	5.77545	5.77545	-4.94673	-2.65341	-1.6469	4.3003
1.39626	5.83892	5.83892	-4.98337	-2.6261	-1.64644	4.27255
1.39626	5.90239	5.90239	-5.02001	-2.59174	-1.64533	4.23706
1.39626	5.96585	5.96585	-5.05665	-2.55093	-1.64308	4.19401
1.39626	6.02932	6.02932	-5.0933	-2.50454	-1.63903	4.14357
1.39626	6.09279	6.09279	-5.12994	-2.4537	-1.63225	4.08596
1.39626	6.15625	6.15625	-5.16658	-2.39996	-1.62146	4.02142
1.39626	6.21972	6.21972	-5.20322	-2.34529	-1.60496	3.95025
1.39626	6.28319	6.28319	-5.23986	-2.29213	-1.58062	3.87275

1.45973	0	0	-1.68555	-2.22614	-1.48791	3.71405
1.45973	0.0634665	0.0634665	-1.72219	-2.17628	-1.45366	3.62995
1.45973	0.126933	0.126933	-1.75884	-2.13452	-1.40606	3.54058
1.45973	0.1904	0.1904	-1.79548	-2.10272	-1.34363	3.44635
1.45973	0.253866	0.253866	-1.83212	-2.08137	-1.26634	3.34771
1.45973	0.317333	0.317333	-1.86876	-2.06974	-1.17537	3.24511
1.45973	0.380799	0.380799	-1.90541	-2.0664	-1.07267	3.13907
1.45973	0.444266	0.444266	-1.94205	-2.06975	-0.960339	3.03009
1.45973	0.507732	0.507732	-1.97869	-2.07838	-0.840384	2.91876
1.45973	0.571199	0.571199	-2.01533	-2.09111	-0.714576	2.80568
1.45973	0.634665	0.634665	-2.05198	-2.10702	-0.58449	2.69151
1.45973	0.698132	0.698132	-2.08862	-2.12542	-0.451561	2.57698
1.45973	0.761598	0.761598	-2.12526	-2.14573	-0.317155	2.46288
1.45973	0.825065	0.825065	-2.1619	-2.16751	-0.18264	2.35015
1.45973	0.888531	0.888531	-2.19854	-2.19041	-0.0494657	2.23987
1.45973	0.951998	0.951998	-2.23519	-2.21412	0.0807383	2.13338
1.45973	1.01546	1.01546	-2.27183	-2.23838	0.206035	2.03235
1.45973	1.07893	1.07893	-2.30847	-2.26298	0.324004	1.93897
1.45973	1.1424	1.1424	-2.34511	-2.2877	0.431528	1.85617
1.45973	1.20586	1.20586	-2.38176	-2.31237	0.524603	1.78777
1.45973	1.26933	1.26933	-2.4184	-2.33682	0.598435	1.73839
1.45973	1.3328	1.3328	-2.45504	-2.3609	0.648303	1.7126
1.45973	1.39626	1.39626	-2.49168	-2.38446	0.671443	1.71302
1.45973	1.45973	1.45973	-2.52833	-2.40737	0.668897	1.73847
1.45973	1.5232	1.5232	-2.56497	-2.42948	0.645359	1.78412
1.45973	1.58666	1.58666	-2.60161	-2.45069	0.607074	1.84361
1.45973	1.65013	1.65013	-2.63825	-2.47086	0.559825	1.91103
1.45973	1.7136	1.7136	-2.6749	-2.48989	0.508119	1.98177
1.45973	1.77706	1.77706	-2.71154	-2.50766	0.45521	2.05245
1.45973	1.84053	1.84053	-2.74818	-2.52408	0.403392	2.12069
1.45973	1.904	1.904	-2.78482	-2.53905	0.354287	2.18476
1.45973	1.96746	1.96746	-2.82147	-2.55248	0.309064	2.24342
1.45973	2.03093	2.03093	-2.85811	-2.5643	0.268575	2.29572
1.45973	2.0944	2.0944	-2.89475	-2.57442	0.23345	2.34097
1.45973	2.15786	2.15786	-2.93139	-2.5828	0.204162	2.37864
1.45973	2.22133	2.22133	-2.96804	-2.58937	0.181057	2.40831
1.45973	2.28479	2.28479	-3.00468	-2.59409	0.164387	2.4297
1.45973	2.34826	2.34826	-3.04132	-2.59693	0.154319	2.44262
1.45973	2.41173	2.41173	-3.07796	-2.59788	0.150952	2.44693
1.45973	2.47519	2.47519	-3.1146	-2.59693	0.154319	2.44262
1.45973	2.53866	2.53866	-3.15125	-2.59409	0.164387	2.4297
1.45973	2.60213	2.60213	-3.18789	-2.58937	0.181057	2.40831
1.45973	2.66559	2.66559	-3.22453	-2.5828	0.204162	2.37864
1.45973	2.72906	2.72906	-3.26117	-2.57442	0.23345	2.34097
1.45973	2.79253	2.79253	-3.29782	-2.5643	0.268575	2.29572
1.45973	2.85599	2.85599	-3.33446	-2.55248	0.309064	2.24342
1.45973	2.91946	2.91946	-3.3711	-2.53905	0.354287	2.18476
1.45973	2.98293	2.98293	-3.40774	-2.52408	0.403392	2.12069
1.45973	3.04639	3.04639	-3.44439	-2.50766	0.45521	2.05245
1.45973	3.10986	3.10986	-3.48103	-2.48989	0.508119	1.98177
1.45973	3.17333	3.17333	-3.51767	-2.47086	0.559825	1.91103
1.45973	3.23679	3.23679	-3.55431	-2.45069	0.607074	1.84361
1.45973	3.30026	3.30026	-3.59096	-2.42948	0.645359	1.78412
1.45973	3.36373	3.36373	-3.6276	-2.40737	0.668897	1.73847
1.45973	3.42719	3.42719	-3.66424	-2.38446	0.671443	1.71302
1.45973	3.49066	3.49066	-3.70088	-2.3609	0.648303	1.7126
1.45973	3.55413	3.55413	-3.73753	-2.33682	0.598435	1.73839
1.45973	3.61759	3.61759	-3.77417	-2.31237	0.524603	1.78777
1.45973	3.68106	3.68106	-3.81081	-2.2877	0.431528	1.85617
1.45973	3.74452	3.74452	-3.84745	-2.26298	0.324004	1.93897
1.45973	3.80799	3.80799	-3.8841	-2.23838	0.206035	2.03235
1.45973	3.87146	3.87146	-3.92074	-2.21412	0.0807383	2.13338
1.45973	3.93492	3.93492	-3.95738	-2.19041	-0.0494657	2.23987
1.45973	3.99839	3.99839	-3.99402	-2.16751	-0.18264	2.35015
1.45973	4.06186	4.06186	-4.03067	-2.14573	-0.317155	2.46288
1.45973	4.12532	4.12532	-4.06731	-2.12542	-0.451561	2.57698
1.45973	4.18879	4.18879	-4.10395	-2.10702	-0.58449	2.69151
1.45973	4.25226	4.25226	-4.14059	-2.09111	-0.714576	2.80568
1.45973	4.31572	4.31572	-4.17723	-2.07838	-0.840384	2.91876
1.45973	4.37919	4.37919	-4.21388	-2.06975	-0.960339	3.03009
1.45973	4.44266	4.44266	-4.25052	-2.0664	-1.07267	3.13907
1.45973	4.50612	4.50612	-4.28716	-2.06974	-1.17537	3.24511
1.45973	4.56959	4.56959	-4.3238	-2.08137	-1.26634	3.34771
1.45973	4.63306	4.63306	-4.36045	-2.10272	-1.34363	3.44635
1.45973	4.69652	4.69652	-4.39709	-2.13452	-1.40606	3.54058
1.45973	4.75999	4.75999	-4.43373	-2.17628	-1.45366	3.62995
1.45973	4.82346	4.82346	-4.47037	-2.22614	-1.48791	3.71405
1.45973	4.88692	4.88692	-4.50702	-2.28132	-1.51119	3.79251
1.45973	4.95039	4.95039	-4.54366	-2.33884	-1.52613	3.86498
1.45973	5.01385	5.01385	-4.5803	-2.39605	-1.53509	3.93113
1.45973	5.07732	5.07732	-4.61694	-2.45075	-1.53993	3.99068
1.45973	5.14079	5.14079	-4.65359	-2.5013	-1.54206	4.04336
1.45973	5.20425	5.20425	-4.69023	-2.54642	-1.54252	4.08895
1.45973	5.26772	5.26772	-4.72687	-2.5852	-1.54204	4.12724
1.45973	5.33119	5.33119	-4.76351	-2.61693	-1.54114	4.15807
1.45973	5.39465	5.39465	-4.80016	-2.64113	-1.54019	4.18132
1.45973	5.45812	5.45812	-4.8368	-2.65744	-1.53943	4.19687
1.45973	5.52159	5.52159	-4.87344	-2.66565	-1.53901	4.20466
1.45973	5.58505	5.58505	-4.91008	-2.66565	-1.53901	4.20466
1.45973	5.64852	5.64852	-4.94673	-2.65744	-1.53943	4.19687
1.45973	5.71199	5.71199	-4.98337	-2.64113	-1.54019	4.18132
1.45973	5.77545	5.77545	-5.02001	-2.61693	-1.54114	4.15807
1.45973	5.83892	5.83892	-5.05665	-2.5852	-1.54204	4.12724
1.45973	5.90239	5.90239	-5.0933	-2.54642	-1.54252	4.08895
1.45973	5.96585	5.96585	-5.12994	-2.5013	-1.54206	4.04336
1.45973	6.02932	6.02932	-5.16658	-2.45075	-1.53993	3.99068
1.45973	6.09279	6.09279	-5.20322	-2.39605	-1.53509	3.93113
1.45973	6.15625	6.15625	-5.23986	-2.33884	-1.52613	3.86498
1.45973	6.21972	6.21972	-5.27651	-2.28132	-1.51119	3.79251
1.45973	6.28319	6.28319	-5.31315	-2.22614	-1.48791	3.71405

1.5232	0	0	-1.75884	-2.15968	-1.39468	3.55435
1.5232	0.0634665	0.0634665	-1.79548	-2.10905	-1.3609	3.46996
1.5232	0.126933	0.126933	-1.83212	-2.0678	-1.31285	3.38066
1.5232	0.1904	0.1904	-1.86876	-2.03777	-1.2491	3.28686
1.5232	0.253866	0.253866	-1.90541	-2.01925	-1.16977	3.18902
1.5232	0.317333	0.317333	-1.94205	-2.01123	-1.07638	3.08762
1.5232	0.380799	0.380799	-1.97869	-2.01202	-0.971131	2.98316
1.5232	0.444266	0.444266	-2.01533	-2.01985	-0.856334	2.87618
1.5232	0.507732	0.507732	-2.05198	-2.03315	-0.734132	2.76728
1.5232	0.571199	0.571199	-2.08862	-2.05068	-0.606412	2.6571
1.5232	0.634665	0.634665	-2.12526	-2.07148	-0.474848	2.54633
1.5232	0.698132	0.698132	-2.1619	-2.0948	-0.340977	2.43577
1.5232	0.761598	0.761598	-2.19854	-2.12003	-0.206294	2.32633
1.5232	0.825065	0.825065	-2.23519	-2.14672	-0.072336	2.21905
1.5232	0.888531	0.888531	-2.27183	-2.17447	0.0592028	2.11527
1.5232	0.951998	0.951998	-2.30847	-2.20296	0.186338	2.01663
1.5232	1.01546	1.01546	-2.34511	-2.23192	0.306608	1.92531
1.5232	1.07893	1.07893	-2.38176	-2.26109	0.416844	1.84425
1.5232	1.1424	1.1424	-2.4184	-2.29026	0.512955	1.77731
1.5232	1.20586	1.20586	-2.45504	-2.31922	0.589975	1.72925
1.5232	1.26933	1.26933	-2.49168	-2.3478	0.642893	1.7049
1.5232	1.3328	1.3328	-2.52833	-2.37581	0.668591	1.70721
1.5232	1.39626	1.39626	-2.56497	-2.40309	0.66786	1.73523
1.5232	1.45973	1.45973	-2.60161	-2.42948	0.645359	1.78412
1.5232	1.5232	1.5232	-2.63825	-2.45485	0.607451	1.8474
1.5232	1.58666	1.58666	-2.6749	-2.47905	0.560058	1.919
1.5232	1.65013	1.65013	-2.71154	-2.50196	0.507793	1.99416
1.5232	1.7136	1.7136	-2.74818	-2.52343	0.453971	2.06946
1.5232	1.77706	1.77706	-2.78482	-2.54336	0.400925	2.14244
1.5232	1.84053	1.84053	-2.82147	-2.56164	0.350303	2.21134
1.5232	1.904	1.904	-2.85811	-2.57817	0.30329	2.27488
1.5232	1.96746	1.96746	-2.89475	-2.59284	0.260753	2.33209
1.5232	2.03093	2.03093	-2.93139	-2.60559	0.22334	2.38225
1.5232	2.0944	2.0944	-2.96804	-2.61632	0.191534	2.42479
1.5232	2.15786	2.15786	-3.00468	-2.62499	0.165701	2.45929
1.5232	2.22133	2.22133	-3.04132	-2.63153	0.146108	2.48543
1.5232	2.28479	2.28479	-3.07796	-2.63592	0.132946	2.50297
1.5232	2.34826	2.34826	-3.1146	-2.63812	0.126335	2.51178
1.5232	2.41173	2.41173	-3.15125	-2.63812	0.126335	2.51178
1.5232	2.47519	2.47519	-3.18789	-2.63592	0.132946	2.50297
1.5232	2.53866	2.53866	-3.22453	-2.63153	0.146108	2.48543
1.5232	2.60213	2.60213	-3.26117	-2.62499	0.165701	2.45929
1.5232	2.66559	2.66559	-3.29782	-2.61632	0.191534	2.42479
1.5232	2.72906	2.72906	-3.33446	-2.60559	0.22334	2.38225
1.5232	2.79253	2.79253	-3.3711	-2.59284	0.260753	2.33209
1.5232	2.85599	2.85599	-3.40774	-2.57817	0.30329	2.27488
1.5232	2.91946	2.91946	-3.44439	-2.56164	0.350303	2.21134
1.5232	2.98293	2.98293	-3.48103	-2.54336	0.400925	2.14244
1.5232	3.04639	3.04639	-3.51767	-2.52343	0.453971	2.06946
1.5232	3.10986	3.10986	-3.55431	-2.50196	0.507793	1.99416
1.5232	3.17333	3.17333	-3.59096	-2.47905	0.560058	1.919
1.5232	3.23679	3.23679	-3.6276	-2.45485	0.607451	1.8474
1.5232	3.30026	3.30026	-3.66424	-2.42948	0.645359	1.78412
1.5232	3.36373	3.36373	-3.70088	-2.40309	0.66786	1.73523
