#1:k1	2:k2	3:kx	4:ky	5:erg1	6:erg2	7:...
3.68106	0.0634665	0.0634665	-4.28716	-1.20101	-0.155249	1.35626
3.68106	0.126933	0.126933	-4.3238	-1.22827	-0.157851	1.38612
3.68106	0.1904	0.1904	-4.36045	-1.27806	-0.140744	1.41881
3.68106	0.253866	0.253866	-4.39709	-1.34506	-0.108427	1.45348
3.68106	0.317333	0.317333	-4.43373	-1.42359	-0.0658628	1.48945
3.68106	0.380799	0.380799	-4.47037	-1.50882	-0.0172838	1.52611
3.68106	0.444266	0.444266	-4.50702	-1.59702	0.0341103	1.56291
3.68106	0.507732	0.507732	-4.54366	-1.68538	0.0860217	1.59936
3.68106	0.571199	0.571199	-4.5803	-1.77184	0.136828	1.63501
3.68106	0.634665	0.634665	-4.61694	-1.85481	0.185386	1.66942
3.68106	0.698132	0.698132	-4.65359	-1.93307	0.230886	1.70219
3.68106	0.761598	0.761598	-4.69023	-2.00567	0.272753	1.73291
3.68106	0.825065	0.825065	-4.72687	-2.07182	0.310579	1.76124
3.68106	0.888531	0.888531	-4.76351	-2.1309	0.344075	1.78682
3.68106	0.951998	0.951998	-4.80016	-2.1824	0.373038	1.80936
3.68106	1.01546	1.01546	-4.8368	-2.22591	0.397326	1.82858
3.68106	1.07893	1.07893	-4.87344	-2.26109	0.416844	1.84425
3.68106	1.1424	1.1424	-4.91008	-2.2877	0.431528	1.85617
3.68106	1.20586	1.20586	-4.94673	-2.30554	0.441337	1.8642
3.68106	1.26933	1.26933	-4.98337	-2.31449	0.446247	1.86824
3.68106	1.3328	1.3328	-5.02001	-2.31449	0.446247	1.86824
3.68106	1.39626	1.39626	-5.05665	-2.30554	0.441337	1.8642
3.68106	1.45973	1.45973	-5.0933	-2.2877	0.431528	1.85617
3.68106	1.5232	1.5232	-5.12994	-2.26109	0.416844	1.84425
3.68106	1.58666	1.58666	-5.16658	-2.22591	0.397326	1.82858
3.68106	1.65013	1.65013	-5.20322	-2.1824	0.373038	1.80936
3.68106	1.7136	1.7136	-5.23986	-2.1309	0.344075	1.78682
3.68106	1.77706	1.77706	-5.27651	-2.07182	0.310579	1.76124
3.68106	1.84053	1.84053	-5.31315	-2.00567	0.272753	1.73291
3.68106	1.904	1.904	-5.34979	-1.93307	0.230886	1.70219
3.68106	1.96746	1.96746	-5.38643	-1.85481	0.185386	1.66942
3.68106	2.03093	2.03093	-5.42308	-1.77184	0.136828	1.63501
3.68106	2.0944	2.0944	-5.45972	-1.68538	0.0860217	1.59936
3.68106	2.15786	2.15786	-5.49636	-1.59702	0.0341103	1.56291
3.68106	2.22133	2.22133	-5.533	-1.50882	-0.0172838	1.52611
3.68106	2.28479	2.28479	-5.56965	-1.42359	-0.0658628	1.48945
3.68106	2.34826	2.34826	-5.60629	-1.34506	-0.108427	1.45348
3.68106	2.41173	2.41173	-5.64293	-1.27806	-0.140744	1.41881
3.68106	2.47519	2.47519	-5.67957	-1.22827	-0.157851	1.38612
3.68106	2.53866	2.53866	-5.71622	-1.20101	-0.155249	1.35626
3.68106	2.60213	2.60213	-5.75286	-1.19934	-0.1309	1.33024
3.68106	2.66559	2.66559	-5.7895	-1.2227	-0.0866237	1.30933
3.68106	2.72906	2.72906	-5.82614	-1.26756	-0.0275449	1.2951
3.68106	2.79253	2.79253	-5.86279	-1.32919	0.0397203	1.28947
3.68106	2.85599	2.85599	-5.89943	-1.40321	0.108573	1.29464
3.68106	2.91946	2.91946	-5.93607	-1.48606	0.173205	1.31285
3.68106	2.98293	2.98293	-5.97271	-1.57503	0.229047	1.34599
3.68106	3.04639	3.04639	-6.00936	-1.66808	0.273166	1.39491
3.68106	3.10986	3.10986	-6.046	-1.76361	0.30449	1.45912
3.68106	3.17333	3.17333	-6.08264	-1.86035	0.323615	1.53674
3.68106	3.23679	3.23679	-6.11928	-1.95727	0.33222	1.62505
3.68106	3.30026	3.30026	-6.15593	-2.05348	0.332406	1.72107
3.68106	3.36373	3.36373	-6.19257	-2.14822	0.326222	1.822
3.68106	3.42719	3.42719	-6.22921	-2.2408	0.315438	1.92536
3.68106	3.49066	3.49066	-6.26585	-2.33062	0.301491	2.02913
3.68106	3.55413	3.55413	-6.30249	-2.41712	0.285511	2.13161
3.68106	3.61759	3.61759	-6.33914	-2.4998	0.268379	2.23142
3.68106	3.68106	3.68106	-6.37578	-2.57818	0.250781	2.3274
3.68106	3.74452	3.74452	-6.41242	-2.65185	0.233256	2.41859
3.68106	3.80799	3.80799	-6.44906	-2.72041	0.21623	2.50418
3.68106	3.87146	3.87146	-6.48571	-2.7835	0.200043	2.58346
3.68106	3.93492	3.93492	-6.52235	-2.84082	0.184969	2.65585
3.68106	3.99839	3.99839	-6.55899	-2.89207	0.171228	2.72085
3.68106	4.06186	4.06186	-6.59563	-2.937	0.159002	2.778
3.68106	4.12532	4.12532	-6.63228	-2.9754	0.148433	2.82696
3.68106	4.18879	4.18879	-6.66892	-3.00706	0.13964	2.86742
3.68106	4.25226	4.25226	-6.70556	-3.03185	0.132711	2.89914
3.68106	4.31572	4.31572	-6.7422	-3.04964	0.127714	2.92193
3.68106	4.37919	4.37919	-6.77885	-3.06035	0.124698	2.93565
3.68106	4.44266	4.44266	-6.81549	-3.06392	0.123689	2.94023
3.68106	4.50612	4.50612	-6.85213	-3.06035	0.124698	2.93565
3.68106	4.56959	4.56959	-6.88877	-3.04964	0.127714	2.92193
3.68106	4.63306	4.63306	-6.92542	-3.03185	0.132711	2.89914
3.68106	4.69652	4.69652	-6.96206	-3.00706	0.13964	2.86742
3.68106	4.75999	4.75999	-6.9987	-2.9754	0.148433	2.82696
3.68106	4.82346	4.82346	-7.03534	-2.937	0.159002	2.778
3.68106	4.88692	4.88692	-7.07199	-2.89207	0.171228	2.72085
3.68106	4.95039	4.95039	-7.10863	-2.84082	0.184969	2.65585
3.68106	5.01385	5.01385	-7.14527	-2.7835	0.200043	2.58346
3.68106	5.07732	5.07732	-7.18191	-2.72041	0.21623	2.50418
3.68106	5.14079	5.14079	-7.21856	-2.65185	0.233256	2.41859
3.68106	5.20425	5.20425	-7.2552	-2.57818	0.250781	2.3274
3.68106	5.26772	5.26772	-7.29184	-2.4998	0.268379	2.23142
3.68106	5.33119	5.33119	-7.32848	-2.41712	0.285511	2.13161
3.68106	5.39465	5.39465	-7.36512	-2.33062	0.301491	2.02913
3.68106	5.45812	5.45812	-7.40177	-2.2408	0.315438	1.92536
3.68106	5.52159	5.52159	-7.43841	-2.14822	0.326222	1.822
3.68106	5.58505	5.58505	-7.47505	-2.05348	0.332406	1.72107
3.68106	5.64852	5.64852	-7.51169	-1.95727	0.33222	1.62505
3.68106	5.71199	5.71199	-7.54834	-1.86035	0.323615	1.53674
3.68106	5.77545	5.77545	-7.58498	-1.76361	0.30449	1.45912
3.68106	5.83892	5.83892	-7.62162	-1.66808	0.273166	1.39491
3.68106	5.90239	5.90239	-7.65826	-1.57503	0.229047	1.34599
3.68106	5.96585	5.96585	-7.69491	-1.48606	0.173205	1.31285
3.68106	6.02932	6.02932	-7.73155	-1.40321	0.108573	1.29464
3.68106	6.09279	6.09279	-7.76819	-1.32919	0.0397203	1.28947
3.68106	6.15625	6.15625	-7.80483	-1.26756	-0.0275449	1.2951
3.68106	6.21972	6.21972	-7.84148	-1.2227	-0.0866237	1.30933
3.68106	6.28319	6.28319	-7.87812	-1.19934	-0.1309	1.33024

3.74452	0	0	-4.3238	-1.23658	-0.170552	1.40713
3.74452	0.0634665	0.0634665	-4.36045	-1.23922	-0.199951	1.43917
3.74452	0.126933	0.126933	-4.39709	-1.26677	-0.207428	1.4742
3.74452	0.1904	0.1904	-4.43373	-1.31632	-0.194946	1.51126
3.74452	0.253866	0.253866	-4.47037	-1.38265	-0.166932	1.54958
3.74452	0.317333	0.317333	-4.50702	-1.46017	-0.128324	1.58849
3.74452	0.380799	0.380799	-4.54366	-1.54406	-0.0833659	1.62742
3.74452	0.444266	0.444266	-4.5803	-1.63059	-0.0352828	1.66587
3.74452	0.507732	0.507732	-4.61694	-1.71697	0.0135986	1.70337
3.74452	0.571199	0.571199	-4.65359	-1.80114	0.0616253	1.73951
3.74452	0.634665	0.634665	-4.69023	-1.88153	0.107621	1.7739
3.74452	0.698132	0.698132	-4.72687	-1.95693	0.15074	1.80619
3.74452	0.761598	0.761598	-4.76351	-2.0264	0.19037	1.83603
3.74452	0.825065	0.825065	-4.80016	-2.08918	0.226061	1.86312
3.74452	0.888531	0.888531	-4.8368	-2.14467	0.257483	1.88719
3.74452	0.951998	0.951998	-4.87344	-2.19238	0.284391	1.90799
3.74452	1.01546	1.01546	-4.91008	-2.23192	0.306608	1.92531
3.74452	1.07893	1.07893	-4.94673	-2.26298	0.324004	1.93897
3.74452	1.1424	1.1424	-4.98337	-2.28532	0.336489	1.94883
3.74452	1.20586	1.20586	-5.02001	-2.29879	0.344002	1.95479
3.74452	1.26933	1.26933	-5.05665	-2.30329	0.34651	1.95678
3.74452	1.3328	1.3328	-5.0933	-2.29879	0.344002	1.95479
3.74452	1.39626	1.39626	-5.12994	-2.28532	0.336489	1.94883
3.74452	1.45973	1.45973	-5.16658	-2.26298	0.324004	1.93897
3.74452	1.5232	1.5232	-5.20322	-2.23192	0.306608	1.92531
3.74452	1.58666	1.58666	-5.23986	-2.19238	0.284391	1.90799
3.74452	1.65013	1.65013	-5.27651	-2.14467	0.257483	1.88719
3.74452	1.7136	1.7136	-5.31315	-2.08918	0.226061	1.86312
3.74452	1.77706	1.77706	-5.34979	-2.0264	0.19037	1.83603
3.74452	1.84053	1.84053	-5.38643	-1.95693	0.15074	1.80619
3.74452	1.904	1.904	-5.42308	-1.88153	0.107621	1.7739
3.74452	1.96746	1.96746	-5.45972	-1.80114	0.0616253	1.73951
3.74452	2.03093	2.03093	-5.49636	-1.71697	0.0135986	1.70337
3.74452	2.0944	2.0944	-5.533	-1.63059	-0.0352828	1.66587
3.74452	2.15786	2.15786	-5.56965	-1.54406	-0.0833659	1.62742
3.74452	2.22133	2.22133	-5.60629	-1.46017	-0.128324	1.58849
3.74452	2.28479	2.28479	-5.64293	-1.38265	-0.166932	1.54958
3.74452	2.34826	2.34826	-5.67957	-1.31632	-0.194946	1.51126
3.74452	2.41173	2.41173	-5.71622	-1.26677	-0.207428	1.4742
3.74452	2.47519	2.47519	-5.75286	-1.23922	-0.199951	1.43917
3.74452	2.53866	2.53866	-5.7895	-1.23658	-0.170552	1.40713
3.74452	2.60213	2.60213	-5.82614	-1.25825	-0.121023	1.37927
3.74452	2.66559	2.66559	-5.86279	-1.30078	-0.0563166	1.35709
3.74452	2.72906	2.72906	-5.89943	-1.35963	0.0171814	1.34245
3.74452	2.79253	2.79253	-5.93607	-1.43059	0.0930107	1.33758
3.74452	2.85599	2.85599	-5.97271	-1.51027	0.165266	1.345
3.74452	2.91946	2.91946	-6.00936	-1.59606	0.228945	1.36712
3.74452	2.98293	2.98293	-6.046	-1.68601	0.280381	1.40563
3.74452	3.04639	3.04639	-6.08264	-1.77858	0.317711	1.46087
3.74452	3.10986	3.10986	-6.11928	-1.87255	0.340994	1.53156
3.74452	3.17333	3.17333	-6.15593	-1.96693	0.351783	1.61514
3.74452	3.23679	3.23679	-6.19257	-2.06085	0.352384	1.70847
3.74452	3.30026	3.30026	-6.22921	-2.15359	0.345203	1.80838
3.74452	3.36373	3.36373	-6.26585	-2.24447	0.33238	1.91209
3.74452	3.42719	3.42719	-6.30249	-2.33289	0.315669	2.01722
3.74452	3.49066	3.49066	-6.33914	-2.41832	0.296447	2.12188
3.74452	3.55413	3.55413	-6.37578	-2.50026	0.275785	2.22447
3.74452	3.61759	3.61759	-6.41242	-2.57824	0.254507	2.32373
3.74452	3.68106	3.68106	-6.44906	-2.65185	0.233256	2.41859
3.74452	3.74452	3.74452	-6.48571	-2.72068	0.212539	2.50815
3.74452	3.80799	3.80799	-6.52235	-2.7844	0.192756	2.59165
3.74452	3.87146	3.87146	-6.55899	-2.84268	0.174228	2.66845
3.74452	3.93492	3.93492	-6.59563	-2.89521	0.157217	2.73799
3.74452	3.99839	3.99839	-6.63228	-2.94175	0.141933	2.79982
3.74452	4.06186	4.06186	-6.66892	-2.98207	0.128548	2.85352
3.74452	4.12532	4.12532	-6.70556	-3.01597	0.117199	2.89877
3.74452	4.18879	4.18879	-6.7422	-3.04328	0.107996	2.93529
3.74452	4.25226	4.25226	-6.77885	-3.06388	0.101023	2.96286
3.74452	4.31572	4.31572	-6.81549	-3.07767	0.0963415	2.98133
3.74452	4.37919	4.37919	-6.85213	-3.08458	0.0939907	2.99059
3.74452	4.44266	4.44266	-6.88877	-3.08458	0.0939907	2.99059
3.74452	4.50612	4.50612	-6.92542	-3.07767	0.0963415	2.98133
3.74452	4.56959	4.56959	-6.96206	-3.06388	0.101023	2.96286
3.74452	4.63306	4.63306	-6.9987	-3.04328	0.107996	2.93529
3.74452	4.69652	4.69652	-7.03534	-3.01597	0.117199	2.89877
3.74452	4.75999	4.75999	-7.07199	-2.98207	0.128548	2.85352
3.74452	4.82346	4.82346	-7.10863	-2.94175	0.141933	2.79982
3.74452	4.88692	4.88692	-7.14527	-2.89521	0.157217	2.73799
3.74452	4.95039	4.95039	-7.18191	-2.84268	0.174228	2.66845
3.74452	5.01385	5.01385	-7.21856	-2.7844	0.192756	2.59165
3.74452	5.07732	5.07732	-7.2552	-2.72068	0.212539	2.50815
3.74452	5.14079	5.14079	-7.29184	-2.65185	0.233256	2.41859
3.74452	5.20425	5.20425	-7.32848	-2.57824	0.254507	2.32373
3.74452	5.26772	5.26772	-7.36512	-2.50026	0.275785	2.22447
3.74452	5.33119	5.33119	-7.40177	-2.41832	0.296447	2.12188
3.74452	5.39465	5.39465	-7.43841	-2.33289	0.315669	2.01722
3.74452	5.45812	5.45812	-7.47505	-2.24447	0.33238	1.91209
3.74452	5.52159	5.52159	-7.51169	-2.15359	0.345203	1.80838
3.74452	5.58505	5.58505	-7.54834	-2.06085	0.352384	1.70847
3.74452	5.64852	5.64852	-7.58498	-1.96693	0.351783	1.61514
3.74452	5.71199	5.71199	-7.62162	-1.87255	0.340994	1.53156
3.74452	5.77545	5.77545	-7.65826	-1.77858	0.317711	1.46087
3.74452	5.83892	5.83892	-7.69491	-1.68601	0.280381	1.40563
3.74452	5.90239	5.90239	-7.73155	-1.59606	0.228945	1.36712
3.74452	5.96585	5.96585	-7.76819	-1.51027	0.165266	1.345
3.74452	6.02932	6.02932	-7.80483	-1.43059	0.0930107	1.33758
3.74452	6.09279	6.09279	-7.84148	-1.35963	0.0171814	1.34245
3.74452	6.15625	6.15625	-7.87812	-1.30078	-0.0563166	1.35709
3.74452	6.21972	6.21972	-7.91476	-1.25825	-0.121023	1.37927
3.74452	6.28319	6.28319	-7.9514	-1.23658	-0.170552	1.40713

3.80799	0	0	-4.39709	-1.27724	-0.216137	1.49338
3.80799	0.0634665	0.0634665	-4.43373	-1.28084	-0.250254	1.53109
3.80799	0.126933	0.126933	-4.47037	-1.30862	-0.262362	1.57098
3.80799	0.1904	0.1904	-4.50702	-1.35779	-0.254372	1.61217
3.80799	0.253866	0.253866	-4.54366	-1.42328	-0.230638	1.65392
3.80799	0.317333	0.317333	-4.5803	-1.49957	-0.196065	1.69563
3.80799	0.380799	0.380799	-4.61694	-1.58187	-0.154897	1.73677
3.80799	0.444266	0.444266	-4.65359	-1.66649	-0.110377	1.77686
3.80799	0.507732	0.507732	-4.69023	-1.75064	-0.0648513	1.81549
3.80799	0.571199	0.571199	-4.72687	-1.83227	-0.0199956	1.85226
3.80799	0.634665	0.634665	-4.76351	-1.90983	0.0229916	1.88684
3.80799	0.698132	0.698132	-4.80016	-1.98214	0.0632422	1.9189
3.80799	0.761598	0.761598	-4.8368	-2.04827	0.100119	1.94816
3.80799	0.825065	0.825065	-4.87344	-2.10749	0.133148	1.97434
3.80799	0.888531	0.888531	-4.91008	-2.15921	0.161976	1.99724
3.80799	0.951998	0.951998	-4.94673	-2.20296	0.186338	2.01663
3.80799	1.01546	1.01546	-4.98337	-2.23838	0.206035	2.03235
3.80799	1.07893	1.07893	-5.02001	-2.26518	0.220923	2.04426
3.80799	1.1424	1.1424	-5.05665	-2.28316	0.230901	2.05226
3.80799	1.20586	1.20586	-5.0933	-2.29218	0.235906	2.05628
3.80799	1.26933	1.26933	-5.12994	-2.29218	0.235906	2.05628
3.80799	1.3328	1.3328	-5.16658	-2.28316	0.230901	2.05226
3.80799	1.39626	1.39626	-5.20322	-2.26518	0.220923	2.04426
3.80799	1.45973	1.45973	-5.23986	-2.23838	0.206035	2.03235
3.80799	1.5232	1.5232	-5.27651	-2.20296	0.186338	2.01663
3.80799	1.58666	1.58666	-5.31315	-2.15921	0.161976	1.99724
3.80799	1.65013	1.65013	-5.34979	-2.10749	0.133148	1.97434
3.80799	1.7136	1.7136	-5.38643	-2.04827	0.100119	1.94816
3.80799	1.77706	1.77706	-5.42308	-1.98214	0.0632422	1.9189
3.80799	1.84053	1.84053	-5.45972	-1.90983	0.0229916	1.88684
3.80799	1.904	1.904	-5.49636	-1.83227	-0.0199956	1.85226
3.80799	1.96746	1.96746	-5.533	-1.75064	-0.0648513	1.81549
3.80799	2.03093	2.03093	-5.56965	-1.66649	-0.110377	1.77686
3.80799	2.0944	2.0944	-5.60629	-1.58187	-0.154897	1.73677
3.80799	2.15786	2.15786	-5.64293	-1.49957	-0.196065	1.69563
3.80799	2.22133	2.22133	-5.67957	-1.42328	-0.230638	1.65392
3.80799	2.28479	2.28479	-5.71622	-1.35779	-0.254372	1.61217
3.80799	2.34826	2.34826	-5.75286	-1.30862	-0.262362	1.57098
3.80799	2.41173	2.41173	-5.7895	-1.28084	-0.250254	1.53109
3.80799	2.47519	2.47519	-5.82614	-1.27724	-0.216137	1.49338
3.80799	2.53866	2.53866	-5.86279	-1.29719	-0.161734	1.45892
3.80799	2.60213	2.60213	-5.89943	-1.33734	-0.0917665	1.4291
3.80799	2.66559	2.66559	-5.93607	-1.39334	-0.0123108	1.40565
3.80799	2.72906	2.72906	-5.97271	-1.46116	0.0704375	1.39073
3.80799	2.79253	2.79253	-6.00936	-1.53756	0.150655	1.38691
3.80799	2.85599	2.85599	-6.046	-1.62005	0.22309	1.39696
3.80799	2.91946	2.91946	-6.08264	-1.70674	0.283415	1.42333
3.80799	2.98293	2.98293	-6.11928	-1.79617	0.328817	1.46736
3.80799	3.04639	3.04639	-6.15593	-1.88717	0.358478	1.5287
3.80799	3.10986	3.10986	-6.19257	-1.97878	0.373489	1.60529
3.80799	3.17333	3.17333	-6.22921	-2.07018	0.376174	1.694
3.80799	3.23679	3.23679	-6.26585	-2.16063	0.369259	1.79137
3.80799	3.30026	3.30026	-6.30249	-2.24952	0.355304	1.89421
3.80799	3.36373	3.36373	-6.33914	-2.33625	0.336452	1.9998
3.80799	3.42719	3.42719	-6.37578	-2.4203	0.314398	2.1059
3.80799	3.49066	3.49066	-6.41242	-2.50117	0.290452	2.21072
3.80799	3.55413	3.55413	-6.44906	-2.57842	0.26562	2.3128
3.80799	3.61759	3.61759	-6.48571	-2.65163	0.240678	2.41095
3.80799	3.68106	3.68106	-6.52235	-2.72041	0.21623	2.50418
3.80799	3.74452	3.74452	-6.55899	-2.7844	0.192756	2.59165
3.80799	3.80799	3.80799	-6.59563	-2.84329	0.170634	2.67266
3.80799	3.87146	3.87146	-6.63228	-2.89678	0.150173	2.74661
3.80799	3.93492	3.93492	-6.66892	-2.94461	0.131622	2.81298
3.80799	3.99839	3.99839	-6.70556	-2.98653	0.115183	2.87135
3.80799	4.06186	4.06186	-6.7422	-3.02235	0.10102	2.92133
3.80799	4.12532	4.12532	-6.77885	-3.05189	0.0892638	2.96263
3.80799	4.18879	4.18879	-6.81549	-3.07502	0.0800184	2.995
3.80799	4.25226	4.25226	-6.85213	-3.09162	0.0733608	3.01826
3.80799	4.31572	4.31572	-6.88877	-3.10161	0.069345	3.03227
3.80799	4.37919	4.37919	-6.92542	-3.10495	0.0680029	3.03694
3.80799	4.44266	4.44266	-6.96206	-3.10161	0.069345	3.03227
3.80799	4.50612	4.50612	-6.9987	-3.09162	0.0733608	3.01826
3.80799	4.56959	4.56959	-7.03534	-3.07502	0.0800184	2.995
3.80799	4.63306	4.63306	-7.07199	-3.05189	0.0892638	2.96263
3.80799	4.69652	4.69652	-7.10863	-3.02235	0.10102	2.92133
3.80799	4.75999	4.75999	-7.14527	-2.98653	0.115183	2.87135
3.80799	4.82346	4.82346	-7.18191	-2.94461	0.131622	2.81298
3.80799	4.88692	4.88692	-7.21856	-2.89678	0.150173	2.74661
3.80799	4.95039	4.95039	-7.2552	-2.84329	0.170634	2.67266
3.80799	5.01385	5.01385	-7.29184	-2.7844	0.192756	2.59165
3.80799	5.07732	5.07732	-7.32848	-2.72041	0.21623	2.50418
3.80799	5.14079	5.14079	-7.36512	-2.65163	0.240678	2.41095
3.80799	5.20425	5.20425	-7.40177	-2.57842	0.26562	2.3128
3.80799	5.26772	5.26772	-7.43841	-2.50117	0.290452	2.21072
3.80799	5.33119	5.33119	-7.47505	-2.4203	0.314398	2.1059
3.80799	5.39465	5.39465	-7.51169	-2.33625	0.336452	1.9998
3.80799	5.45812	5.45812	-7.54834	-2.24952	0.355304	1.89421
3.80799	5.52159	5.52159	-7.58498	-2.16063	0.369259	1.79137
3.80799	5.58505	5.58505	-7.62162	-2.07018	0.376174	1.694
3.80799	5.64852	5.64852	-7.65826	-1.97878	0.373489	1.60529
3.80799	5.71199	5.71199	-7.69491	-1.88717	0.358478	1.5287
3.80799	5.77545	5.77545	-7.73155	-1.79617	0.328817	1.46736
3.80799	5.83892	5.83892	-7.76819	-1.70674	0.283415	1.42333
3.80799	5.90239	5.90239	-7.80483	-1.62005	0.22309	1.39696
3.80799	5.96585	5.96585	-7.84148	-1.53756	0.150655	1.38691
3.80799	6.02932	6.02932	-7.87812	-1.46116	0.0704375	1.39073
3.80799	6.09279	6.09279	-7.91476	-1.39334	-0.0123108	1.40565
3.80799	6.15625	6.15625	-7.9514	-1.33734	-0.0917665	1.4291
3.80799	6.21972	6.21972	-7.98805	-1.29719	-0.161734	1.45892
3.80799	6.28319	6.28319	-8.02469	-1.27724	-0.216137	1.49338

3.87146	0	0	-4.47037	-1.32115	-0.267503	1.58865
3.87146	0.0634665	0.0634665	-4.50702	-1.32571	-0.305946	1.63165
3.87146	0.126933	0.126933	-4.54366	-1.35366	-0.3224	1.67606
3.87146	0.1904	0.1904	-4.5803	-1.40234	-0.318733	1.72108
3.87146	0.253866	0.253866	-4.61694	-1.46681	-0.29922	1.76603
3.87146	0.317333	0.317333	-4.65359	-1.54165	-0.268716	1.81037
3.87146	0.380799	0.380799	-4.69023	-1.62213	-0.231449	1.85358
3.87146	0.444266	0.444266	-4.72687	-1.70458	-0.190665	1.89525
3.87146	0.507732	0.507732	-4.76351	-1.78626	-0.148721	1.93498
3.87146	0.571199	0.571199	-4.80016	-1.86511	-0.107304	1.97242
3.87146	0.634665	0.634665	-4.8368	-1.93963	-0.0676236	2.00725
3.87146	0.698132	0.698132	-4.87344	-2.00863	-0.0305614	2.03919
3.87146	0.761598	0.761598	-4.91008	-2.07122	0.00323362	2.06799
3.87146	0.825065	0.825065	-4.94673	-2.12669	0.0332765	2.09341
3.87146	0.888531	0.888531	-4.98337	-2.17447	0.0592028	2.11527
3.87146	0.951998	0.951998	-5.02001	-2.21412	0.0807383	2.13338
3.87146	1.01546	1.01546	-5.05665	-2.24529	0.0976791	2.14761
3.87146	1.07893	1.07893	-5.0933	-2.26774	0.109878	2.15786
3.87146	1.1424	1.1424	-5.12994	-2.28127	0.117236	2.16404
3.87146	1.20586	1.20586	-5.16658	-2.2858	0.119695	2.1661
3.87146	1.26933	1.26933	-5.20322	-2.28127	0.117236	2.16404
3.87146	1.3328	1.3328	-5.23986	-2.26774	0.109878	2.15786
3.87146	1.39626	1.39626	-5.27651	-2.24529	0.0976791	2.14761
3.87146	1.45973	1.45973	-5.31315	-2.21412	0.0807383	2.13338
3.87146	1.5232	1.5232	-5.34979	-2.17447	0.0592028	2.11527
3.87146	1.58666	1.58666	-5.38643	-2.12669	0.0332765	2.09341
3.87146	1.65013	1.65013	-5.42308	-2.07122	0.00323362	2.06799
3.87146	1.7136	1.7136	-5.45972	-2.00863	-0.0305614	2.03919
3.87146	1.77706	1.77706	-5.49636	-1.93963	-0.0676236	2.00725
3.87146	1.84053	1.84053	-5.533	-1.86511	-0.107304	1.97242
3.87146	1.904	1.904	-5.56965	-1.78626	-0.148721	1.93498
3.87146	1.96746	1.96746	-5.60629	-1.70458	-0.190665	1.89525
3.87146	2.03093	2.03093	-5.64293	-1.62213	-0.231449	1.85358
3.87146	2.0944	2.0944	-5.67957	-1.54165	-0.268716	1.81037
3.87146	2.15786	2.15786	-5.71622	-1.46681	-0.29922	1.76603
3.87146	2.22133	2.22133	-5.75286	-1.40234	-0.318733	1.72108
3.87146	2.28479	2.28479	-5.7895	-1.35366	-0.3224	1.67606
3.87146	2.34826	2.34826	-5.82614	-1.32571	-0.305946	1.63165
3.87146	2.41173	2.41173	-5.86279	-1.32115	-0.267503	1.58865
3.87146	2.47519	2.47519	-5.89943	-1.33933	-0.208695	1.54803
3.87146	2.53866	2.53866	-5.93607	-1.37704	-0.133978	1.51102
3.87146	2.60213	2.60213	-5.97271	-1.43012	-0.0490696	1.47919
3.87146	2.66559	2.66559	-6.00936	-1.49472	0.0401911	1.45453
3.87146	2.72906	2.72906	-6.046	-1.56774	0.128226	1.43952
3.87146	2.79253	2.79253	-6.08264	-1.6468	0.209774	1.43703
3.87146	2.85599	2.85599	-6.11928	-1.7301	0.280065	1.45004
3.87146	2.91946	2.91946	-6.15593	-1.81623	0.335368	1.48087
3.87146	2.98293	2.98293	-6.19257	-1.90408	0.373724	1.53035
3.87146	3.04639	3.04639	-6.22921	-1.99271	0.395336	1.59737
3.87146	3.10986	3.10986	-6.26585	-2.08134	0.402197	1.67914
3.87146	3.17333	3.17333	-6.30249	-2.16927	0.397206	1.77206
3.87146	3.23679	3.23679	-6.33914	-2.25589	0.383347	1.87255
3.87146	3.30026	3.30026	-6.37578	-2.34064	0.363223	1.97742
3.87146	3.36373	3.36373	-6.41242	-2.423	0.338928	2.08408
3.87146	3.42719	3.42719	-6.44906	-2.5025	0.312083	2.19042
3.87146	3.49066	3.49066	-6.48571	-2.5787	0.283927	2.29477
3.87146	3.55413	3.55413	-6.52235	-2.65118	0.255406	2.39577
3.87146	3.61759	3.61759	-6.55899	-2.71956	0.227254	2.49231
3.87146	3.68106	3.68106	-6.59563	-2.7835	0.200043	2.58346
3.87146	3.74452	3.74452	-6.63228	-2.84268	0.174228	2.66845
3.87146	3.80799	3.80799	-6.66892	-2.89678	0.150173	2.74661
3.87146	3.87146	3.87146	-6.70556	-2.94556	0.128173	2.81738
3.87146	3.93492	3.93492	-6.7422	-2.98876	0.108468	2.88029
3.87146	3.99839	3.99839	-6.77885	-3.02619	0.0912521	2.93494
3.87146	4.06186	4.06186	-6.81549	-3.05765	0.0766831	2.98097
3.87146	4.12532	4.12532	-6.85213	-3.08301	0.0648859	3.01812
3.87146	4.18879	4.18879	-6.88877	-3.10213	0.0559566	3.04617
3.87146	4.25226	4.25226	-6.92542	-3.11493	0.0499656	3.06496
3.87146	4.31572	4.31572	-6.96206	-3.12134	0.0469588	3.07439
3.87146	4.37919	4.37919	-6.9987	-3.12134	0.0469588	3.07439
3.87146	4.44266	4.44266	-7.03534	-3.11493	0.0499656	3.06496
3.87146	4.50612	4.50612	-7.07199	-3.10213	0.0559566	3.04617
3.87146	4.56959	4.56959	-7.10863	-3.08301	0.0648859	3.01812
3.87146	4.63306	4.63306	-7.14527	-3.05765	0.0766831	2.98097
