#1:t	2:m	3:gap1	4:kx_itr1	5:gap2	6:kx_itr2	7:...
0.324	0.612	0.0646562	3	1.38338	4	
0.326	0.612	0.0735486	3	1.38187	4	
0.328	0.612	0.0824323	3	1.38041	4	
0.33	0.612	0.0913072	3	1.37899	4	
0.332	0.612	0.100173	3	1.36301	4	
0.334	0.612	0.10903	3	1.36187	4	
0.336	0.612	0.117877	3	1.36077	4	
0.338	0.612	0.126714	3	1.35971	4	
0.34	0.612	0.135541	3	1.34433	4	
0.342	0.612	0.144358	3	1.34356	4	
0.344	0.612	0.153164	2	1.34284	4	
0.346	0.612	0.161959	3	1.3279	4	
0.348	0.612	0.170742	3	1.32749	4	
0.35	0.612	0.179514	3	1.32712	4	
0.352	0.612	0.188274	3	1.3127	4	
0.354	0.612	0.194654	3	1.31265	4	
0.356	0.612	0.199631	3	1.29853	4	
0.358	0.612	0.204497	2	1.29881	4	
0.36	0.612	0.209248	3	1.29913	4	
0.362	0.612	0.213879	3	1.28566	4	
0.364	0.612	0.218387	3	1.28633	4	
0.366	0.612	0.222769	3	1.27326	4	
0.368	0.612	0.227018	3	1.27428	4	
0.37	0.612	0.231132	3	1.26166	4	
0.372	0.612	0.235106	3	1.26304	4	
0.374	0.612	0.238936	3	1.25092	4	
0.376	0.612	0.242616	2	1.25266	4	
0.378	0.612	0.246142	3	1.24108	4	
0.38	0.612	0.249511	3	1.24319	4	
0.382	0.612	0.252716	3	1.23219	4	
0.384	0.612	0.255754	3	1.23467	4	
0.386	0.612	0.258619	3	1.22428	4	
0.388	0.612	0.261307	3	1.21419	4	
0.39	0.612	0.263814	3	1.21737	4	
0.392	0.612	0.266136	3	1.20794	4	
0.394	0.612	0.268268	3	1.19886	4	
0.396	0.612	0.270206	3	1.20274	4	
0.398	0.612	0.271946	3	1.19435	4	
0.4	0.612	0.273486	3	1.18634	4	

0.3	0.614	0.0280374	2	1.45363	4	
0.302	0.614	0.0343133	3	1.45118	4	
0.304	0.614	0.0253427	3	1.44876	4	
0.306	0.614	0.0163786	3	1.43142	4	
0.308	0.614	0.00742115	3	1.42923	4	
0.31	0.614	0.00152944	3	1.42708	4	
0.312	0.614	0.010473	3	1.42496	4	
0.314	0.614	0.0194094	3	1.42288	4	
0.316	0.614	0.0283384	3	1.40604	4	
0.318	0.614	0.0372598	3	1.4042	4	
0.32	0.614	0.0461735	3	1.4024	4	
0.322	0.614	0.0550791	3	1.40064	4	
0.324	0.614	0.0639766	3	1.3842	4	
0.326	0.614	0.0728657	3	1.3827	4	
0.328	0.614	0.0817462	3	1.38124	4	
0.33	0.614	0.0906178	3	1.37982	4	
0.332	0.614	0.0994803	3	1.36388	4	
0.334	0.614	0.108333	3	1.36274	4	
0.336	0.614	0.117177	3	1.36164	4	
0.338	0.614	0.126011	3	1.34605	4	
0.34	0.614	0.134834	3	1.34524	4	
0.342	0.614	0.143647	3	1.34448	4	
0.344	0.614	0.15245	3	1.32932	4	
0.346	0.614	0.161241	3	1.32886	4	
0.348	0.614	0.170021	3	1.32844	4	
0.35	0.614	0.178789	3	1.31378	4	
0.352	0.614	0.187545	3	1.31369	4	
0.354	0.614	0.193193	3	1.31364	4	
0.356	0.614	0.19814	3	1.29956	4	
0.358	0.614	0.202975	3	1.29984	4	
0.36	0.614	0.207694	3	1.2861	4	
0.362	0.614	0.212294	3	1.28672	4	
0.364	0.614	0.216769	3	1.28739	4	
0.366	0.614	0.221117	3	1.27436	4	
0.368	0.614	0.225333	3	1.27538	4	
0.37	0.614	0.229412	3	1.2628	4	
0.372	0.614	0.233351	3	1.26418	4	
0.374	0.614	0.237145	3	1.25209	4	
0.376	0.614	0.240789	3	1.25383	4	
0.378	0.614	0.244278	3	1.24228	4	
0.38	0.614	0.247609	3	1.24439	4	
0.382	0.614	0.250776	3	1.23342	4	
0.384	0.614	0.253776	3	1.22273	4	
0.386	0.614	0.256602	3	1.22553	4	
0.388	0.614	0.259251	3	1.21547	4	
0.39	0.614	0.261719	3	1.21865	4	
0.392	0.614	0.264	3	1.20925	4	
0.394	0.614	0.266092	3	1.20019	4	
0.396	0.614	0.267989	3	1.20407	4	
0.398	0.614	0.269689	3	1.1957	4	
0.4	0.614	0.271189	3	1.18771	4	

0.3	0.616	0.0271944	3	1.45431	4	
0.302	0.616	0.0341093	3	1.45186	4	
0.304	0.616	0.025992	3	1.44944	4	
0.306	0.616	0.0170308	3	1.43215	4	
0.308	0.616	0.00807624	3	1.42996	4	
0.31	0.616	0.00087139	4	1.42781	4	
0.312	0.616	0.00981197	3	1.42569	4	
0.314	0.616	0.0187453	3	1.40868	4	
0.316	0.616	0.0276713	3	1.40681	4	
0.318	0.616	0.0365896	3	1.40497	4	
0.32	0.616	0.0455001	3	1.40318	4	
0.322	0.616	0.0544026	3	1.40142	4	
0.324	0.616	0.0632969	3	1.38502	4	
0.326	0.616	0.0721827	3	1.38352	4	
0.328	0.616	0.0810599	3	1.38206	4	
0.33	0.616	0.0899281	3	1.36592	4	
0.332	0.616	0.0987873	3	1.36474	4	
0.334	0.616	0.107637	3	1.3636	4	
0.336	0.616	0.116477	3	1.3625	4	
0.338	0.616	0.125307	3	1.34696	4	
0.34	0.616	0.134127	3	1.34615	4	
0.342	0.616	0.142937	3	1.34539	4	
0.344	0.616	0.151735	3	1.33026	4	
0.346	0.616	0.160523	3	1.32981	4	
0.348	0.616	0.169299	3	1.3294	4	
0.35	0.616	0.178063	3	1.31477	4	
0.352	0.616	0.1867	3	1.31468	4	
0.354	0.616	0.191726	3	1.31463	4	
0.356	0.616	0.196643	2	1.30058	4	
0.358	0.616	0.201448	3	1.30087	4	
0.36	0.616	0.206135	3	1.28717	4	
0.362	0.616	0.210702	3	1.28779	4	
0.364	0.616	0.215145	3	1.27449	4	
0.366	0.616	0.21946	3	1.27546	4	
0.368	0.616	0.223642	3	1.27648	4	
0.37	0.616	0.227686	3	1.26393	4	
0.372	0.616	0.23159	3	1.26531	4	
0.374	0.616	0.235348	3	1.25326	4	
0.376	0.616	0.238955	3	1.255	4	
0.378	0.616	0.242408	3	1.24348	4	
0.38	0.616	0.245701	2	1.23222	4	
0.382	0.616	0.24883	3	1.23465	4	
0.384	0.616	0.251791	3	1.22398	4	
0.386	0.616	0.254578	3	1.22679	4	
0.388	0.616	0.257188	3	1.21675	4	
0.39	0.616	0.259616	3	1.20705	4	
0.392	0.616	0.261858	3	1.21055	4	
0.394	0.616	0.263909	3	1.20152	4	
0.396	0.616	0.265766	3	1.19285	4	
0.398	0.616	0.267426	3	1.19705	4	
0.4	0.616	0.268886	3	1.18908	4	

0.3	0.618	0.0263482	3	1.45499	4	
0.302	0.618	0.0332453	3	1.45254	4	
0.304	0.618	0.0266414	3	1.43509	4	
0.306	0.618	0.0176831	2	1.43287	4	
0.308	0.618	0.00873146	3	1.43069	4	
0.31	0.618	0.000213205	4	1.42854	4	
0.312	0.618	0.00915079	3	1.42642	4	
0.314	0.618	0.0180811	3	1.40945	4	
0.316	0.618	0.027004	3	1.40758	4	
0.318	0.618	0.0359192	3	1.40575	4	
0.32	0.618	0.0448265	3	1.40395	4	
0.322	0.618	0.0537259	3	1.38737	4	
0.324	0.618	0.0626169	3	1.38583	4	
0.326	0.618	0.0714995	3	1.38434	4	
0.328	0.618	0.0803734	3	1.38288	4	
0.33	0.618	0.0892383	3	1.36679	4	
0.332	0.618	0.098094	3	1.36561	4	
0.334	0.618	0.10694	3	1.36447	4	
0.336	0.618	0.115777	3	1.34871	4	
0.338	0.618	0.124604	3	1.34786	4	
0.34	0.618	0.13342	2	1.34706	4	
0.342	0.618	0.142226	3	1.3463	4	
0.344	0.618	0.151021	3	1.33121	4	
0.346	0.618	0.159805	3	1.33076	4	
0.348	0.618	0.168577	3	1.3159	4	
0.35	0.618	0.177338	3	1.31576	4	
0.352	0.618	0.185258	3	1.31567	4	
0.354	0.618	0.190254	3	1.30138	4	
0.356	0.618	0.195141	3	1.30161	4	
0.358	0.618	0.199914	3	1.30189	4	
0.36	0.618	0.20457	3	1.28823	4	
0.362	0.618	0.209105	2	1.28886	4	
0.364	0.618	0.213515	3	1.27559	4	
0.366	0.618	0.217796	3	1.27656	4	
0.368	0.618	0.221944	2	1.26374	4	
0.37	0.618	0.225954	3	1.26507	4	
0.372	0.618	0.229822	3	1.25274	4	
0.374	0.618	0.233544	3	1.25443	4	
0.376	0.618	0.237115	3	1.24263	4	
0.378	0.618	0.240531	3	1.24468	4	
0.38	0.618	0.243786	3	1.23345	4	
0.382	0.618	0.246878	3	1.23588	4	
0.384	0.618	0.2498	3	1.22524	4	
0.386	0.618	0.252548	3	1.22804	4	
0.388	0.618	0.255119	3	1.21804	4	
0.39	0.618	0.257507	3	1.20835	4	
0.392	0.618	0.259708	3	1.21186	4	
0.394	0.618	0.26172	3	1.20285	4	
0.396	0.618	0.263537	3	1.1942	4	
0.398	0.618	0.265157	2	1.1984	4	
0.4	0.618	0.266576	3	1.19044	4	

0.3	0.62	0.0254987	3	1.45566	4	
0.302	0.62	0.0323779	3	1.45322	4	
0.304	0.62	0.0272909	3	1.43581	4	
0.306	0.62	0.0183355	3	1.43359	4	
0.308	0.62	0.00938682	3	1.43141	4	
0.31	0.62	0.000445119	4	1.42926	4	
0.312	0.62	0.00848946	3	1.41213	4	
0.314	0.62	0.0174167	3	1.41022	4	
0.316	0.62	0.0263365	3	1.40835	4	
0.318	0.62	0.0352486	3	1.40652	4	
0.32	0.62	0.0441528	3	1.40473	4	
0.322	0.62	0.053049	3	1.38818	4	
0.324	0.62	0.0619368	3	1.38665	4	
0.326	0.62	0.0708161	3	1.38516	4	
0.328	0.62	0.0796866	3	1.36886	4	
0.33	0.62	0.0885482	3	1.36765	4	
0.332	0.62	0.0974005	3	1.36647	4	
0.334	0.62	0.106243	3	1.36533	4	
0.336	0.62	0.115076	3	1.34961	4	
0.338	0.62	0.1239	3	1.34877	4	
0.34	0.62	0.132712	3	1.34796	4	
0.342	0.62	0.141515	3	1.33266	4	
0.344	0.62	0.150306	3	1.33216	4	
0.346	0.62	0.159086	3	1.3317	4	
0.348	0.62	0.167855	3	1.31689	4	
0.35	0.62	0.176611	3	1.31675	4	
0.352	0.62	0.18381	3	1.31666	4	
0.354	0.62	0.188776	3	1.3024	4	
0.356	0.62	0.193632	3	1.30264	4	
0.358	0.62	0.198374	3	1.28872	4	
0.36	0.62	0.202999	3	1.2893	4	
0.362	0.62	0.207502	3	1.28992	4	
0.364	0.62	0.211879	3	1.27669	4	
0.366	0.62	0.216126	3	1.27766	4	
0.368	0.62	0.22024	3	1.26488	4	
0.37	0.62	0.224215	3	1.2662	4	
0.372	0.62	0.228048	3	1.2539	4	
0.374	0.62	0.231734	3	1.25559	4	
0.376	0.62	0.235268	3	1.24382	4	
0.378	0.62	0.238647	3	1.24588	4	
0.38	0.62	0.241865	3	1.23467	4	
0.382	0.62	0.244918	3	1.2371	4	
0.384	0.62	0.247802	3	1.22649	4	
0.386	0.62	0.250511	3	1.21619	4	
0.388	0.62	0.253042	3	1.21932	4	
0.39	0.62	0.255391	3	1.20966	4	
0.392	0.62	0.257553	3	1.20035	4	
0.394	0.62	0.259524	3	1.20417	4	
0.396	0.62	0.261301	3	1.19555	4	
0.398	0.62	0.262881	3	1.1873	4	
0.4	0.62	0.26426	3	1.19181	4	

0.3	0.622	0.024646	3	1.45634	4	
0.302	0.622	0.0315073	3	1.43878	4	
0.304	0.622	0.0279405	3	1.43653	4	
0.306	0.622	0.018988	3	1.43431	4	
0.308	0.622	0.0100423	3	1.43213	4	
0.31	0.622	0.00110358	3	1.42999	4	
0.312	0.622	0.00782798	3	1.41289	4	
0.314	0.622	0.0167522	3	1.41099	4	
0.316	0.622	0.0256689	3	1.40912	4	
0.318	0.622	0.0345779	3	1.40729	4	
0.32	0.622	0.0434789	3	1.39057	4	
0.322	0.622	0.0523719	3	1.389	4	
0.324	0.622	0.0612565	3	1.38747	4	
0.326	0.622	0.0701325	3	1.38597	4	
0.328	0.622	0.0789997	3	1.36972	4	
0.33	0.622	0.0878579	3	1.3685	4	
0.332	0.622	0.0967069	3	1.36733	4	
0.334	0.622	0.105546	3	1.36619	4	
0.336	0.622	0.114376	3	1.35051	4	
0.338	0.622	0.123195	3	1.34967	4	
0.34	0.622	0.132005	3	1.34887	4	
0.342	0.622	0.140803	3	1.3336	4	
0.344	0.622	0.149591	3	1.3331	4	
0.346	0.622	0.158367	3	1.33265	4	
0.348	0.622	0.167132	3	1.31787	4	
0.35	0.622	0.175885	3	1.31773	4	
0.352	0.622	0.182356	3	1.30324	4	
0.354	0.622	0.187293	3	1.30342	4	
0.356	0.622	0.192118	3	1.30366	4	
0.358	0.622	0.196829	3	1.28978	4	
0.36	0.622	0.201422	3	1.29036	4	
0.362	0.622	0.205892	3	1.27687	4	
0.364	0.622	0.210236	3	1.27779	4	
0.366	0.622	0.21445	3	1.27876	4	
0.368	0.622	0.218529	3	1.26601	4	
0.37	0.622	0.22247	3	1.26733	4	
