#1:t	2:m	3:gap1	4:kx_itr1	5:gap2	6:kx_itr2	7:...
0.698	0.1	0.487859	3	0.964304	4	
0.7	0.1	0.483384	3	0.95749	4	
0.702	0.1	0.478913	3	0.950676	4	
0.704	0.1	0.474445	3	0.943863	4	
0.706	0.1	0.469981	3	0.937051	4	
0.708	0.1	0.465521	3	0.93024	4	
0.71	0.1	0.461064	3	0.923429	4	
0.712	0.1	0.45661	3	0.91662	4	
0.714	0.1	0.45216	3	0.909812	4	
0.716	0.1	0.447714	3	0.903005	4	
0.718	0.1	0.443271	3	0.896198	4	
0.72	0.1	0.438832	3	0.889393	4	
0.722	0.1	0.434396	3	0.879258	4	
0.724	0.1	0.429964	3	0.872492	4	
0.726	0.1	0.425535	3	0.865728	4	
0.728	0.1	0.42111	3	0.858965	4	
0.73	0.1	0.416688	3	0.852202	4	
0.732	0.1	0.41227	3	0.845442	4	
0.734	0.1	0.407855	3	0.838682	4	
0.736	0.1	0.403444	3	0.831924	4	
0.738	0.1	0.399036	3	0.825167	4	
0.74	0.1	0.394632	3	0.818411	4	
0.742	0.1	0.390231	3	0.811657	4	
0.744	0.1	0.385834	3	0.804904	4	
0.746	0.1	0.38144	3	0.798152	4	
0.748	0.1	0.37705	3	0.791402	4	
0.75	0.1	0.372663	3	0.784654	4	
0.752	0.1	0.368279	3	0.777907	4	
0.754	0.1	0.363899	3	0.771162	4	
0.756	0.1	0.359522	3	0.764418	4	
0.758	0.1	0.355149	3	0.757676	4	
0.76	0.1	0.35078	3	0.750935	4	
0.762	0.1	0.346413	3	0.744197	4	
0.764	0.1	0.34205	3	0.73746	4	
0.766	0.1	0.337691	3	0.730725	4	
0.768	0.1	0.333335	3	0.723992	4	
0.77	0.1	0.328982	3	0.717261	4	
0.772	0.1	0.324633	3	0.710532	4	
0.774	0.1	0.320287	3	0.703805	4	
0.776	0.1	0.315944	3	0.69708	4	
0.778	0.1	0.311605	3	0.690357	4	
0.78	0.1	0.307269	3	0.683636	4	
0.782	0.1	0.302937	3	0.676918	4	
0.784	0.1	0.298608	3	0.670202	4	
0.786	0.1	0.294282	3	0.663488	4	
0.788	0.1	0.28996	3	0.656777	4	
0.79	0.1	0.285641	3	0.650069	4	
0.792	0.1	0.281325	3	0.640514	4	
0.794	0.1	0.277013	3	0.633859	4	
0.796	0.1	0.272704	3	0.627206	4	
0.798	0.1	0.268398	3	0.620557	4	
0.8	0.1	0.264096	3	0.613911	4	
0.802	0.1	0.259797	3	0.607268	4	
0.804	0.1	0.255501	3	0.600628	4	
0.806	0.1	0.251208	3	0.593992	4	
0.808	0.1	0.246919	3	0.587358	4	
0.81	0.1	0.242633	3	0.580729	4	
0.812	0.1	0.238351	3	0.574103	4	
0.814	0.1	0.234071	3	0.567481	4	
0.816	0.1	0.229795	3	0.560863	4	
0.818	0.1	0.225522	3	0.554249	4	
0.82	0.1	0.221253	3	0.547639	4	
0.822	0.1	0.216986	3	0.541034	4	
0.824	0.1	0.212723	3	0.534433	4	
0.826	0.1	0.208463	3	0.527836	4	
0.828	0.1	0.204207	3	0.521245	4	
0.83	0.1	0.199953	3	0.514659	4	
0.832	0.1	0.195703	3	0.505559	4	
0.834	0.1	0.191456	3	0.499041	4	
0.836	0.1	0.187213	3	0.49253	4	
0.838	0.1	0.182972	3	0.486024	4	
0.84	0.1	0.178735	3	0.479524	4	
0.842	0.1	0.174501	3	0.47303	4	
0.844	0.1	0.17027	3	0.466543	4	
0.846	0.1	0.166042	3	0.460063	4	
0.848	0.1	0.161817	3	0.453591	4	
0.85	0.1	0.157596	3	0.447125	4	
0.852	0.1	0.153377	3	0.440668	4	
0.854	0.1	0.149162	3	0.434219	4	
0.856	0.1	0.14495	3	0.427778	4	
0.858	0.1	0.140741	4	0.419095	4	
0.86	0.1	0.136536	4	0.412741	4	
0.862	0.1	0.132333	3	0.406396	4	
0.864	0.1	0.128134	3	0.400061	4	
0.866	0.1	0.123937	3	0.393737	4	
0.868	0.1	0.119744	3	0.387424	4	
0.87	0.1	0.115554	3	0.381123	4	
0.872	0.1	0.111367	3	0.374835	4	
0.874	0.1	0.107183	3	0.368559	4	
0.876	0.1	0.103002	3	0.362297	4	
0.878	0.1	0.0988245	3	0.354101	4	
0.88	0.1	0.0946499	4	0.347946	4	
0.882	0.1	0.0904783	4	0.341806	4	
0.884	0.1	0.0863098	4	0.335682	4	
0.886	0.1	0.0821443	4	0.329577	4	
0.888	0.1	0.0779819	4	0.32349	4	
0.89	0.1	0.0738226	3	0.317422	4	
0.892	0.1	0.0696663	3	0.309675	4	
0.894	0.1	0.065513	3	0.303735	4	
0.896	0.1	0.0613628	3	0.297818	4	
0.898	0.1	0.0572156	3	0.291926	4	
0.9	0.1	0.0530714	3	0.28606	4	

0.6	0.11	0.69654	3	1.29219	4	
0.602	0.11	0.691888	3	1.28535	4	
0.604	0.11	0.687239	3	1.27851	4	
0.606	0.11	0.682594	3	1.27168	4	
0.608	0.11	0.677953	3	1.26484	4	
0.61	0.11	0.673315	3	1.25801	4	
0.612	0.11	0.66868	3	1.25118	4	
0.614	0.11	0.664049	3	1.24434	4	
0.616	0.11	0.659422	3	1.23751	4	
0.618	0.11	0.654798	3	1.23068	4	
0.62	0.11	0.650178	3	1.22385	4	
0.622	0.11	0.645561	3	1.21702	4	
0.624	0.11	0.640948	3	1.21019	4	
0.626	0.11	0.636339	3	1.20336	4	
0.628	0.11	0.631733	3	1.19653	4	
0.63	0.11	0.627131	3	1.1897	4	
0.632	0.11	0.622532	3	1.18287	4	
0.634	0.11	0.617937	3	1.17604	4	
0.636	0.11	0.613346	3	1.16922	4	
0.638	0.11	0.608758	3	1.16239	4	
0.64	0.11	0.604174	3	1.15557	4	
0.642	0.11	0.599594	3	1.14874	4	
0.644	0.11	0.595017	3	1.14192	4	
0.646	0.11	0.590444	3	1.13509	4	
0.648	0.11	0.585874	3	1.12827	4	
0.65	0.11	0.581308	3	1.12145	4	
0.652	0.11	0.576746	3	1.11462	4	
0.654	0.11	0.572188	3	1.1078	4	
0.656	0.11	0.567633	3	1.10098	4	
0.658	0.11	0.563081	3	1.09416	4	
0.66	0.11	0.558534	3	1.08734	4	
0.662	0.11	0.553989	3	1.08052	4	
0.664	0.11	0.549449	3	1.07371	4	
0.666	0.11	0.544912	3	1.06689	4	
0.668	0.11	0.540379	3	1.06007	4	
0.67	0.11	0.53585	3	1.05326	4	
0.672	0.11	0.531324	3	1.04644	4	
0.674	0.11	0.526801	3	1.03963	4	
0.676	0.11	0.522283	3	1.03282	4	
0.678	0.11	0.517768	3	1.026	4	
0.68	0.11	0.513256	3	1.01919	4	
0.682	0.11	0.508748	3	1.01238	4	
0.684	0.11	0.504244	3	1.00557	4	
0.686	0.11	0.499744	3	0.998765	4	
0.688	0.11	0.495246	3	0.991957	4	
0.69	0.11	0.490753	3	0.98515	4	
0.692	0.11	0.486263	3	0.978344	4	
0.694	0.11	0.481777	3	0.9679	4	
0.696	0.11	0.477294	3	0.961133	4	
0.698	0.11	0.472815	3	0.954367	4	
0.7	0.11	0.46834	3	0.947603	4	
0.702	0.11	0.463868	3	0.940839	4	
0.704	0.11	0.4594	3	0.934077	4	
0.706	0.11	0.454935	3	0.927315	4	
0.708	0.11	0.450474	3	0.920555	4	
0.71	0.11	0.446016	3	0.913796	4	
0.712	0.11	0.441562	3	0.907038	4	
0.714	0.11	0.437111	3	0.900282	4	
0.716	0.11	0.432664	3	0.893526	4	
0.718	0.11	0.428221	3	0.886772	4	
0.72	0.11	0.423781	3	0.88002	4	
0.722	0.11	0.419344	3	0.873268	4	
0.724	0.11	0.414912	3	0.866518	4	
0.726	0.11	0.410482	3	0.85977	4	
0.728	0.11	0.406056	3	0.853022	4	
0.73	0.11	0.401634	3	0.846277	4	
0.732	0.11	0.397215	3	0.839532	4	
0.734	0.11	0.3928	3	0.83279	4	
0.736	0.11	0.388388	3	0.826049	4	
0.738	0.11	0.38398	3	0.819309	4	
0.74	0.11	0.379575	3	0.812571	4	
0.742	0.11	0.375173	3	0.805835	4	
0.744	0.11	0.370776	3	0.7991	4	
0.746	0.11	0.366381	3	0.792368	4	
0.748	0.11	0.36199	3	0.785637	4	
0.75	0.11	0.357603	3	0.778908	4	
0.752	0.11	0.353219	3	0.77218	4	
0.754	0.11	0.348838	3	0.765455	4	
0.756	0.11	0.344461	3	0.758732	4	
0.758	0.11	0.340087	3	0.752011	4	
0.76	0.11	0.335717	3	0.745291	4	
0.762	0.11	0.33135	3	0.738574	4	
0.764	0.11	0.326986	3	0.73186	4	
0.766	0.11	0.322626	3	0.725147	4	
0.768	0.11	0.31827	3	0.718437	4	
0.77	0.11	0.313916	3	0.708583	4	
0.772	0.11	0.309567	3	0.701925	4	
0.774	0.11	0.30522	3	0.69527	4	
0.776	0.11	0.300877	3	0.688618	4	
0.778	0.11	0.296537	3	0.681968	4	
0.78	0.11	0.292201	3	0.675321	4	
0.782	0.11	0.287868	3	0.668677	4	
0.784	0.11	0.283539	3	0.662035	4	
0.786	0.11	0.279212	3	0.655397	4	
0.788	0.11	0.27489	3	0.648762	4	
0.79	0.11	0.27057	3	0.64213	4	
0.792	0.11	0.266254	3	0.635502	4	
0.794	0.11	0.261941	3	0.628876	4	
0.796	0.11	0.257632	3	0.622255	4	
0.798	0.11	0.253325	3	0.615637	4	
0.8	0.11	0.249023	3	0.609022	4	
0.802	0.11	0.244723	3	0.602412	4	
0.804	0.11	0.240427	3	0.595805	4	
0.806	0.11	0.236134	3	0.589203	4	
0.808	0.11	0.231844	3	0.582605	4	
0.81	0.11	0.227558	3	0.576011	4	
0.812	0.11	0.223275	3	0.569422	4	
0.814	0.11	0.218995	3	0.562837	4	
0.816	0.11	0.214719	3	0.553522	4	
0.818	0.11	0.210445	3	0.547005	4	
0.82	0.11	0.206175	3	0.540494	4	
0.822	0.11	0.201909	3	0.533988	4	
0.824	0.11	0.197645	3	0.527487	4	
0.826	0.11	0.193385	3	0.520992	4	
0.828	0.11	0.189128	3	0.514504	4	
0.83	0.11	0.184874	3	0.508021	4	
0.832	0.11	0.180624	3	0.501545	4	
0.834	0.11	0.176376	3	0.495076	4	
0.836	0.11	0.172132	3	0.488614	4	
0.838	0.11	0.167891	3	0.482159	4	
0.84	0.11	0.163654	3	0.475711	4	
0.842	0.11	0.159419	3	0.469272	4	
0.844	0.11	0.155188	4	0.46038	4	
0.846	0.11	0.15096	3	0.454025	4	
0.848	0.11	0.146735	3	0.447678	4	
0.85	0.11	0.142513	3	0.441341	4	
0.852	0.11	0.138294	3	0.435014	4	
0.854	0.11	0.134079	3	0.428696	4	
0.856	0.11	0.129867	3	0.422389	4	
0.858	0.11	0.125658	3	0.416094	4	
0.86	0.11	0.121452	3	0.409809	4	
0.862	0.11	0.117249	4	0.403537	4	
0.864	0.11	0.113049	4	0.397278	4	
0.866	0.11	0.108853	4	0.388902	4	
0.868	0.11	0.104659	3	0.382746	4	
0.87	0.11	0.100469	3	0.376604	4	
0.872	0.11	0.0962815	3	0.370478	4	
0.874	0.11	0.0920973	3	0.364367	4	
0.876	0.11	0.0879163	3	0.358273	4	
0.878	0.11	0.0837384	3	0.352197	4	
0.88	0.11	0.0795635	3	0.344222	4	
0.882	0.11	0.0753917	4	0.338268	4	
0.884	0.11	0.071223	4	0.332335	4	
0.886	0.11	0.0670574	4	0.326423	4	
0.888	0.11	0.0628948	4	0.320533	4	
0.89	0.11	0.0587353	4	0.314668	4	
0.892	0.11	0.0545788	4	0.307169	4	
0.894	0.11	0.0504254	3	0.301447	4	
0.896	0.11	0.046275	3	0.295752	4	
0.898	0.11	0.0421277	3	0.290088	4	
0.9	0.11	0.0379834	3	0.284454	4	

0.6	0.12	0.681498	2	1.28548	4	
0.602	0.12	0.676847	2	1.27865	4	
0.604	0.12	0.672198	3	1.27182	4	
0.606	0.12	0.667554	3	1.26499	4	
0.608	0.12	0.662912	3	1.25817	4	
0.61	0.12	0.658274	3	1.25134	4	
0.612	0.12	0.65364	3	1.24452	4	
0.614	0.12	0.649009	3	1.23769	4	
0.616	0.12	0.644382	3	1.23087	4	
0.618	0.12	0.639758	3	1.22405	4	
0.62	0.12	0.635138	3	1.21722	4	
0.622	0.12	0.630521	3	1.2104	4	
0.624	0.12	0.625908	3	1.20358	4	
0.626	0.12	0.621299	3	1.19676	4	
0.628	0.12	0.616693	3	1.18994	4	
0.63	0.12	0.61209	3	1.18312	4	
0.632	0.12	0.607491	3	1.1763	4	
0.634	0.12	0.602896	3	1.16948	4	
0.636	0.12	0.598305	3	1.16266	4	
0.638	0.12	0.593717	3	1.15585	4	
0.64	0.12	0.589132	3	1.14903	4	
0.642	0.12	0.584552	3	1.14221	4	
0.644	0.12	0.579974	3	1.1354	4	
0.646	0.12	0.575401	3	1.12859	4	
0.648	0.12	0.570831	3	1.12177	4	
0.65	0.12	0.566265	3	1.11496	4	
0.652	0.12	0.561702	3	1.10815	4	
0.654	0.12	0.557143	3	1.10134	4	
0.656	0.12	0.552588	3	1.09453	4	
0.658	0.12	0.548036	3	1.08772	4	
0.66	0.12	0.543488	3	1.08091	4	
0.662	0.12	0.538943	3	1.0741	4	
0.664	0.12	0.534402	3	1.0673	4	
0.666	0.12	0.529865	3	1.05655	4	
0.668	0.12	0.525331	3	1.04978	4	
0.67	0.12	0.520801	3	1.04301	4	
0.672	0.12	0.516275	3	1.03625	4	
0.674	0.12	0.511752	3	1.02948	4	
0.676	0.12	0.507233	3	1.02272	4	
0.678	0.12	0.502717	3	1.01596	4	
0.68	0.12	0.498205	3	1.00919	4	
0.682	0.12	0.493697	3	1.00243	4	
0.684	0.12	0.489192	3	0.995674	4	
0.686	0.12	0.484691	3	0.988916	4	
0.688	0.12	0.480193	3	0.982158	4	
0.69	0.12	0.475699	3	0.975402	4	
0.692	0.12	0.471209	3	0.968647	4	
0.694	0.12	0.466722	3	0.961893	4	
0.696	0.12	0.462239	3	0.95514	4	
0.698	0.12	0.457759	3	0.948389	4	
0.7	0.12	0.453283	3	0.941638	4	
0.702	0.12	0.448811	3	0.934889	4	
0.704	0.12	0.444342	3	0.928142	4	
0.706	0.12	0.439876	3	0.921396	4	
0.708	0.12	0.435414	3	0.914651	4	
0.71	0.12	0.430956	3	0.907907	4	
0.712	0.12	0.426502	3	0.901166	4	
0.714	0.12	0.42205	3	0.894425	4	
0.716	0.12	0.417603	3	0.887686	4	
0.718	0.12	0.413159	3	0.880949	4	
0.72	0.12	0.408718	3	0.874213	4	
0.722	0.12	0.404281	3	0.867479	4	
0.724	0.12	0.399848	3	0.860746	4	
0.726	0.12	0.395418	3	0.854015	4	
0.728	0.12	0.390991	3	0.847286	4	
0.73	0.12	0.386568	3	0.840558	4	
0.732	0.12	0.382149	3	0.833833	4	
0.734	0.12	0.377733	3	0.827109	4	
0.736	0.12	0.373321	3	0.820387	4	
0.738	0.12	0.368912	3	0.813667	4	
0.74	0.12	0.364506	3	0.806949	4	
0.742	0.12	0.360104	3	0.800233	4	
0.744	0.12	0.355706	3	0.793519	4	
0.746	0.12	0.351311	3	0.786807	4	
0.748	0.12	0.346919	3	0.776659	4	
0.75	0.12	0.342531	3	0.769999	4	
0.752	0.12	0.338147	3	0.763341	4	
0.754	0.12	0.333766	3	0.756686	4	
0.756	0.12	0.329388	3	0.750033	4	
0.758	0.12	0.325014	3	0.743382	4	
0.76	0.12	0.320643	3	0.736734	4	
0.762	0.12	0.316275	3	0.730089	4	
0.764	0.12	0.311911	3	0.723446	4	
0.766	0.12	0.307551	3	0.716806	4	
0.768	0.12	0.303194	3	0.710169	4	
0.77	0.12	0.29884	3	0.703535	4	
0.772	0.12	0.29449	3	0.696904	4	
0.774	0.12	0.290143	3	0.690276	4	
0.776	0.12	0.285799	3	0.683652	4	
0.778	0.12	0.281459	3	0.67703	4	
0.78	0.12	0.277122	3	0.670412	4	
0.782	0.12	0.272789	3	0.663797	4	
0.784	0.12	0.268459	3	0.657186	4	
0.786	0.12	0.264132	3	0.650579	4	
0.788	0.12	0.259809	3	0.643975	4	
0.79	0.12	0.255489	3	0.637375	4	
0.792	0.12	0.251172	3	0.63078	4	
0.794	0.12	0.246859	3	0.624188	4	
0.796	0.12	0.242549	3	0.6176	4	
0.798	0.12	0.238242	3	0.608009	4	
0.8	0.12	0.233939	3	0.601488	4	
0.802	0.12	0.229639	3	0.594972	4	
0.804	0.12	0.225342	3	0.58846	4	
0.806	0.12	0.221049	3	0.581954	4	
0.808	0.12	0.216759	3	0.575452	4	
0.81	0.12	0.212472	3	0.568956	4	
0.812	0.12	0.208189	3	0.562466	4	
0.814	0.12	0.203909	3	0.555981	4	
0.816	0.12	0.199632	3	0.549503	4	
0.818	0.12	0.195358	3	0.54303	4	
0.82	0.12	0.191088	3	0.536564	4	
0.822	0.12	0.186821	3	0.530104	4	
0.824	0.12	0.182557	3	0.523651	4	
0.826	0.12	0.178296	3	0.517205	4	
0.828	0.12	0.174039	3	0.510766	4	
0.83	0.12	0.169785	3	0.501666	4	
0.832	0.12	0.165534	3	0.49531	4	
0.834	0.12	0.161286	3	0.488962	4	
0.836	0.12	0.157042	3	0.482623	4	
0.838	0.12	0.152801	3	0.476293	4	
0.84	0.12	0.148563	3	0.469971	4	
0.842	0.12	0.144328	3	0.46366	4	
0.844	0.12	0.140096	3	0.457358	4	
0.846	0.12	0.135868	3	0.451067	4	
0.848	0.12	0.131643	4	0.444786	4	
0.85	0.12	0.127421	4	0.438517	4	
0.852	0.12	0.123202	3	0.432259	4	
0.854	0.12	0.118986	3	0.423704	4	
0.856	0.12	0.114774	3	0.417548	4	
0.858	0.12	0.110564	3	0.411405	4	
0.86	0.12	0.106358	3	0.405275	4	
0.862	0.12	0.102155	3	0.39916	4	
0.864	0.12	0.0979551	3	0.393061	4	
0.866	0.12	0.0937583	4	0.386977	4	
0.868	0.12	0.0895646	4	0.38091	4	
0.87	0.12	0.085374	4	0.372812	4	
0.872	0.12	0.0811866	4	0.366864	4	
0.874	0.12	0.0770023	3	0.360936	4	
0.876	0.12	0.072821	3	0.355028	4	
0.878	0.12	0.0686429	3	0.349141	4	
0.88	0.12	0.0644679	3	0.343275	4	
0.882	0.12	0.0602959	3	0.335619	4	
0.884	0.12	0.056127	3	0.329893	4	
0.886	0.12	0.0519612	4	0.324192	4	
0.888	0.12	0.0477985	4	0.318517	4	
0.89	0.12	0.0436388	4	0.312871	4	
0.892	0.12	0.0394822	4	0.307255	4	
0.894	0.12	0.0353287	4	0.300204	4	
0.896	0.12	0.0311782	4	0.294748	4	
0.898	0.12	0.0270307	4	0.289326	4	
0.9	0.12	0.0228863	3	0.283941	4	

0.6	0.13	0.66644	3	1.2789	4	
0.602	0.13	0.661789	3	1.27208	4	
0.604	0.13	0.657142	2	1.26526	4	
0.606	0.13	0.652497	2	1.25844	4	
0.608	0.13	0.647856	2	1.25162	4	
0.61	0.13	0.643219	3	1.24481	4	
0.612	0.13	0.638585	3	1.23799	4	
0.614	0.13	0.633954	3	1.23117	4	
0.616	0.13	0.629327	3	1.22436	4	
0.618	0.13	0.624703	3	1.21755	4	
0.62	0.13	0.620083	3	1.21073	4	
0.622	0.13	0.615466	3	1.20392	4	
0.624	0.13	0.610853	3	1.19711	4	
0.626	0.13	0.606244	3	1.1903	4	
0.628	0.13	0.601638	3	1.18349	4	
0.63	0.13	0.597035	3	1.17668	4	
0.632	0.13	0.592436	3	1.16987	4	
0.634	0.13	0.587841	3	1.16306	4	
0.636	0.13	0.583249	3	1.15198	4	
0.638	0.13	0.578661	3	1.14521	4	
0.64	0.13	0.574076	3	1.13844	4	
0.642	0.13	0.569495	3	1.13167	4	
0.644	0.13	0.564918	3	1.1249	4	
0.646	0.13	0.560344	3	1.11814	4	
0.648	0.13	0.555774	3	1.11137	4	
0.65	0.13	0.551207	3	1.10461	4	
0.652	0.13	0.546644	3	1.09784	4	
0.654	0.13	0.542085	3	1.09108	4	
0.656	0.13	0.537529	3	1.08432	4	
0.658	0.13	0.532977	3	1.07756	4	
0.66	0.13	0.528428	3	1.0708	4	
0.662	0.13	0.523883	3	1.06404	4	
0.664	0.13	0.519342	3	1.05728	4	
0.666	0.13	0.514804	3	1.05053	4	
0.668	0.13	0.51027	3	1.04377	4	
0.67	0.13	0.50574	3	1.03702	4	
0.672	0.13	0.501213	3	1.03026	4	
0.674	0.13	0.49669	3	1.02351	4	
0.676	0.13	0.49217	3	1.01676	4	
0.678	0.13	0.487654	3	1.01001	4	
0.68	0.13	0.483141	3	1.00327	4	
0.682	0.13	0.478632	3	0.996519	4	
0.684	0.13	0.474127	3	0.989773	4	
0.686	0.13	0.469625	3	0.983029	4	
0.688	0.13	0.465127	3	0.976286	4	
0.69	0.13	0.460633	3	0.969545	4	
0.692	0.13	0.456142	3	0.962805	4	
0.694	0.13	0.451655	3	0.956066	4	
0.696	0.13	0.447171	3	0.949329	4	
0.698	0.13	0.442691	3	0.942594	4	
0.7	0.13	0.438214	3	0.935859	4	
0.702	0.13	0.433741	3	0.929127	4	
0.704	0.13	0.429272	3	0.922396	4	
0.706	0.13	0.424806	3	0.915666	4	
0.708	0.13	0.420343	3	0.908939	4	
0.71	0.13	0.415885	3	0.902213	4	
0.712	0.13	0.411429	3	0.895488	4	
0.714	0.13	0.406978	3	0.888766	4	
0.716	0.13	0.40253	3	0.882045	4	
0.718	0.13	0.398085	3	0.875326	4	
0.72	0.13	0.393644	3	0.868609	4	
0.722	0.13	0.389206	3	0.861893	4	
0.724	0.13	0.384772	3	0.85518	4	
0.726	0.13	0.380342	3	0.848469	4	
0.728	0.13	0.375915	3	0.838079	4	
0.73	0.13	0.371491	3	0.831419	4	
0.732	0.13	0.367071	3	0.824761	4	
0.734	0.13	0.362655	3	0.818105	4	
0.736	0.13	0.358242	3	0.811451	4	
0.738	0.13	0.353833	3	0.8048	4	
0.74	0.13	0.349427	3	0.798151	4	
0.742	0.13	0.345024	3	0.791505	4	
0.744	0.13	0.340625	3	0.784861	4	
0.746	0.13	0.33623	3	0.77822	4	
0.748	0.13	0.331838	3	0.771581	4	
0.75	0.13	0.327449	3	0.764945	4	
0.752	0.13	0.323064	3	0.758312	4	
0.754	0.13	0.318682	3	0.751681	4	
0.756	0.13	0.314304	3	0.745054	4	
0.758	0.13	0.309929	3	0.738429	4	
0.76	0.13	0.305558	3	0.731808	4	
0.762	0.13	0.30119	3	0.725189	4	
0.764	0.13	0.296826	3	0.718574	4	
0.766	0.13	0.292465	3	0.711962	4	
0.768	0.13	0.288107	3	0.705354	4	
0.77	0.13	0.283753	3	0.698749	4	
0.772	0.13	0.279402	3	0.692148	4	
0.774	0.13	0.275055	3	0.68555	4	
0.776	0.13	0.270711	3	0.678956	4	
0.778	0.13	0.26637	3	0.672366	4	
0.78	0.13	0.262033	3	0.662502	4	
0.782	0.13	0.257699	3	0.655977	4	
0.784	0.13	0.253368	3	0.649456	4	
0.786	0.13	0.249041	3	0.64294	4	
0.788	0.13	0.244717	3	0.636429	4	
0.79	0.13	0.240397	3	0.629922	4	
0.792	0.13	0.23608	3	0.62342	4	
0.794	0.13	0.231766	3	0.616923	4	
0.796	0.13	0.227456	3	0.610431	4	
0.798	0.13	0.223149	3	0.603944	4	
0.8	0.13	0.218845	3	0.597463	4	
0.802	0.13	0.214545	3	0.590987	4	
0.804	0.13	0.210248	3	0.584517	4	
0.806	0.13	0.205954	3	0.578053	4	
0.808	0.13	0.201664	3	0.571595	4	
0.81	0.13	0.197377	3	0.565144	4	
0.812	0.13	0.193093	3	0.558699	4	
0.814	0.13	0.188812	3	0.552261	4	
0.816	0.13	0.184535	3	0.542954	4	
0.818	0.13	0.180261	3	0.536598	4	
0.82	0.13	0.17599	3	0.530248	4	
0.822	0.13	0.171723	3	0.523907	4	
0.824	0.13	0.167459	3	0.517574	4	
0.826	0.13	0.163198	3	0.511249	4	
0.828	0.13	0.15894	3	0.504933	4	
0.83	0.13	0.154686	3	0.498626	4	
0.832	0.13	0.150435	3	0.492329	4	
0.834	0.13	0.146187	3	0.486041	4	
0.836	0.13	0.141942	4	0.479764	4	
0.838	0.13	0.137701	3	0.473497	4	
0.84	0.13	0.133462	3	0.464677	4	
0.842	0.13	0.129227	3	0.458508	4	
0.844	0.13	0.124995	3	0.452351	4	
0.846	0.13	0.120767	3	0.446206	4	
0.848	0.13	0.116541	3	0.440074	4	
0.85	0.13	0.112319	3	0.433955	4	
0.852	0.13	0.1081	4	0.427851	4	
0.854	0.13	0.103884	4	0.42176	4	
0.856	0.13	0.0996711	4	0.415685	4	
0.858	0.13	0.0954615	3	0.407363	4	
0.86	0.13	0.091255	3	0.401405	4	
0.862	0.13	0.0870517	3	0.395463	4	
0.864	0.13	0.0828516	3	0.389539	4	
0.866	0.13	0.0786546	3	0.383634	4	
0.868	0.13	0.0744607	3	0.377748	4	
0.87	0.13	0.07027	4	0.371883	4	
0.872	0.13	0.0660823	4	0.366039	4	
0.874	0.13	0.0618978	4	0.358341	4	
0.876	0.13	0.0577164	4	0.352634	4	
0.878	0.13	0.0535381	3	0.346951	4	
0.88	0.13	0.0493629	3	0.341294	4	
0.882	0.13	0.0451908	3	0.335664	4	
0.884	0.13	0.0410218	3	0.328422	4	
0.886	0.13	0.0368559	3	0.322946	4	
0.888	0.13	0.032693	4	0.317501	4	
0.89	0.13	0.0285332	4	0.312088	4	
0.892	0.13	0.0243765	4	0.30671	4	
0.894	0.13	0.0202228	4	0.300051	4	
0.896	0.13	0.0160722	4	0.294846	4	
