#1:kx	2:ky	3:conn1_x	4:conn1_y	5:conn2_x	6:conn2_y	7:...
0	0	-2.78164e-07	2.79094e-07		-5.06953	19.7983		1.23264	-49.3119	
0	0.0634665	-0.0176466	8.7876e-05		-19.6112	0.117644		49.2731	-0.54341	
0	0.126933	-0.0352415	0.000256427		-15.359	0.114637		47.647	-0.540971	
0	0.1904	-0.0527287	0.000493334		-12.201	0.110587		25.3169	-0.537485	
0	0.253866	-0.0700484	0.00078128		-9.92186	0.105505		4.07601	-0.533079	
0	0.317333	-0.0871372	0.0010998		-8.25545	0.0995593		2.57637	-0.527922	
0	0.380799	-0.103929	0.00142695		-7.00355	0.0929445		2.0653	-0.522196	
0	0.444266	-0.120355	0.00174076		-6.03518	0.0858607		1.8126	-0.516083	
0	0.507732	-0.136345	0.0020205		-5.2656	0.0784957		1.66669	-0.509754	
0	0.571199	-0.151829	0.00224749		-4.6393	0.0710167		1.57593	-0.50336	
0	0.634665	-0.166739	0.00240557		-4.11908	0.0635659		1.51781	-0.497031	
0	0.698132	-0.181008	0.00248123		-3.67938	0.0562584		1.48087	-0.490873	
0	0.761598	-0.19457	0.00246356		-3.30216	0.0491829		1.45868	-0.484967	
0	0.825065	-0.207363	0.00234395		-2.97442	0.0424045		1.44735	-0.479376	
0	0.888531	-0.219331	0.00211573		-2.68658	0.035967		1.44441	-0.474141	
0	0.951998	-0.230418	0.00177379		-2.43145	0.0298966		1.44819	-0.469291	
0	1.01546	-0.240574	0.00131418		-2.20352	0.0242055		1.45757	-0.464839	
0	1.07893	-0.249753	0.000733635		-1.99853	0.0188946		1.47178	-0.460793	
0	1.1424	-0.257912	2.93032e-05		-1.81313	0.0139562		1.49024	-0.457149	
0	1.20586	-0.265012	-0.00080168		-1.64463	0.00937655		1.51258	-0.453903	
0	1.26933	-0.271018	-0.00176249		-1.49088	0.00513747		1.53851	-0.451042	
0	1.3328	-0.275897	-0.00285693		-1.3501	0.0012179		1.56787	-0.448556	
0	1.39626	-0.279621	-0.00408978		-1.22084	-0.00240491		1.60054	-0.446431	
0	1.45973	-0.282163	-0.00546707		-1.10188	-0.00575446		1.63648	-0.444655	
0	1.5232	-0.283499	-0.00699648		-0.992194	-0.00885428		1.67572	-0.443214	
0	1.58666	-0.283603	-0.00868775		-0.890917	-0.0117274		1.7183	-0.442099	
0	1.65013	-0.282454	-0.0105531		-0.797303	-0.0143959		1.76437	-0.441299	
0	1.7136	-0.280027	-0.0126079		-0.710708	-0.0168804		1.81409	-0.440807	
0	1.77706	-0.276297	-0.0148712		-0.630571	-0.0191999		1.86772	-0.440618	
0	1.84053	-0.271234	-0.0173668		-0.556402	-0.0213713		1.92557	-0.44073	
0	1.904	-0.264803	-0.0201241		-0.487768	-0.0234087		1.98808	-0.441145	
0	1.96746	-0.25696	-0.0231797		-0.424284	-0.0253233		2.05577	-0.441866	
0	2.03093	-0.247648	-0.0265792		-0.365609	-0.0271224		2.12933	-0.442904	
0	2.0944	-0.236793	-0.030379		-0.311438	-0.0288081		2.20964	-0.444272	
0	2.15786	-0.224295	-0.03465		-0.261501	-0.0303762		2.29784	-0.44599	
0	2.22133	-0.210018	-0.0394807		-0.21556	-0.031814		2.3954	-0.448085	
0	2.28479	-0.193777	-0.0449822		-0.173412	-0.0330972		2.50431	-0.450589	
0	2.34826	-0.175315	-0.0512939		-0.134887	-0.034186		2.62718	-0.453547	
0	2.41173	-0.154271	-0.0585908		-0.0998574	-0.0350193		2.76766	-0.45701	
0	2.47519	-0.130132	-0.0670903		-0.0682452	-0.0355076		2.93082	-0.46104	
0	2.53866	-0.102151	-0.0770579		-0.0400378	-0.0355234		3.12399	-0.465707	
0	2.60213	-0.0692239	-0.0888065		-0.015308	-0.0348921		3.35804	-0.471086	
0	2.66559	-0.0296645	-0.102677		0.00575594	-0.0333864		3.64978	-0.477241	
0	2.72906	0.0191964	-0.118977		0.0228148	-0.0307367		4.02634	-0.484199	
0	2.79253	0.0818109	-0.137839		0.0353448	-0.0266821		4.53404	-0.491899	
0	2.85599	0.166199	-0.158932		0.0426333	-0.0211034		5.25768	-0.500105	
0	2.91946	0.28868	-0.181018		0.0438679	-0.014276		6.36706	-0.508287	
0	2.98293	0.489931	-0.201485		0.0384236	-0.0071845		8.24309	-0.515514	
0	3.04639	0.915846	-0.216416		0.0264275	-0.00159817		11.8519	-0.520311	
0	3.10986	2.8544	49.2779		0.00943163	0.000553512		19.476	48.9761	
0	3.17333	-2.79925	-0.216415		-0.00940606	-0.0015983		-18.5306	-0.520311	
0	3.23679	-0.860987	-0.201484		-0.0261928	-0.00718471		-10.9068	-0.515513	
0	3.30026	-0.435363	-0.181017		-0.037772	-0.0142763		-7.2982	-0.508287	
