#1:t	2:m	3:gap1	4:kx_itr1	5:gap2	6:kx_itr2	7:...
0.3	1	0.170033	3	1.19275	5	
0.32	1.01	0.0909708	3	1.15731	5	
0.322	1.01	0.0828093	3	1.16172	5	
0.324	1.01	0.074664	3	1.12922	5	
0.326	1.01	0.0665351	3	1.1342	5	
0.328	1.01	0.0584231	4	1.13923	5	
0.33	1.01	0.0503284	3	1.14431	5	
0.332	1.01	0.0422512	3	1.11381	5	
0.334	1.01	0.0341921	3	1.11944	5	
0.336	1.01	0.0261514	3	1.12512	5	
0.338	1.01	0.0181296	3	1.13084	5	
0.34	1.01	0.0101271	4	1.13661	5	
0.342	1.01	0.00214433	4	1.10861	5	
0.344	1.01	0.00581823	3	1.1149	5	
0.346	1.01	0.0137601	4	1.12122	5	
0.348	1.01	0.0216808	3	1.12759	5	
0.35	1.01	0.0295799	3	1.10154	5	
0.352	1.01	0.0374567	4	1.10837	5	
0.354	1.01	0.0453109	3	1.11524	5	
0.356	1.01	0.0531418	3	1.12215	5	
0.358	1.01	0.0609488	3	1.12909	5	
0.36	1.01	0.0687315	3	1.10523	5	
0.362	1.01	0.0764892	3	1.11258	5	
0.364	1.01	0.0842213	3	1.11997	5	
0.366	1.01	0.0919272	3	1.12738	5	
0.368	1.01	0.0996062	3	1.13482	5	
0.37	1.01	0.107258	3	1.14228	5	
0.372	1.01	0.114881	3	1.14978	5	
0.374	1.01	0.122475	3	1.12843	5	
0.376	1.01	0.13004	3	1.13626	5	
0.378	1.01	0.137574	3	1.14412	5	
0.38	1.01	0.145078	3	1.152	5	
0.382	1.01	0.152549	3	1.1599	5	
0.384	1.01	0.159987	3	1.16782	5	
0.386	1.01	0.167392	3	1.17577	5	
0.388	1.01	0.174763	3	1.18373	5	
0.39	1.01	0.182098	3	1.16449	5	
0.392	1.01	0.189397	3	1.17271	5	
0.394	1.01	0.196658	3	1.18096	5	
0.396	1.01	0.203882	3	1.18921	5	
0.398	1.01	0.211066	3	1.19749	5	
0.4	1.01	0.21821	3	1.20578	5	

0.3	1.015	0.175084	3	1.20248	5	
0.302	1.015	0.166789	2	1.20539	5	
0.304	1.015	0.158507	3	1.16845	5	
0.306	1.015	0.150239	3	1.17194	5	
0.308	1.015	0.141984	3	1.17549	5	
0.31	1.015	0.133743	3	1.17909	5	
0.312	1.015	0.125516	3	1.18276	5	
0.314	1.015	0.117304	3	1.14801	5	
0.316	1.015	0.109107	3	1.15226	5	
0.318	1.015	0.100924	3	1.15656	5	
0.32	1.015	0.0927577	3	1.16092	5	
0.322	1.015	0.084607	3	1.12805	5	
0.324	1.015	0.0764724	3	1.13298	5	
0.326	1.015	0.0683545	3	1.13796	5	
0.328	1.015	0.0602535	4	1.14299	5	
0.33	1.015	0.0521698	4	1.14807	5	
0.332	1.015	0.0441038	3	1.11771	5	
0.334	1.015	0.036056	3	1.12334	5	
0.336	1.015	0.0280268	3	1.12901	5	
0.338	1.015	0.0200165	3	1.13474	5	
0.34	1.015	0.0120256	4	1.10639	5	
0.342	1.015	0.00405457	4	1.11263	5	
0.344	1.015	0.00389614	4	1.11891	5	
0.346	1.015	0.011826	4	1.12523	5	
0.348	1.015	0.0197347	3	1.13159	5	
0.35	1.015	0.0276215	3	1.10564	5	
0.352	1.015	0.0354861	4	1.11247	5	
0.354	1.015	0.0433278	4	1.11934	5	
0.356	1.015	0.0511461	3	1.12624	5	
0.358	1.015	0.0589405	3	1.13317	5	
0.36	1.015	0.0667104	3	1.1094	5	
0.362	1.015	0.0744552	3	1.11674	5	
0.364	1.015	0.0821743	3	1.12412	5	
0.366	1.015	0.089867	3	1.13152	5	
0.368	1.015	0.0975327	3	1.13896	5	
0.37	1.015	0.105171	3	1.14642	5	
0.372	1.015	0.112781	3	1.12482	5	
0.374	1.015	0.120361	3	1.13262	5	
0.376	1.015	0.127912	3	1.14045	5	
0.378	1.015	0.135433	3	1.1483	5	
0.38	1.015	0.142922	3	1.15617	5	
0.382	1.015	0.150379	3	1.16407	5	
0.384	1.015	0.157803	3	1.17198	5	
0.386	1.015	0.165193	3	1.17992	5	
0.388	1.015	0.172549	2	1.16047	5	
0.39	1.015	0.179869	3	1.16868	5	
0.392	1.015	0.187153	3	1.1769	5	
0.394	1.015	0.1944	3	1.18513	5	
0.396	1.015	0.201609	3	1.19338	5	
0.398	1.015	0.208778	3	1.20165	5	
0.4	1.015	0.215906	3	1.20993	5	

0.3	1.02	0.176771	3	1.20571	5	
0.302	1.02	0.168486	3	1.16842	5	
0.304	1.02	0.160214	3	1.17186	5	
0.306	1.02	0.151955	3	1.17535	5	
0.308	1.02	0.14371	3	1.17891	5	
0.31	1.02	0.135479	3	1.18252	5	
0.312	1.02	0.127263	3	1.14742	5	
0.314	1.02	0.119061	3	1.15161	5	
0.316	1.02	0.110874	3	1.15586	5	
0.318	1.02	0.102702	3	1.16016	5	
0.32	1.02	0.0945462	3	1.12693	5	
0.322	1.02	0.0864062	3	1.13181	5	
0.324	1.02	0.0782825	3	1.13674	5	
0.326	1.02	0.0701754	3	1.14172	5	
0.328	1.02	0.0620854	3	1.14675	5	
0.33	1.02	0.0540129	3	1.11602	5	
0.332	1.02	0.0459582	3	1.1216	5	
0.334	1.02	0.0379217	3	1.12723	5	
0.336	1.02	0.0299039	3	1.13291	5	
0.338	1.02	0.0219051	3	1.10421	5	
0.34	1.02	0.0139259	4	1.1104	5	
0.342	1.02	0.00596665	4	1.11664	5	
0.344	1.02	0.00197217	4	1.12291	5	
0.346	1.02	0.0098901	4	1.12923	5	
0.348	1.02	0.0177866	4	1.10295	5	
0.35	1.02	0.0256613	3	1.10974	5	
0.352	1.02	0.0335135	3	1.11657	5	
0.354	1.02	0.0413427	4	1.12343	5	
0.356	1.02	0.0491485	4	1.13032	5	
0.358	1.02	0.0569302	3	1.10625	5	
0.36	1.02	0.0646873	3	1.11356	5	
0.362	1.02	0.0724191	3	1.1209	5	
0.364	1.02	0.0801251	3	1.12827	5	
0.366	1.02	0.0878047	3	1.13567	5	
0.368	1.02	0.0954571	3	1.1431	5	
0.37	1.02	0.103082	3	1.12124	5	
0.372	1.02	0.110678	3	1.12902	5	
0.374	1.02	0.118245	3	1.13681	5	
0.376	1.02	0.125782	3	1.14464	5	
0.378	1.02	0.133288	3	1.15248	5	
0.38	1.02	0.140763	3	1.16035	5	
0.382	1.02	0.148206	3	1.16823	5	
0.384	1.02	0.155616	3	1.17614	5	
0.386	1.02	0.162992	3	1.15649	5	
0.388	1.02	0.170333	3	1.16467	5	
0.39	1.02	0.177639	3	1.17287	5	
0.392	1.02	0.184908	3	1.18108	5	
0.394	1.02	0.19214	3	1.18931	5	
0.396	1.02	0.199333	3	1.19756	5	
0.398	1.02	0.206487	3	1.20582	5	
0.4	1.02	0.2136	3	1.21409	5	

0.3	1.025	0.178458	3	1.16844	5	
0.302	1.025	0.170183	3	1.17182	5	
0.304	1.025	0.161921	3	1.17526	5	
0.306	1.025	0.153672	3	1.17876	5	
0.308	1.025	0.145438	3	1.18232	5	
0.31	1.025	0.137217	3	1.14687	5	
0.312	1.025	0.129011	3	1.15101	5	
0.314	1.025	0.120819	3	1.1552	5	
0.316	1.025	0.112643	3	1.15945	5	
0.318	1.025	0.104482	3	1.16375	5	
0.32	1.025	0.0963363	3	1.13068	5	
0.322	1.025	0.088207	3	1.13556	5	
0.324	1.025	0.0800941	3	1.14049	5	
0.326	1.025	0.071998	3	1.14547	5	
0.328	1.025	0.0639191	3	1.11438	5	
0.33	1.025	0.0558577	3	1.11991	5	
0.332	1.025	0.0478142	3	1.12549	5	
0.334	1.025	0.0397891	3	1.13112	5	
0.336	1.025	0.0317828	3	1.10207	5	
0.338	1.025	0.0237956	4	1.10822	5	
0.34	1.025	0.0158281	4	1.11441	5	
0.342	1.025	0.00788059	3	1.12064	5	
0.344	1.025	4.63383e-05	4	1.12691	5	
0.346	1.025	0.00795224	3	1.10031	5	
0.348	1.025	0.0158366	4	1.10706	5	
0.35	1.025	0.023699	3	1.11384	5	
0.352	1.025	0.0315389	3	1.12066	5	
0.354	1.025	0.0393557	3	1.12752	5	
0.356	1.025	0.0471488	3	1.10315	5	
0.358	1.025	0.0549178	3	1.11042	5	
0.36	1.025	0.0626621	3	1.11773	5	
0.362	1.025	0.070381	3	1.12506	5	
0.364	1.025	0.0780739	3	1.13243	5	
0.366	1.025	0.0857402	3	1.13982	5	
0.368	1.025	0.0933793	3	1.1177	5	
0.37	1.025	0.10099	3	1.12545	5	
0.372	1.025	0.108573	3	1.13322	5	
0.374	1.025	0.116126	3	1.14101	5	
0.376	1.025	0.12365	3	1.14882	5	
0.378	1.025	0.131142	3	1.15666	5	
0.38	1.025	0.138603	3	1.16452	5	
0.382	1.025	0.146032	3	1.1724	5	
0.384	1.025	0.153427	3	1.15255	5	
0.386	1.025	0.160789	3	1.1607	5	
0.388	1.025	0.168115	3	1.16888	5	
0.39	1.025	0.175406	3	1.17707	5	
0.392	1.025	0.18266	3	1.18527	5	
0.394	1.025	0.189877	3	1.1935	5	
0.396	1.025	0.197055	3	1.20173	5	
0.398	1.025	0.204194	3	1.20999	5	
0.4	1.025	0.211292	3	1.21825	5	

0.3	1.03	0.180147	3	1.17183	5	
0.302	1.03	0.171882	3	1.17522	5	
0.304	1.03	0.16363	3	1.17866	5	
0.306	1.03	0.155391	3	1.18217	5	
0.308	1.03	0.147166	3	1.14636	5	
0.31	1.03	0.138956	3	1.15045	5	
0.312	1.03	0.13076	3	1.15459	5	
0.314	1.03	0.122579	3	1.15878	5	
0.316	1.03	0.114413	3	1.16304	5	
0.318	1.03	0.106263	3	1.1296	5	
0.32	1.03	0.0981279	3	1.13443	5	
0.322	1.03	0.0900094	3	1.1393	5	
0.324	1.03	0.0819074	3	1.14423	5	
0.326	1.03	0.0738223	3	1.11279	5	
0.328	1.03	0.0657544	3	1.11827	5	
0.33	1.03	0.0577042	3	1.1238	5	
0.332	1.03	0.049672	3	1.12938	5	
0.334	1.03	0.0416583	3	1.135	5	
0.336	1.03	0.0336634	3	1.10608	5	
0.338	1.03	0.0256879	4	1.11223	5	
0.34	1.03	0.017732	4	1.11841	5	
0.342	1.03	0.00979637	3	1.12464	5	
0.344	1.03	0.00188138	4	1.09771	5	
0.346	1.03	0.00601249	3	1.10442	5	
0.348	1.03	0.0138847	4	1.11116	5	
0.35	1.03	0.0217348	3	1.11794	5	
0.352	1.03	0.0295623	3	1.12475	5	
0.354	1.03	0.0373666	3	1.10008	5	
0.356	1.03	0.0451471	3	1.10732	5	
0.358	1.03	0.0529034	3	1.11459	5	
0.36	1.03	0.0606348	3	1.12189	5	
0.362	1.03	0.0683407	3	1.12922	5	
0.364	1.03	0.0760205	3	1.13658	5	
0.366	1.03	0.0836736	3	1.1142	5	
0.368	1.03	0.0912994	3	1.12192	5	
0.37	1.03	0.0988971	3	1.12966	5	
0.372	1.03	0.106466	3	1.13742	5	
0.374	1.03	0.114006	3	1.1452	5	
0.376	1.03	0.121515	3	1.15301	5	
0.378	1.03	0.128993	3	1.16084	5	
0.38	1.03	0.13644	3	1.16869	5	
0.382	1.03	0.143855	3	1.14864	5	
0.384	1.03	0.151236	3	1.15677	5	
0.386	1.03	0.158583	3	1.16492	5	
0.388	1.03	0.165895	3	1.17308	5	
0.39	1.03	0.173171	3	1.18127	5	
0.392	1.03	0.18041	3	1.18947	5	
0.394	1.03	0.187612	3	1.19768	5	
0.396	1.03	0.194775	3	1.20591	5	
0.398	1.03	0.201898	3	1.21416	5	
0.4	1.03	0.208981	3	1.22242	5	

0.3	1.035	0.181837	3	1.17521	5	
0.302	1.035	0.173582	3	1.1786	5	
0.304	1.035	0.16534	3	1.18205	5	
0.306	1.035	0.157111	3	1.1459	5	
0.308	1.035	0.148897	3	1.14993	5	
0.31	1.035	0.140696	3	1.15402	5	
0.312	1.035	0.132511	3	1.15816	5	
0.314	1.035	0.12434	3	1.16236	5	
0.316	1.035	0.116185	3	1.12857	5	
0.318	1.035	0.108045	3	1.13334	5	
0.32	1.035	0.099921	3	1.13817	5	
0.322	1.035	0.0918133	3	1.14304	5	
0.324	1.035	0.0837222	3	1.11124	5	
0.326	1.035	0.0756481	3	1.11668	5	
0.328	1.035	0.0675914	3	1.12216	5	
0.33	1.035	0.0595524	3	1.12768	5	
0.332	1.035	0.0515315	3	1.13326	5	
0.334	1.035	0.0435292	3	1.10399	5	
0.336	1.035	0.0355459	3	1.11009	5	
0.338	1.035	0.0275819	4	1.11623	5	
0.34	1.035	0.0196378	3	1.12241	5	
0.342	1.035	0.011714	3	1.09515	5	
0.344	1.035	0.00381097	4	1.10182	5	
0.346	1.035	0.00407083	3	1.10852	5	
0.348	1.035	0.0119309	4	1.11526	5	
0.35	1.035	0.0197687	4	1.12203	5	
0.352	1.035	0.0275838	3	1.12884	5	
0.354	1.035	0.0353755	3	1.10426	5	
0.356	1.035	0.0431434	3	1.1115	5	
0.358	1.035	0.0508869	3	1.11876	5	
0.36	1.035	0.0586054	3	1.12605	5	
0.362	1.035	0.0662983	3	1.13337	5	
0.364	1.035	0.073965	3	1.14073	5	
0.366	1.035	0.0816049	3	1.11842	5	
0.368	1.035	0.0892172	3	1.12613	5	
0.37	1.035	0.0968015	3	1.13386	5	
0.372	1.035	0.104357	3	1.14162	5	
0.374	1.035	0.111883	3	1.1494	5	
0.376	1.035	0.119378	3	1.1572	5	
0.378	1.035	0.126843	3	1.16503	5	
0.38	1.035	0.134275	3	1.14476	5	
0.382	1.035	0.141675	3	1.15287	5	
0.384	1.035	0.149042	3	1.16099	5	
0.386	1.035	0.156375	3	1.16913	5	
0.388	1.035	0.163672	3	1.17729	5	
0.39	1.035	0.170933	3	1.18547	5	
0.392	1.035	0.178158	3	1.19366	5	
0.394	1.035	0.185345	3	1.20187	5	
0.396	1.035	0.192492	3	1.2101	5	
0.398	1.035	0.199601	3	1.21833	5	
0.4	1.035	0.206668	3	1.22659	5	

0.3	1.04	0.183529	3	1.17859	5	
0.302	1.04	0.175283	3	1.18198	5	
0.304	1.04	0.167051	3	1.14548	5	
0.306	1.04	0.158833	3	1.14946	5	
0.308	1.04	0.150628	3	1.15349	5	
0.31	1.04	0.142438	3	1.15758	5	
0.312	1.04	0.134263	3	1.16173	5	
0.314	1.04	0.126103	3	1.12758	5	
0.316	1.04	0.117958	3	1.1323	5	
0.318	1.04	0.109829	3	1.13707	5	
0.32	1.04	0.101716	3	1.1419	5	
0.322	1.04	0.0936189	3	1.14678	5	
0.324	1.04	0.0855387	3	1.11512	5	
0.326	1.04	0.0774757	3	1.12055	5	
0.328	1.04	0.06943	3	1.12603	5	
0.33	1.04	0.0614023	3	1.13156	5	
0.332	1.04	0.0533927	3	1.10195	5	
0.334	1.04	0.0454019	3	1.108	5	
0.336	1.04	0.0374301	4	1.11409	5	
0.338	1.04	0.0294778	4	1.12023	5	
0.34	1.04	0.0215455	3	1.12641	5	
0.342	1.04	0.0136349	2	1.09926	5	
0.344	1.04	0.00574246	4	1.10592	5	
0.346	1.04	0.00212725	4	1.11262	5	
0.348	1.04	0.00997511	4	1.11935	5	
0.35	1.04	0.0178006	4	1.12612	5	
0.352	1.04	0.0256032	3	1.10124	5	
0.354	1.04	0.0333824	3	1.10844	5	
0.356	1.04	0.0411377	3	1.11567	5	
0.358	1.04	0.0488684	3	1.12293	5	
0.36	1.04	0.056574	3	1.13021	5	
0.362	1.04	0.0642539	3	1.13753	5	
0.364	1.04	0.0719074	3	1.11497	5	
0.366	1.04	0.079534	3	1.12265	5	
0.368	1.04	0.087133	3	1.13035	5	
0.37	1.04	0.0947037	3	1.13807	5	
0.372	1.04	0.102245	3	1.14582	5	
0.374	1.04	0.109757	3	1.1536	5	
0.376	1.04	0.117239	3	1.16139	5	
0.378	1.04	0.12469	3	1.16921	5	
0.38	1.04	0.132108	2	1.149	5	
0.382	1.04	0.139494	3	1.1571	5	
0.384	1.04	0.146846	3	1.16522	5	
0.386	1.04	0.154164	3	1.17335	5	
0.388	1.04	0.161447	3	1.18151	5	
0.39	1.04	0.168694	3	1.18968	5	
0.392	1.04	0.175903	3	1.19786	5	
0.394	1.04	0.183075	3	1.20606	5	
0.396	1.04	0.190207	3	1.21428	5	
0.398	1.04	0.1973	3	1.22251	5	
0.4	1.04	0.204352	3	1.23076	5	

0.3	1.045	0.185221	3	1.18195	5	
0.302	1.045	0.176986	3	1.18535	5	
0.304	1.045	0.168764	3	1.14903	5	
0.306	1.045	0.160555	3	1.15301	5	
0.308	1.045	0.152361	3	1.15704	5	
0.31	1.045	0.144182	3	1.16114	5	
0.312	1.045	0.136017	3	1.12664	5	
0.314	1.045	0.127867	3	1.1313	5	
0.316	1.045	0.119733	3	1.13602	5	
0.318	1.045	0.111614	3	1.1408	5	
0.32	1.045	0.103512	3	1.14562	5	
0.322	1.045	0.095426	3	1.11362	5	
0.324	1.045	0.0873568	3	1.119	5	
0.326	1.045	0.0793048	3	1.12443	5	
0.328	1.045	0.0712704	3	1.12991	5	
0.33	1.045	0.0632539	3	1.09995	5	
0.332	1.045	0.0552557	3	1.10595	5	
0.334	1.045	0.0472763	3	1.112	5	
0.336	1.045	0.0393161	4	1.11809	5	
0.338	1.045	0.0313755	3	1.12423	5	
0.34	1.045	0.0234549	3	1.09675	5	
0.342	1.045	0.0155549	4	1.10337	5	
0.344	1.045	0.00767583	4	1.11002	5	
0.346	1.045	0.000181757	4	1.11671	5	
0.348	1.045	0.00801739	3	1.12344	5	
0.35	1.045	0.0158305	4	1.09827	5	
0.352	1.045	0.0236207	4	1.10543	5	
0.354	1.045	0.0313873	3	1.11262	5	
0.356	1.045	0.0391299	3	1.11984	5	
0.358	1.045	0.0468478	3	1.12709	5	
0.36	1.045	0.0545405	3	1.13437	5	
0.362	1.045	0.0622073	3	1.11155	5	
0.364	1.045	0.0698477	3	1.1192	5	
0.366	1.045	0.077461	3	1.12687	5	
0.368	1.045	0.0850465	3	1.13456	5	
0.37	1.045	0.0926037	3	1.14228	5	
0.372	1.045	0.100132	3	1.15003	5	
0.374	1.045	0.10763	3	1.15779	5	
0.376	1.045	0.115098	3	1.16558	5	
0.378	1.045	0.122534	2	1.14516	5	
0.38	1.045	0.129939	3	1.15324	5	
0.382	1.045	0.13731	3	1.16133	5	
0.384	1.045	0.144648	3	1.16945	5	
0.386	1.045	0.151951	3	1.17757	5	
0.388	1.045	0.15922	3	1.18572	5	
0.39	1.045	0.166451	3	1.19388	5	
0.392	1.045	0.173646	3	1.20206	5	
0.394	1.045	0.180803	3	1.21026	5	
0.396	1.045	0.18792	3	1.21847	5	
0.398	1.045	0.194998	3	1.22669	5	
0.4	1.045	0.202034	3	1.23493	5	

0.3	1.05	0.186915	3	1.18531	5	
0.302	1.05	0.17869	3	1.14864	5	
0.304	1.05	0.170478	3	1.15257	5	
0.306	1.05	0.16228	3	1.15655	5	
0.308	1.05	0.154096	3	1.16059	5	
0.31	1.05	0.145927	3	1.16469	5	
0.312	1.05	0.137772	3	1.13035	5	
0.314	1.05	0.129633	3	1.13502	5	
0.316	1.05	0.121509	3	1.13974	5	
0.318	1.05	0.113402	3	1.14452	5	
0.32	1.05	0.10531	3	1.11216	5	
0.322	1.05	0.0972348	3	1.11749	5	
0.324	1.05	0.0891766	3	1.12287	5	
0.326	1.05	0.0811357	3	1.1283	5	
0.328	1.05	0.0731124	3	1.13377	5	
0.33	1.05	0.0651072	3	1.10395	5	
0.332	1.05	0.0571204	3	1.10995	5	
0.334	1.05	0.0491525	4	1.11599	5	
0.336	1.05	0.0412039	4	1.12208	5	
0.338	1.05	0.033275	3	1.09428	5	
0.34	1.05	0.0253662	3	1.10085	5	
0.342	1.05	0.0174781	4	1.10747	5	
0.344	1.05	0.0096111	3	1.11412	5	
0.346	1.05	0.00176566	4	1.12081	5	
0.348	1.05	0.00605772	3	1.09533	5	
0.35	1.05	0.0138585	4	1.10245	5	
0.352	1.05	0.0216362	4	1.10961	5	
0.354	1.05	0.0293902	4	1.11679	5	
0.356	1.05	0.0371201	3	1.12401	5	
0.358	1.05	0.0448251	4	1.13125	5	
0.36	1.05	0.0525049	3	1.10817	5	
0.362	1.05	0.0601586	3	1.11579	5	
0.364	1.05	0.0677858	3	1.12343	5	
0.366	1.05	0.0753858	3	1.13109	5	
0.368	1.05	0.0829579	3	1.13878	5	
0.37	1.05	0.0905015	3	1.14649	5	
0.372	1.05	0.0980159	3	1.15423	5	
0.374	1.05	0.1055	3	1.16199	5	
0.376	1.05	0.112954	3	1.14136	5	
0.378	1.05	0.120377	3	1.14941	5	
0.38	1.05	0.127767	3	1.15748	5	
0.382	1.05	0.135124	3	1.16557	5	
0.384	1.05	0.142448	3	1.17368	5	
0.386	1.05	0.149736	3	1.1818	5	
0.388	1.05	0.15699	3	1.18994	5	
0.39	1.05	0.164207	3	1.19809	5	
0.392	1.05	0.171387	3	1.20627	5	
0.394	1.05	0.178528	3	1.21445	5	
0.396	1.05	0.185631	3	1.22266	5	
0.398	1.05	0.192693	3	1.23088	5	
0.4	1.05	0.199714	3	1.21266	5	

0.3	1.055	0.188611	3	1.1483	5	
0.302	1.055	0.180395	3	1.15217	5	
0.304	1.055	0.172193	3	1.1561	5	
0.306	1.055	0.164005	3	1.16009	5	
0.308	1.055	0.155832	3	1.16413	5	
0.31	1.055	0.147673	3	1.12944	5	
0.312	1.055	0.139529	3	1.13406	5	
0.314	1.055	0.1314	3	1.13873	5	
0.316	1.055	0.123287	3	1.14345	5	
0.318	1.055	0.11519	3	1.11074	5	
0.32	1.055	0.107109	3	1.11602	5	
0.322	1.055	0.0990451	3	1.12135	5	
0.324	1.055	0.090998	3	1.12673	5	
0.326	1.055	0.0829682	3	1.13216	5	
0.328	1.055	0.0749561	3	1.10199	5	
0.33	1.055	0.0669622	3	1.10794	5	
0.332	1.055	0.0589869	3	1.11394	5	
0.334	1.055	0.0510305	4	1.11999	5	
0.336	1.055	0.0430935	3	1.09186	5	
0.338	1.055	0.0351763	3	1.09839	5	
0.34	1.055	0.0272794	3	1.10496	5	
0.342	1.055	0.0194032	4	1.11157	5	
0.344	1.055	0.0115483	3	1.11821	5	
0.346	1.055	0.00371499	4	1.09244	5	
0.348	1.055	0.00409611	4	1.09952	5	
0.35	1.055	0.0118845	3	1.10664	5	
0.352	1.055	0.0196497	4	1.11379	5	
0.354	1.055	0.0273911	4	1.12097	5	
0.356	1.055	0.0351082	4	1.12818	5	
0.358	1.055	0.0428004	3	1.10483	5	
0.36	1.055	0.0504672	3	1.11241	5	
0.362	1.055	0.0581079	3	1.12002	5	
0.364	1.055	0.0657218	3	1.12766	5	
0.366	1.055	0.0733085	3	1.13531	5	
0.368	1.055	0.0808672	3	1.143	5	
