#1:kx	2:abs1	3:ang1	4:abs2	5:ang2	6:...
4.52389	0.909652	0.132716	0.812215	2.39227	0.871445	-2.52657	
4.58673	0.907877	0.130515	0.80952	2.36015	0.870674	-2.49227	
4.64956	0.906128	0.127913	0.806759	2.32747	0.869802	-2.457	
4.71239	0.904408	0.12495	0.803928	2.29411	0.868816	-2.42069	
4.77522	0.902723	0.121663	0.801019	2.25996	0.8677	-2.38326	
4.83805	0.901077	0.118085	0.798024	2.2249	0.866439	-2.34463	
4.90088	0.899476	0.114246	0.794931	2.18879	0.865014	-2.30468	
4.96372	0.897922	0.110175	0.791726	2.15152	0.863401	-2.26333	
5.02655	0.896419	0.105896	0.788389	2.11292	0.861576	-2.22045	
5.08938	0.894972	0.101433	0.784899	2.07284	0.859507	-2.1759	
5.15221	0.893582	0.0968061	0.781226	2.03111	0.857158	-2.12953	
5.21504	0.892253	0.0920342	0.777337	1.98753	0.854486	-2.08115	
5.27788	0.890988	0.0871339	0.773188	1.94186	0.851439	-2.03056	
5.34071	0.889788	0.0821206	0.768726	1.89383	0.847954	-1.97749	
5.40354	0.888656	0.0770076	0.763884	1.84312	0.843954	-1.92164	
5.46637	0.887595	0.0718072	0.758581	1.78932	0.839341	-1.86261	
5.5292	0.886605	0.0665304	0.752712	1.73193	0.834	-1.7999	
5.59203	0.885689	0.0611867	0.746149	1.67027	0.827782	-1.73285	
5.65487	0.884847	0.0557852	0.738732	1.60349	0.820505	-1.66062	
5.7177	0.884082	0.0503335	0.730262	1.53039	0.811946	-1.58202	
5.78053	0.883395	0.0448389	0.720503	1.44936	0.801839	-1.49544	
5.84336	0.882786	0.0393078	0.709186	1.3581	0.789881	-1.39858	
5.90619	0.882256	0.0337458	0.696047	1.25332	0.775774	-1.28816	
5.96903	0.881807	0.0281585	0.680905	1.13031	0.759317	-1.15947	
6.03186	0.881438	0.0225506	0.663853	0.982384	0.740613	-1.00583	
6.09469	0.881151	0.0169266	0.64561	0.80075	0.720469	-0.818427	
6.15752	0.880945	0.0112909	0.628052	0.576056	0.700995	-0.587904	
6.22035	0.880822	0.00564735	0.614614	0.304674	0.686047	-0.310624	
