#1:kx	2:ky	3:curvature1/2pi	4:curvature2/2pi	5:...
1.84053	0.698132	1.3365	-0.374297	-0.962205
1.84053	0.761598	1.21963	-0.395271	-0.824136
1.84053	0.825065	1.09542	-0.400895	-0.694071
1.84053	0.888531	0.964649	-0.391118	-0.572871
1.84053	0.951998	0.828178	-0.366316	-0.461012
1.84053	1.01546	0.686876	-0.327201	-0.358657
1.84053	1.07893	0.541618	-0.274738	-0.265722
1.84053	1.1424	0.393269	-0.210064	-0.181934
1.84053	1.20586	0.242665	-0.134423	-0.106888
1.84053	1.26933	0.090603	-0.049108	-0.0400841
1.84053	1.3328	-0.0621713	0.0445823	0.0190292
1.84053	1.39626	-0.214971	0.145384	0.0710321
1.84053	1.45973	-0.367176	0.252092	0.11651
1.84053	1.5232	-0.518233	0.363585	0.156035
1.84053	1.58666	-0.667665	0.478838	0.190158
1.84053	1.65013	-0.815065	0.596928	0.219396
1.84053	1.7136	-0.960097	0.717043	0.244231
1.84053	1.77706	-1.10249	0.838476	0.2651
1.84053	1.84053	-1.24204	0.960622	0.282397
1.84053	1.904	-1.37855	1.08296	0.29647
1.84053	1.96746	-1.51188	1.20503	0.307619
1.84053	2.03093	-1.64184	1.3264	0.316094
1.84053	2.0944	-1.76817	1.44661	0.322095
1.84053	2.15786	-1.89045	1.56509	0.325771
1.84053	2.22133	-2.00795	1.68103	0.327213
1.84053	2.28479	-2.11949	1.79321	0.326457
1.84053	2.34826	-2.22313	1.8997	0.323478
1.84053	2.41173	-2.31581	1.99753	0.318195
1.84053	2.47519	-2.39281	2.08212	0.310472
1.84053	2.53866	-2.44714	2.14663	0.300135
1.84053	2.60213	-2.46887	2.18132	0.287013
1.84053	2.66559	-2.44481	2.17305	0.271001
1.84053	2.72906	-2.35928	2.10605	0.252189
1.84053	2.79253	-2.19752	1.96504	0.231045
1.84053	2.85599	-1.95367	1.74295	0.20866
1.84053	2.91946	-1.64377	1.45383	0.186971
1.84053	2.98293	-1.31881	1.14587	0.168792
1.84053	3.04639	-1.06286	0.900178	0.157402
1.84053	3.10986	-0.961612	0.800131	0.155585
1.84053	3.17333	-1.05216	0.882034	0.16446
1.84053	3.23679	-1.29734	1.10969	0.182916
1.84053	3.30026	-1.6115	1.39983	0.208119
1.84053	3.36373	-1.91063	1.67147	0.236687
1.84053	3.42719	-2.14385	1.87654	0.265696
1.84053	3.49066	-2.29519	2.00109	0.29311
1.84053	3.55413	-2.3706	2.05231	0.317759
1.84053	3.61759	-2.38486	2.04559	0.339106
1.84053	3.68106	-2.3537	1.99683	0.356999
1.84053	3.74452	-2.29035	1.91926	0.371476
1.84053	3.80799	-2.20478	1.82276	0.382646
1.84053	3.87146	-2.10403	1.71426	0.390618
1.84053	3.93492	-1.99285	1.59844	0.395461
1.84053	3.99839	-1.87436	1.47842	0.397193
1.84053	4.06186	-1.75053	1.3562	0.395776
1.84053	4.12532	-1.62259	1.23312	0.391112
1.84053	4.18879	-1.49132	1.11009	0.38305
1.84053	4.25226	-1.35717	0.98777	0.371388
1.84053	4.31572	-1.22045	0.866716	0.355876
1.84053	4.37919	-1.08138	0.747438	0.336217
1.84053	4.44266	-0.940146	0.630462	0.312078
1.84053	4.50612	-0.796964	0.516365	0.283082
1.84053	4.56959	-0.652071	0.405791	0.248822
1.84053	4.63306	-0.505757	0.299465	0.208862
1.84053	4.69652	-0.358371	0.198189	0.162739
1.84053	4.75999	-0.210321	0.102849	0.109977
1.84053	4.82346	-0.0620813	0.0143937	0.0500952
1.84053	4.88692	0.0858153	-0.0661713	-0.01738
1.84053	4.95039	0.232778	-0.137809	-0.0928963
1.84053	5.01385	0.378167	-0.19948	-0.176854
1.84053	5.07732	0.521299	-0.250175	-0.269577
1.84053	5.14079	0.661456	-0.288958	-0.37128
1.84053	5.20425	0.797901	-0.315021	-0.48203
1.84053	5.26772	0.929889	-0.327744	-0.601695
1.84053	5.33119	1.05668	-0.326757	-0.729895
1.84053	5.39465	1.17756	-0.31202	-0.865942
1.84053	5.45812	1.29184	-0.283894	-1.00879
1.84053	5.52159	1.39891	-0.243208	-1.15696
1.84053	5.58505	1.49821	-0.191326	-1.30852
1.84053	5.64852	1.58927	-0.130175	-1.46107
1.84053	5.71199	1.67171	-0.062256	-1.61171
1.84053	5.77545	1.74523	0.00939859	-1.75711
1.84053	5.83892	1.80966	0.0813185	-1.8936
1.84053	5.90239	1.86485	0.149748	-2.01729
1.84053	5.96585	1.91076	0.210857	-2.12431
1.84053	6.02932	1.94737	0.260994	-2.211
1.84053	6.09279	1.97468	0.29697	-2.27417
1.84053	6.15625	1.99266	0.316325	-2.31137
1.84053	6.21972	2.00126	0.317566	-2.32106

1.904	0	2.30348	0.810379	-3.11745
1.904	0.0634665	2.29587	0.752215	-3.05142
1.904	0.126933	2.28093	0.665303	-2.94929
1.904	0.1904	2.25828	0.554354	-2.81539
1.904	0.253866	2.22748	0.425227	-2.65514
1.904	0.317333	2.18812	0.284406	-2.47462
1.904	0.380799	2.13983	0.138484	-2.28005
1.904	0.444266	2.08236	-0.00629109	-2.07744
1.904	0.507732	2.0156	-0.144363	-1.87224
1.904	0.571199	1.93957	-0.27109	-1.66911
1.904	0.634665	1.85445	-0.382852	-1.47186
1.904	0.698132	1.76057	-0.477052	-1.28343
1.904	0.761598	1.65837	-0.552048	-1.1059
1.904	0.825065	1.54841	-0.607039	-0.940648
1.904	0.888531	1.43133	-0.641925	-0.788406
1.904	0.951998	1.30781	-0.657165	-0.649416
1.904	1.01546	1.17859	-0.65364	-0.523535
1.904	1.07893	1.04444	-0.63253	-0.410337
1.904	1.1424	0.906098	-0.595214	-0.309199
1.904	1.20586	0.764312	-0.543178	-0.219373
1.904	1.26933	0.619796	-0.477952	-0.140042
1.904	1.3328	0.47323	-0.401056	-0.0703645
1.904	1.39626	0.325247	-0.313956	-0.00950251
1.904	1.45973	0.176425	-0.218035	0.0433528
1.904	1.5232	0.0272839	-0.114575	0.0889667
1.904	1.58666	-0.121725	-0.00473502	0.12805
1.904	1.65013	-0.270222	0.110458	0.161253
1.904	1.7136	-0.417899	0.230117	0.189161
1.904	1.77706	-0.564532	0.353498	0.212293
1.904	1.84053	-0.70997	0.480006	0.231098
1.904	1.904	-0.854145	0.609195	0.245955
1.904	1.96746	-0.997059	0.740761	0.257172
1.904	2.03093	-1.13878	0.874537	0.264983
1.904	2.0944	-1.2794	1.01047	0.269542
1.904	2.15786	-1.41902	1.14859	0.270916
1.904	2.22133	-1.55767	1.28895	0.269083
1.904	2.28479	-1.69519	1.43152	0.26391
1.904	2.34826	-1.83106	1.57603	0.255152
1.904	2.41173	-1.9641	1.72168	0.242429
1.904	2.47519	-2.09204	1.86671	0.225222
1.904	2.53866	-2.21087	2.00779	0.202876
1.904	2.60213	-2.31404	2.13907	0.17464
1.904	2.66559	-2.39147	2.25125	0.139778
1.904	2.72906	-2.42913	2.33073	0.0978092
1.904	2.79253	-2.41025	2.36046	0.0489747
1.904	2.85599	-2.32062	2.32446	-0.0050228
1.904	2.91946	-2.16027	2.21857	-0.060095
1.904	2.98293	-1.95934	2.06585	-0.109177
1.904	3.04639	-1.78368	1.92311	-0.143011
1.904	3.10986	-1.70945	1.85851	-0.153138
1.904	3.17333	-1.77155	1.90374	-0.136049
1.904	3.23679	-1.93505	2.02723	-0.0952581
1.904	3.30026	-2.12382	2.16095	-0.0392826
1.904	3.36373	-2.27209	2.24821	0.022512
1.904	3.42719	-2.34984	2.26609	0.0829497
1.904	3.49066	-2.3571	2.21886	0.137847
1.904	3.55413	-2.30814	2.12264	0.185423
1.904	3.61759	-2.2198	1.99461	0.225362
1.904	3.68106	-2.10614	1.84847	0.258073
1.904	3.74452	-1.97727	1.69368	0.284221
1.904	3.80799	-1.83983	1.53619	0.304483
1.904	3.87146	-1.69785	1.37947	0.319438
1.904	3.93492	-1.55365	1.2254	0.32953
1.904	3.99839	-1.40846	1.0749	0.33506
1.904	4.06186	-1.26285	0.92837	0.336199
1.904	4.12532	-1.11702	0.785962	0.333001
1.904	4.18879	-0.971006	0.647739	0.325415
1.904	4.25226	-0.824739	0.513786	0.313301
1.904	4.31572	-0.678164	0.384263	0.296434
1.904	4.37919	-0.531257	0.259439	0.274515
1.904	4.44266	-0.384051	0.139711	0.247179
1.904	4.50612	-0.236646	0.0256035	0.213995
1.904	4.56959	-0.0892179	-0.0822237	0.174474
1.904	4.63306	0.057986	-0.182985	0.128073
1.904	4.69652	0.204647	-0.275776	0.0742018
1.904	4.75999	0.35038	-0.359583	0.0122269
1.904	4.82346	0.494737	-0.433299	-0.0585147
1.904	4.88692	0.637219	-0.495746	-0.138704
1.904	4.95039	0.777275	-0.545697	-0.229022
1.904	5.01385	0.91432	-0.581912	-0.330121
1.904	5.07732	1.04774	-0.603179	-0.4426
1.904	5.14079	1.17689	-0.608366	-0.566952
1.904	5.20425	1.30115	-0.59649	-0.703521
1.904	5.26772	1.41987	-0.56679	-0.85243
1.904	5.33119	1.53246	-0.518827	-1.0135
1.904	5.39465	1.63834	-0.452586	-1.18619
1.904	5.45812	1.73702	-0.368591	-1.36943
1.904	5.52159	1.82807	-0.26803	-1.5616
1.904	5.58505	1.91115	-0.152858	-1.7604
1.904	5.64852	1.98603	-0.0258945	-1.96277
1.904	5.71199	2.05261	0.109137	-2.16484
1.904	5.77545	2.1109	0.247624	-2.362
1.904	5.83892	2.16101	0.384173	-2.54898
1.904	5.90239	2.20317	0.512824	-2.72
1.904	5.96585	2.23765	0.627369	-2.86915
1.904	6.02932	2.26474	0.721776	-2.99068
1.904	6.09279	2.28472	0.790675	-3.07951
1.904	6.15625	2.2978	0.829851	-3.13164
1.904	6.21972	2.30406	0.836669	-3.14455

1.96746	0	2.68515	1.09318	-3.7838
1.96746	0.0634665	2.68056	1.01303	-3.6987
1.96746	0.126933	2.6711	0.892316	-3.56809
1.96746	0.1904	2.65616	0.737679	-3.39801
1.96746	0.253866	2.63506	0.557282	-3.19597
1.96746	0.317333	2.60708	0.360056	-2.97019
1.96746	0.380799	2.57156	0.154938	-2.72896
1.96746	0.444266	2.52796	-0.0497603	-2.48007
1.96746	0.507732	2.47588	-0.246798	-2.23037
1.96746	0.571199	2.41512	-0.430269	-1.98559
1.96746	0.634665	2.34563	-0.595684	-1.75016
1.96746	0.698132	2.26754	-0.739922	-1.52736
1.96746	0.761598	2.18111	-0.861089	-1.31934
1.96746	0.825065	2.08674	-0.958329	-1.12735
1.96746	0.888531	1.9849	-1.03162	-0.951904
1.96746	0.951998	1.87614	-1.08159	-0.792921
1.96746	1.01546	1.76106	-1.10931	-0.649921
1.96746	1.07893	1.64028	-1.11617	-0.522134
1.96746	1.1424	1.51445	-1.10375	-0.40861
1.96746	1.20586	1.38417	-1.07373	-0.3083
1.96746	1.26933	1.25007	-1.02779	-0.220119
1.96746	1.3328	1.11273	-0.967601	-0.142993
1.96746	1.39626	0.972716	-0.894742	-0.0758821
1.96746	1.45973	0.830524	-0.810697	-0.0178111
1.96746	1.5232	0.686621	-0.716826	0.0321243
1.96746	1.58666	0.541411	-0.614354	0.0747472
1.96746	1.65013	0.395234	-0.504354	0.110796
1.96746	1.7136	0.248361	-0.387746	0.140922
1.96746	1.77706	0.100981	-0.265279	0.165692
1.96746	1.84053	-0.0468064	-0.137529	0.18558
1.96746	1.904	-0.194999	-0.0048825	0.200977
1.96746	1.96746	-0.343703	0.132473	0.212177
1.96746	2.03093	-0.493145	0.274563	0.219383
1.96746	2.0944	-0.643674	0.421644	0.22269
1.96746	2.15786	-0.795771	0.574215	0.222081
1.96746	2.22133	-0.950032	0.733025	0.217405
1.96746	2.28479	-1.10715	0.899062	0.208361
1.96746	2.34826	-1.26781	1.07352	0.194468
1.96746	2.41173	-1.43263	1.25767	0.17503
1.96746	2.47519	-1.6018	1.45267	0.149111
1.96746	2.53866	-1.77472	1.65913	0.115505
1.96746	2.60213	-1.94927	1.87639	0.072759
1.96746	2.66559	-2.12077	2.10134	0.0192909
1.96746	2.72906	-2.28071	2.32688	-0.0462778
1.96746	2.79253	-2.41601	2.54035	-0.124388
1.96746	2.85599	-2.51032	2.72354	-0.213195
1.96746	2.91946	-2.55027	2.85695	-0.306619
1.96746	2.98293	-2.53765	2.93028	-0.392649
1.96746	3.04639	-2.49904	2.95302	-0.454171
1.96746	3.10986	-2.47495	2.94932	-0.474704
1.96746	3.17333	-2.48582	2.93274	-0.447245
1.96746	3.23679	-2.51123	2.88986	-0.378827
1.96746	3.30026	-2.51072	2.79666	-0.286001
1.96746	3.36373	-2.45777	2.64378	-0.185978
1.96746	3.42719	-2.3507	2.44168	-0.0908676
1.96746	3.49066	-2.20294	2.20996	-0.00684043
1.96746	3.55413	-2.03088	1.967	0.0641766
1.96746	3.61759	-1.84768	1.72557	0.122546
1.96746	3.68106	-1.66189	1.49293	0.169567
1.96746	3.74452	-1.47825	1.2723	0.206742
1.96746	3.80799	-1.29893	1.06449	0.235442
1.96746	3.87146	-1.12459	0.869022	0.256789
1.96746	3.93492	-0.955066	0.684886	0.271636
1.96746	3.99839	-0.789828	0.510933	0.280591
1.96746	4.06186	-0.628217	0.346109	0.284048
1.96746	4.12532	-0.469596	0.189558	0.282222
1.96746	4.18879	-0.313415	0.0406635	0.275172
1.96746	4.25226	-0.159238	-0.100943	0.26283
1.96746	4.31572	-0.00675663	-0.235393	0.245012
1.96746	4.37919	0.144215	-0.362594	0.221434
1.96746	4.44266	0.293748	-0.482246	0.191721
1.96746	4.50612	0.441811	-0.593862	0.155411
1.96746	4.56959	0.588276	-0.69678	0.111965
1.96746	4.63306	0.732934	-0.790182	0.0607672
1.96746	4.69652	0.875503	-0.873107	0.00113415
1.96746	4.75999	1.01564	-0.944466	-0.0676816
1.96746	4.82346	1.15294	-1.00306	-0.146482
1.96746	4.88692	1.28696	-1.04761	-0.23611
1.96746	4.95039	1.41722	-1.07677	-0.337434
1.96746	5.01385	1.54321	-1.08917	-0.451319
1.96746	5.07732	1.66442	-1.08344	-0.578598
1.96746	5.14079	1.78029	-1.05832	-0.72002
1.96746	5.20425	1.89033	-1.01267	-0.876192
1.96746	5.26772	1.99401	-0.945589	-1.0475
1.96746	5.33119	2.09087	-0.856541	-1.23401
1.96746	5.39465	2.1805	-0.745466	-1.43537
1.96746	5.45812	2.26255	-0.612943	-1.65063
1.96746	5.52159	2.33679	-0.460353	-1.87816
1.96746	5.58505	2.40305	-0.290047	-2.11544
1.96746	5.64852	2.46135	-0.105498	-2.35899
1.96746	5.71199	2.51181	0.0886046	-2.60421
1.96746	5.77545	2.5547	0.286324	-2.84543
1.96746	5.83892	2.59044	0.480578	-3.07595
1.96746	5.90239	2.61955	0.663387	-3.28829
1.96746	5.96585	2.64261	0.826292	-3.47459
1.96746	6.02932	2.66024	0.960944	-3.62707
1.96746	6.09279	2.67299	1.0598	-3.73874
1.96746	6.15625	2.68126	1.11687	-3.80404
1.96746	6.21972	2.68531	1.12837	-3.81942

2.03093	0	3.19408	0.815168	-4.01613
2.03093	0.0634665	3.19186	0.723235	-3.92153
2.03093	0.126933	3.18672	0.585421	-3.77801
2.03093	0.1904	3.17794	0.409344	-3.59249
2.03093	0.253866	3.16466	0.204305	-3.37344
2.03093	0.317333	3.14601	-0.0196293	-3.13008
2.03093	0.380799	3.12113	-0.252496	-2.87156
2.03093	0.444266	3.08931	-0.485137	-2.60633
2.03093	0.507732	3.04999	-0.709681	-2.34174
2.03093	0.571199	3.0028	-0.919797	-2.08374
2.03093	0.634665	2.94753	-1.11075	-1.83691
2.03093	0.698132	2.88417	-1.27931	-1.60444
2.03093	0.761598	2.81284	-1.42355	-1.38839
2.03093	0.825065	2.73378	-1.54265	-1.18982
2.03093	0.888531	2.64733	-1.63665	-1.00903
2.03093	0.951998	2.55389	-1.70622	-0.845762
2.03093	1.01546	2.45392	-1.75248	-0.699333
2.03093	1.07893	2.3479	-1.77685	-0.568812
2.03093	1.1424	2.23633	-1.7809	-0.453105
2.03093	1.20586	2.11972	-1.7663	-0.351047
2.03093	1.26933	1.99855	-1.73472	-0.261462
2.03093	1.3328	1.8733	-1.68778	-0.183201
2.03093	1.39626	1.74442	-1.627	-0.115171
2.03093	1.45973	1.61235	-1.55383	-0.0563586
2.03093	1.5232	1.47745	-1.46958	-0.00583325
2.03093	1.58666	1.34008	-1.37542	0.0372423
2.03093	1.65013	1.20052	-1.27238	0.0736114
2.03093	1.7136	1.059	-1.16133	0.103923
2.03093	1.77706	0.915681	-1.04297	0.12873
2.03093	1.84053	0.77063	-0.917846	0.148491
2.03093	1.904	0.623815	-0.786268	0.163567
2.03093	1.96746	0.47508	-0.648342	0.174217
2.03093	2.03093	0.32412	-0.503912	0.180595
2.03093	2.0944	0.17045	-0.352526	0.182734
2.03093	2.15786	0.0133676	-0.193381	0.180534
2.03093	2.22133	-0.148088	-0.025259	0.173741
2.03093	2.28479	-0.315183	0.15355	0.161914
2.03093	2.34826	-0.489531	0.345328	0.144385
2.03093	2.41173	-0.673111	0.552997	0.120215
2.03093	2.47519	-0.868241	0.780147	0.0881379
2.03093	2.53866	-1.07743	1.03094	0.0465102
2.03093	2.60213	-1.303	1.30973	-0.00669286
2.03093	2.66559	-1.54635	1.62024	-0.0737722
2.03093	2.72906	-1.8065	1.96373	-0.156928
2.03093	2.79253	-2.078	2.33597	-0.25734
2.03093	2.85599	-2.34839	2.72288	-0.373336
2.03093	2.91946	-2.59684	3.09628	-0.497529
2.03093	2.98293	-2.79689	3.41367	-0.613973
2.03093	3.04639	-2.92402	3.62637	-0.698766
2.03093	3.10986	-2.96326	3.6953	-0.728139
2.03093	3.17333	-2.9102	3.6056	-0.691843
2.03093	3.23679	-2.76931	3.37228	-0.600184
2.03093	3.30026	-2.55562	3.03456	-0.476999
2.03093	3.36373	-2.2937	2.64125	-0.346279
2.03093	3.42719	-2.0101	2.23501	-0.224055
2.03093	3.49066	-1.72569	1.84413	-0.117803
2.03093	3.55413	-1.45301	1.48286	-0.0292784
2.03093	3.61759	-1.19756	1.15556	0.0426136
2.03093	3.68106	-0.960359	0.861101	0.0999901
2.03093	3.74452	-0.740095	0.59592	0.145068
2.03093	3.80799	-0.53449	0.355792	0.179785
2.03093	3.87146	-0.34109	0.136699	0.205697
2.03093	3.93492	-0.157633	-0.0648056	0.223981
2.03093	3.99839	0.0178083	-0.251504	0.235486
2.03093	4.06186	0.186797	-0.425535	0.240784
2.03093	4.12532	0.350549	-0.588469	0.240222
2.03093	4.18879	0.509979	-0.741384	0.23396
2.03093	4.25226	0.665745	-0.884946	0.221999
2.03093	4.31572	0.818291	-1.01947	0.204211
2.03093	4.37919	0.967881	-1.14499	0.180349
2.03093	4.44266	1.11464	-1.26128	0.15006
2.03093	4.50612	1.25856	-1.36789	0.112898
2.03093	4.56959	1.39956	-1.4642	0.0683283
2.03093	4.63306	1.53746	-1.54943	0.0157302
2.03093	4.69652	1.67201	-1.62263	-0.0455938
2.03093	4.75999	1.80292	-1.68276	-0.116414
2.03093	4.82346	1.92986	-1.72863	-0.197564
2.03093	4.88692	2.05245	-1.75901	-0.289932
2.03093	4.95039	2.1703	-1.77258	-0.394439
2.03093	5.01385	2.28301	-1.76799	-0.512019
2.03093	5.07732	2.39015	-1.74393	-0.643583
2.03093	5.14079	2.49132	-1.69915	-0.789974
2.03093	5.20425	2.58613	-1.63253	-0.951903
2.03093	5.26772	2.6742	-1.5432	-1.12987
2.03093	5.33119	2.7552	-1.43066	-1.32406
2.03093	5.39465	2.82888	-1.29488	-1.53421
2.03093	5.45812	2.89504	-1.13651	-1.75949
2.03093	5.52159	2.95359	-0.957045	-1.99828
2.03093	5.58505	3.00455	-0.759015	-2.24809
2.03093	5.64852	3.04808	-0.546172	-2.50528
2.03093	5.71199	3.0845	-0.323615	-2.76505
2.03093	5.77545	3.11426	-0.0978408	-3.02135
2.03093	5.83892	3.13796	0.123338	-3.26692
2.03093	5.90239	3.15631	0.331053	-3.4936
2.03093	5.96585	3.17012	0.515842	-3.69269
2.03093	6.02932	3.18016	0.668311	-3.85554
2.03093	6.09279	3.18714	0.77994	-3.97435
2.03093	6.15625	3.19162	0.843955	-4.04288
2.03093	6.21972	3.19392	0.856096	-4.05719

2.0944	0	3.85733	-0.213985	-3.65023
2.0944	0.0634665	3.85614	-0.301112	-3.56147
2.0944	0.126933	3.85309	-0.429674	-3.42928
2.0944	0.1904	3.84748	-0.592725	-3.25994
2.0944	0.253866	3.83849	-0.781864	-3.06106
2.0944	0.317333	3.82526	-0.988047	-2.84087
2.0944	0.380799	3.80697	-1.20235	-2.60749
2.0944	0.444266	3.7829	-1.41658	-2.36842
2.0944	0.507732	3.75247	-1.6237	-2.13013
2.0944	0.571199	3.71526	-1.81804	-1.8979
2.0944	0.634665	3.67099	-1.99533	-1.67573
2.0944	0.698132	3.61955	-2.15262	-1.46645
2.0944	0.761598	3.56094	-2.28815	-1.27186
2.0944	0.825065	3.49529	-2.40108	-1.09288
2.0944	0.888531	3.42279	-2.49135	-0.929786
2.0944	0.951998	3.3437	-2.55947	-0.782337
2.0944	1.01546	3.25835	-2.60632	-0.649938
2.0944	1.07893	3.16705	-2.63307	-0.531766
2.0944	1.1424	3.07018	-2.64104	-0.426856
2.0944	1.20586	2.9681	-2.63159	-0.334184
2.0944	1.26933	2.86116	-2.60615	-0.252712
2.0944	1.3328	2.74974	-2.56606	-0.181428
2.0944	1.39626	2.63418	-2.51263	-0.11937
2.0944	1.45973	2.5148	-2.44708	-0.0656468
2.0944	1.5232	2.39192	-2.37053	-0.0194406
2.0944	1.58666	2.26581	-2.28398	0.0199824
2.0944	1.65013	2.13672	-2.18832	0.0532709
2.0944	1.7136	2.00483	-2.08431	0.0809875
2.0944	1.77706	1.87029	-1.97255	0.103607
2.0944	1.84053	1.73316	-1.85348	0.121514
2.0944	1.904	1.5934	-1.72737	0.135004
2.0944	1.96746	1.45087	-1.59426	0.144272
2.0944	2.03093	1.30524	-1.45392	0.14941
2.0944	2.0944	1.15601	-1.3058	0.15039
2.0944	2.15786	1.00238	-1.14895	0.147049
2.0944	2.22133	0.843213	-0.981922	0.139066
2.0944	2.28479	0.676924	-0.802589	0.125921
2.0944	2.34826	0.501325	-0.608012	0.106861
2.0944	2.41173	0.313482	-0.394206	0.0808365
2.0944	2.47519	0.109532	-0.155901	0.0464468
2.0944	2.53866	-0.115456	0.113658	0.00187868
2.0944	2.60213	-0.367499	0.422744	-0.055108
2.0944	2.66559	-0.653328	0.780682	-0.127077
2.0944	2.72906	-0.979163	1.19623	-0.216525
2.0944	2.79253	-1.34782	1.67373	-0.32489
2.0944	2.85599	-1.75311	2.20547	-0.450555
2.0944	2.91946	-2.17142	2.76005	-0.58566
2.0944	2.98293	-2.55381	3.27112	-0.712868
2.0944	3.04639	-2.82862	3.64026	-0.805882
2.0944	3.10986	-2.92564	3.77033	-0.838376
2.0944	3.17333	-2.81479	3.6195	-0.798959
2.0944	3.23679	-2.52622	3.22972	-0.699078
2.0944	3.30026	-2.13019	2.69833	-0.565131
2.0944	3.36373	-1.69842	2.12384	-0.423497
2.0944	3.42719	-1.27991	1.57276	-0.291604
2.0944	3.49066	-0.898356	1.07664	-0.177399
2.0944	3.55413	-0.559986	0.643301	-0.0825835
2.0944	3.61759	-0.26205	0.268571	-0.00580141
2.0944	3.68106	0.0016135	-0.0561786	0.0553587
2.0944	3.74452	0.237678	-0.340129	0.103376
2.0944	3.80799	0.452103	-0.591412	0.140406
2.0944	3.87146	0.649766	-0.816641	0.168173
2.0944	3.93492	0.834474	-1.02094	0.187989
2.0944	3.99839	1.00911	-1.20817	0.200811
2.0944	4.06186	1.17581	-1.38111	0.2073
2.0944	4.12532	1.33611	-1.54174	0.207879
2.0944	4.18879	1.4911	-1.69139	0.202775
2.0944	4.25226	1.64153	-1.83086	0.192055
2.0944	4.31572	1.78788	-1.96058	0.175649
2.0944	4.37919	1.93041	-2.08063	0.153372
2.0944	4.44266	2.06925	-2.19085	0.124937
2.0944	4.50612	2.2044	-2.29087	0.0899633
2.0944	4.56959	2.33576	-2.38015	0.0479881
2.0944	4.63306	2.46319	-2.45799	-0.00152942
2.0944	4.69652	2.58648	-2.52358	-0.0592009
2.0944	4.75999	2.70538	-2.576	-0.125702
2.0944	4.82346	2.81961	-2.61426	-0.201763
2.0944	4.88692	2.92889	-2.63729	-0.288158
2.0944	4.95039	3.03292	-2.644	-0.385688
2.0944	5.01385	3.13139	-2.63328	-0.495155
2.0944	5.07732	3.224	-2.60407	-0.617334
2.0944	5.14079	3.31048	-2.55538	-0.752927
2.0944	5.20425	3.39056	-2.48637	-0.902507
2.0944	5.26772	3.46401	-2.39645	-1.06644
2.0944	5.33119	3.53066	-2.28536	-1.24481
2.0944	5.39465	3.59039	-2.1533	-1.43727
2.0944	5.45812	3.64314	-2.00111	-1.64295
2.0944	5.52159	3.68896	-1.83036	-1.86029
2.0944	5.58505	3.728	-1.64359	-2.08691
2.0944	5.64852	3.76054	-1.44442	-2.31943
2.0944	5.71199	3.78698	-1.23764	-2.55345
2.0944	5.77545	3.80785	-1.02929	-2.78343
2.0944	5.83892	3.8238	-0.826517	-3.00285
2.0944	5.90239	3.83557	-0.637366	-3.20439
2.0944	5.96585	3.84394	-0.470328	-3.38031
2.0944	6.02932	3.84969	-0.33376	-3.52299
2.0944	6.09279	3.85351	-0.235155	-3.62562
2.0944	6.15625	3.8559	-0.180393	-3.68282
2.0944	6.21972	3.85716	-0.173058	-3.69129

2.15786	0	4.65475	-1.83886	-2.82134
2.15786	0.0634665	4.65338	-1.90749	-2.75097
2.15786	0.126933	4.6504	-2.006	-2.64901
2.15786	0.1904	4.64525	-2.12935	-2.51999
2.15786	0.253866	4.63729	-2.27151	-2.3693
2.15786	0.317333	4.62585	-2.42598	-2.20278
2.15786	0.380799	4.61027	-2.58634	-2.02623
2.15786	0.444266	4.58997	-2.74665	-1.84501
2.15786	0.507732	4.56445	-2.90173	-1.66383
2.15786	0.571199	4.53332	-3.04732	-1.48657
2.15786	0.634665	4.4963	-3.18014	-1.31623
2.15786	0.698132	4.45324	-3.29784	-1.15501
2.15786	0.761598	4.40405	-3.39892	-1.00436
2.15786	0.825065	4.34876	-3.48256	-0.865085
2.15786	0.888531	4.28744	-3.54852	-0.737527
2.15786	0.951998	4.22022	-3.59698	-0.621622
2.15786	1.01546	4.14727	-3.62846	-0.517034
2.15786	1.07893	4.06881	-3.64368	-0.423234
2.15786	1.1424	3.98506	-3.64352	-0.339575
2.15786	1.20586	3.89627	-3.62892	-0.265346
2.15786	1.26933	3.80267	-3.60087	-0.199809
2.15786	1.3328	3.70454	-3.56035	-0.142238
2.15786	1.39626	3.60213	-3.50831	-0.0919316
2.15786	1.45973	3.49569	-3.44566	-0.0482339
2.15786	1.5232	3.38548	-3.37325	-0.0105407
2.15786	1.58666	3.27171	-3.29184	0.0216935
2.15786	1.65013	3.15461	-3.20212	0.0489507
2.15786	1.7136	3.03435	-3.1047	0.0716472
2.15786	1.77706	2.91108	-3.00005	0.0901305
2.15786	1.84053	2.78487	-2.88853	0.104676
2.15786	1.904	2.65572	-2.77033	0.115485
2.15786	1.96746	2.52351	-2.64543	0.122673
2.15786	2.03093	2.38795	-2.51359	0.126267
2.15786	2.0944	2.24854	-2.37423	0.126191
2.15786	2.15786	2.10449	-2.22633	0.122245
2.15786	2.22133	1.95456	-2.06835	0.114087
2.15786	2.28479	1.79698	-1.89796	0.101197
2.15786	2.34826	1.62919	-1.71187	0.0828431
2.15786	2.41173	1.44757	-1.50548	0.0580261
2.15786	2.47519	1.24714	-1.27248	0.0254331
2.15786	2.53866	1.02119	-1.00446	-0.0166086
2.15786	2.60213	0.760957	-0.690646	-0.0701314
2.15786	2.66559	0.455769	-0.318037	-0.137408
