#1:kx	2:ky	3:curvature1/2pi	4:curvature2/2pi	5:...
4.37919	3.17333	-0.320766	0.887106	-0.563438
4.37919	3.23679	0.517549	-0.0161789	-0.498996
4.37919	3.30026	1.6426	-1.23069	-0.409966
4.37919	3.36373	2.81315	-2.49957	-0.311872
4.37919	3.42719	3.86853	-3.65037	-0.216524
4.37919	3.49066	4.74067	-4.60838	-0.130626
4.37919	3.55413	5.42517	-5.36668	-0.0567862
4.37919	3.61759	5.94833	-5.95146	0.00485403
4.37919	3.68106	6.34506	-6.39865	0.0553282
4.37919	3.74452	6.64799	-6.7423	0.0960548
4.37919	3.80799	6.88365	-7.01034	0.128438
4.37919	3.87146	7.07208	-7.22402	0.1537
4.37919	3.93492	7.22776	-7.39881	0.172833
4.37919	3.99839	7.3608	-7.54559	0.186609
4.37919	4.06186	7.47814	-7.67188	0.195603
4.37919	4.12532	7.58439	-7.78269	0.200229
4.37919	4.18879	7.68252	-7.8813	0.200768
4.37919	4.25226	7.77439	-7.96972	0.197395
4.37919	4.31572	7.86107	-8.04914	0.190202
4.37919	4.37919	7.94312	-8.12013	0.179214
4.37919	4.44266	8.02075	-8.18289	0.164404
4.37919	4.50612	8.09394	-8.23735	0.14571
4.37919	4.56959	8.16258	-8.2833	0.123039
4.37919	4.63306	8.22646	-8.32043	0.0962841
4.37919	4.69652	8.28536	-8.34843	0.0653332
4.37919	4.75999	8.33909	-8.36698	0.0300768
4.37919	4.82346	8.38748	-8.37584	-0.0095788
4.37919	4.88692	8.43041	-8.37481	-0.0537005
4.37919	4.95039	8.46783	-8.36383	-0.102316
4.37919	5.01385	8.49976	-8.34293	-0.155398
4.37919	5.07732	8.52628	-8.31229	-0.212852
4.37919	5.14079	8.54755	-8.27225	-0.274497
4.37919	5.20425	8.56381	-8.22333	-0.34005
4.37919	5.26772	8.57537	-8.16622	-0.409106
4.37919	5.33119	8.58259	-8.10184	-0.481126
4.37919	5.39465	8.58592	-8.03129	-0.555415
4.37919	5.45812	8.58584	-7.95591	-0.631121
4.37919	5.52159	8.58288	-7.87723	-0.707219
4.37919	5.58505	8.5776	-7.79699	-0.782527
4.37919	5.64852	8.57058	-7.71708	-0.85571
4.37919	5.71199	8.56239	-7.63952	-0.925315
4.37919	5.77545	8.55359	-7.56639	-0.989814
4.37919	5.83892	8.54471	-7.49976	-1.04766
4.37919	5.90239	8.53621	-7.4416	-1.09735
4.37919	5.96585	8.5285	-7.39368	-1.13752
4.37919	6.02932	8.5219	-7.35748	-1.16702
4.37919	6.09279	8.51663	-7.33411	-1.18498
4.37919	6.15625	8.51283	-7.32424	-1.1909
4.37919	6.21972	8.51053	-7.32804	-1.18463

4.44266	0	10.0222	-9.42524	-0.597815
4.44266	0.0634665	10.0224	-9.44168	-0.581481
4.44266	0.126933	10.0235	-9.46405	-0.560105
4.44266	0.1904	10.0252	-9.49149	-0.534288
4.44266	0.253866	10.0272	-9.52302	-0.504699
4.44266	0.317333	10.0291	-9.55757	-0.472041
4.44266	0.380799	10.0306	-9.59401	-0.437028
4.44266	0.444266	10.0312	-9.63122	-0.40035
4.44266	0.507732	10.0304	-9.66808	-0.362659
4.44266	0.571199	10.0278	-9.70355	-0.324552
4.44266	0.634665	10.023	-9.73662	-0.286557
4.44266	0.698132	10.0155	-9.76639	-0.249134
4.44266	0.761598	10.0048	-9.79205	-0.21267
4.44266	0.825065	9.99051	-9.81288	-0.177482
4.44266	0.888531	9.97235	-9.82827	-0.143821
4.44266	0.951998	9.94996	-9.83771	-0.111879
4.44266	1.01546	9.92307	-9.84081	-0.0817942
4.44266	1.07893	9.89148	-9.83727	-0.0536589
4.44266	1.1424	9.85504	-9.82688	-0.0275263
4.44266	1.20586	9.81366	-9.80956	-0.00341734
4.44266	1.26933	9.76733	-9.78527	0.0186726
4.44266	1.3328	9.71608	-9.7541	0.0387678
4.44266	1.39626	9.66002	-9.71617	0.0569066
4.44266	1.45973	9.59929	-9.67167	0.073136
4.44266	1.5232	9.53407	-9.62084	0.0875067
4.44266	1.58666	9.46457	-9.56392	0.100069
4.44266	1.65013	9.39097	-9.50115	0.110866
4.44266	1.7136	9.31343	-9.43271	0.119932
4.44266	1.77706	9.23203	-9.35869	0.127287
4.44266	1.84053	9.14666	-9.279	0.132928
4.44266	1.904	9.05702	-9.19328	0.136827
4.44266	1.96746	8.96243	-9.1008	0.138921
4.44266	2.03093	8.8617	-9.00027	0.139108
4.44266	2.0944	8.7529	-8.88958	0.137233
4.44266	2.15786	8.63305	-8.76557	0.13308
4.44266	2.22133	8.49775	-8.62352	0.126354
4.44266	2.28479	8.34061	-8.45667	0.116675
4.44266	2.34826	8.15259	-8.25549	0.103554
4.44266	2.41173	7.9212	-8.00689	0.0863893
4.44266	2.47519	7.62962	-7.69334	0.0644605
4.44266	2.53866	7.25608	-7.29227	0.0369539
4.44266	2.60213	6.77403	-6.77626	0.00303346
4.44266	2.66559	6.15421	-6.11537	-0.037997
4.44266	2.72906	5.37065	-5.28338	-0.0863846
4.44266	2.79253	4.41305	-4.27067	-0.141413
4.44266	2.85599	3.30688	-3.10509	-0.20069
4.44266	2.91946	2.13743	-1.87672	-0.259434
4.44266	2.98293	1.06286	-0.751123	-0.310295
4.44266	3.04639	0.291857	0.0541286	-0.344481
4.44266	3.10986	0.0122839	0.343569	-0.35448
4.44266	3.17333	0.300961	0.0374031	-0.337287
4.44266	3.23679	1.08112	-0.784467	-0.295899
4.44266	3.30026	2.16488	-1.92647	-0.237865
4.44266	3.36373	3.34351	-3.17095	-0.172065
4.44266	3.42719	4.45876	-4.35221	-0.105953
4.44266	3.49066	5.42527	-5.3801	-0.0444077
4.44266	3.55413	6.21752	-6.22667	0.0100973
4.44266	3.61759	6.84575	-6.90144	0.0567799
4.44266	3.68106	7.3359	-7.43052	0.0958285
4.44266	3.74452	7.71717	-7.84377	0.127884
4.44266	3.80799	8.01612	-8.1685	0.153728
4.44266	3.87146	8.25445	-8.42718	0.174122
4.44266	3.93492	8.44895	-8.63725	0.189731
4.44266	3.99839	8.61207	-8.81172	0.201109
4.44266	4.06186	8.75282	-8.96	0.208693
4.44266	4.12532	8.87753	-9.0888	0.21282
4.44266	4.18879	8.99058	-9.20273	0.213739
4.44266	4.25226	9.0949	-9.30489	0.211631
4.44266	4.31572	9.19239	-9.39732	0.206618
4.44266	4.37919	9.2842	-9.48126	0.198778
4.44266	4.44266	9.37098	-9.55738	0.188158
4.44266	4.50612	9.45301	-9.62602	0.174779
4.44266	4.56959	9.53037	-9.68724	0.158648
4.44266	4.63306	9.60295	-9.74096	0.139768
4.44266	4.69652	9.67061	-9.78703	0.118139
4.44266	4.75999	9.73315	-9.82526	0.0937714
4.44266	4.82346	9.79037	-9.8555	0.0666922
4.44266	4.88692	9.84211	-9.87763	0.0369506
4.44266	4.95039	9.88826	-9.89162	0.00462754
4.44266	5.01385	9.92877	-9.89753	-0.0301578
4.44266	5.07732	9.96365	-9.89555	-0.0672397
4.44266	5.14079	9.99301	-9.886	-0.106399
4.44266	5.20425	10.017	-9.86931	-0.147356
4.44266	5.26772	10.0359	-9.84609	-0.189766
4.44266	5.33119	10.0501	-9.81707	-0.233212
4.44266	5.39465	10.0598	-9.78313	-0.277209
4.44266	5.45812	10.0657	-9.74529	-0.321198
4.44266	5.52159	10.0682	-9.70466	-0.364557
4.44266	5.58505	10.0679	-9.66247	-0.406608
4.44266	5.64852	10.0653	-9.61999	-0.446633
4.44266	5.71199	10.0609	-9.57854	-0.483892
4.44266	5.77545	10.0555	-9.53942	-0.517652
4.44266	5.83892	10.0495	-9.50385	-0.547209
4.44266	5.90239	10.0434	-9.47298	-0.571925
4.44266	5.96585	10.0376	-9.44776	-0.591257
4.44266	6.02932	10.0324	-9.42897	-0.604783
4.44266	6.09279	10.0282	-9.41717	-0.61223
4.44266	6.15625	10.025	-9.41263	-0.613486
4.44266	6.21972	10.023	-9.4154	-0.608607

4.50612	0	11.5378	-11.2685	-0.269624
4.50612	0.0634665	11.5372	-11.2759	-0.261639
4.50612	0.126933	11.5364	-11.2854	-0.251197
4.50612	0.1904	11.535	-11.2967	-0.238572
4.50612	0.253866	11.5329	-11.309	-0.224059
4.50612	0.317333	11.5296	-11.3218	-0.207966
4.50612	0.380799	11.5248	-11.3344	-0.1906
4.50612	0.444266	11.5179	-11.3459	-0.172261
4.50612	0.507732	11.5087	-11.3556	-0.153235
4.50612	0.571199	11.4965	-11.3629	-0.133785
4.50612	0.634665	11.481	-11.367	-0.114152
4.50612	0.698132	11.4618	-11.3673	-0.0945515
4.50612	0.761598	11.4384	-11.3632	-0.0751712
4.50612	0.825065	11.4106	-11.3544	-0.0561726
4.50612	0.888531	11.378	-11.3402	-0.037692
4.50612	0.951998	11.3405	-11.3205	-0.0198416
4.50612	1.01546	11.2979	-11.295	-0.0027123
4.50612	1.07893	11.2501	-11.2635	0.0136249
4.50612	1.1424	11.1971	-11.2259	0.0291158
4.50612	1.20586	11.1389	-11.1823	0.0437208
4.50612	1.26933	11.0757	-11.1327	0.0574123
4.50612	1.3328	11.0075	-11.0772	0.070172
4.50612	1.39626	10.9345	-11.016	0.0819885
4.50612	1.45973	10.857	-10.9494	0.0928548
4.50612	1.5232	10.7751	-10.8774	0.102766
4.50612	1.58666	10.6889	-10.8002	0.111715
4.50612	1.65013	10.5987	-10.7179	0.119692
4.50612	1.7136	10.5042	-10.6304	0.126681
4.50612	1.77706	10.4052	-10.5374	0.132655
4.50612	1.84053	10.3014	-10.4385	0.137574
4.50612	1.904	10.1917	-10.3326	0.141382
4.50612	1.96746	10.0747	-10.2182	0.144
4.50612	2.03093	9.94823	-10.0931	0.145323
4.50612	2.0944	9.80923	-9.95403	0.145215
4.50612	2.15786	9.65322	-9.79631	0.143502
4.50612	2.22133	9.47409	-9.61364	0.139967
4.50612	2.28479	9.26354	-9.39746	0.134345
4.50612	2.34826	9.01055	-9.13645	0.12632
4.50612	2.41173	8.70091	-8.81603	0.115528
4.50612	2.47519	8.31688	-8.41807	0.101575
4.50612	2.53866	7.83746	-7.92117	0.0840617
4.50612	2.60213	7.23987	-7.30221	0.0626605
4.50612	2.66559	6.5032	-6.54015	0.0372257
4.50612	2.72906	5.61562	-5.62335	0.00798082
4.50612	2.79253	4.58594	-4.56145	-0.0242249
4.50612	2.85599	3.45861	-3.40067	-0.0576301
4.50612	2.91946	2.32697	-2.23723	-0.0893677
4.50612	2.98293	1.33349	-1.21751	-0.115584
4.50612	3.04639	0.644703	-0.512265	-0.132093
4.50612	3.10986	0.399352	-0.263628	-0.135546
4.50612	3.17333	0.652011	-0.527433	-0.124647
4.50612	3.23679	1.34814	-1.24775	-0.100696
4.50612	3.30026	2.34899	-2.28236	-0.0670731
4.50612	3.36373	3.488	-3.46042	-0.0280331
4.50612	3.42719	4.62264	-4.63544	0.0124842
4.50612	3.49066	5.6595	-5.71114	0.0515249
4.50612	3.55413	6.55408	-6.64121	0.0872511
4.50612	3.61759	7.29752	-7.41592	0.118749
4.50612	3.68106	7.90164	-8.04683	0.145739
4.50612	3.74452	8.38729	-8.5549	0.168315
4.50612	3.80799	8.77723	-8.96316	0.186761
4.50612	3.87146	9.09243	-9.29292	0.201428
4.50612	3.93492	9.3506	-9.56225	0.212669
4.50612	3.99839	9.56592	-9.78565	0.220809
4.50612	4.06186	9.74937	-9.97436	0.226126
4.50612	4.12532	9.90921	-10.1369	0.228851
4.50612	4.18879	10.0515	-10.2795	0.229172
4.50612	4.25226	10.1807	-10.4067	0.227239
4.50612	4.31572	10.2999	-10.5218	0.223171
4.50612	4.37919	10.4113	-10.627	0.217062
4.50612	4.44266	10.5161	-10.7237	0.208985
4.50612	4.50612	10.6153	-10.813	0.199005
4.50612	4.56959	10.7095	-10.8953	0.187177
4.50612	4.63306	10.7987	-10.9709	0.173555
4.50612	4.69652	10.8831	-11.04	0.158195
4.50612	4.75999	10.9626	-11.1025	0.141163
4.50612	4.82346	11.0371	-11.1584	0.122535
4.50612	4.88692	11.1063	-11.2076	0.102403
4.50612	4.95039	11.1701	-11.25	0.0808777
4.50612	5.01385	11.2285	-11.2857	0.0580945
4.50612	5.07732	11.2812	-11.3147	0.0342132
4.50612	5.14079	11.3283	-11.3372	0.00942197
4.50612	5.20425	11.3699	-11.3535	-0.0160617
4.50612	5.26772	11.406	-11.3638	-0.0419904
4.50612	5.33119	11.4368	-11.3687	-0.0680878
4.50612	5.39465	11.4626	-11.3688	-0.0940504
4.50612	5.45812	11.4838	-11.3646	-0.119552
4.50612	5.52159	11.5007	-11.357	-0.144249
4.50612	5.58505	11.5138	-11.3467	-0.167787
4.50612	5.64852	11.5236	-11.3345	-0.189812
4.50612	5.71199	11.5305	-11.3213	-0.209978
4.50612	5.77545	11.5351	-11.308	-0.227962
4.50612	5.83892	11.5379	-11.2953	-0.243473
4.50612	5.90239	11.5394	-11.2839	-0.256262
4.50612	5.96585	11.5399	-11.2745	-0.266138
4.50612	6.02932	11.5398	-11.2675	-0.27297
4.50612	6.09279	11.5394	-11.2633	-0.276694
4.50612	6.15625	11.5389	-11.2621	-0.277318
4.50612	6.21972	11.5384	-11.2638	-0.274915

4.56959	0	13.0753	-12.9616	-0.113905
4.56959	0.0634665	13.0731	-12.9624	-0.110955
4.56959	0.126933	13.0686	-12.9622	-0.106641
4.56959	0.1904	13.0616	-12.9606	-0.101083
4.56959	0.253866	13.0517	-12.9574	-0.0944112
4.56959	0.317333	13.0387	-12.9521	-0.0867605
4.56959	0.380799	13.0222	-12.9442	-0.0782657
4.56959	0.444266	13.002	-12.9331	-0.0690596
4.56959	0.507732	12.9776	-12.9185	-0.05927
4.56959	0.571199	12.9487	-12.8999	-0.0490182
4.56959	0.634665	12.915	-12.8768	-0.0384171
4.56959	0.698132	12.8763	-12.8489	-0.0275709
4.56959	0.761598	12.8323	-12.8158	-0.0165747
4.56959	0.825065	12.7828	-12.7774	-0.00551378
4.56959	0.888531	12.7278	-12.7334	0.00553535
4.56959	0.951998	12.6673	-12.6837	0.0165051
4.56959	1.01546	12.6012	-12.6284	0.0273359
4.56959	1.07893	12.5296	-12.5675	0.0379757
4.56959	1.1424	12.4528	-12.501	0.048379
4.56959	1.20586	12.3708	-12.4291	0.0585061
4.56959	1.26933	12.2838	-12.3519	0.0683221
4.56959	1.3328	12.1921	-12.2696	0.0777956
4.56959	1.39626	12.0959	-12.1825	0.0868979
4.56959	1.45973	11.9952	-12.0905	0.095602
4.56959	1.5232	11.8902	-11.9937	0.103881
4.56959	1.58666	11.7807	-11.8921	0.111706
4.56959	1.65013	11.6666	-11.7854	0.119046
4.56959	1.7136	11.5474	-11.6729	0.125867
4.56959	1.77706	11.4222	-11.554	0.132128
4.56959	1.84053	11.2899	-11.4274	0.13778
4.56959	1.904	11.1486	-11.2911	0.142765
4.56959	1.96746	10.9959	-11.1426	0.147015
4.56959	2.03093	10.8282	-10.9784	0.150447
4.56959	2.0944	10.6411	-10.7938	0.152964
4.56959	2.15786	10.4284	-10.5827	0.154452
4.56959	2.22133	10.1825	-10.3371	0.154782
4.56959	2.28479	9.8935	-10.0471	0.153808
4.56959	2.34826	9.54925	-9.7005	0.151377
4.56959	2.41173	9.13538	-9.28263	0.147328
4.56959	2.47519	8.63558	-8.77709	0.141518
4.56959	2.53866	8.03288	-8.16678	0.133841
4.56959	2.60213	7.31214	-7.43654	0.12427
4.56959	2.66559	6.46449	-6.57759	0.112915
4.56959	2.72906	5.49406	-5.59436	0.100093
4.56959	2.79253	4.42666	-4.51327	0.0864109
4.56959	2.85599	3.3184	-3.3914	0.0728254
4.56959	2.91946	2.25979	-2.32056	0.0606446
4.56959	2.98293	1.36905	-1.42059	0.0514149
4.56959	3.04639	0.770441	-0.817285	0.0466631
4.56959	3.10986	0.560486	-0.608349	0.0475331
4.56959	3.17333	0.775849	-0.830838	0.0544485
4.56959	3.23679	1.37989	-1.44761	0.0669684
4.56959	3.30026	2.27606	-2.36089	0.0839167
4.56959	3.36373	3.34011	-3.44479	0.103713
4.56959	3.42719	4.45375	-4.57941	0.124743
4.56959	3.49066	5.52644	-5.67284	0.145627
4.56959	3.55413	6.50203	-6.66794	0.165339
4.56959	3.61759	7.35467	-7.53823	0.183213
4.56959	3.68106	8.08019	-8.27919	0.198877
4.56959	3.74452	8.68744	-8.89953	0.212176
4.56959	3.80799	9.19153	-9.41435	0.223093
4.56959	3.87146	9.60941	-9.84068	0.231695
4.56959	3.93492	9.95735	-10.1949	0.238093
4.56959	3.99839	10.2497	-10.4915	0.242412
4.56959	4.06186	10.4987	-10.7427	0.244779
4.56959	4.12532	10.7139	-10.9584	0.245315
4.56959	4.18879	10.9032	-11.1465	0.24413
4.56959	4.25226	11.0727	-11.313	0.241321
4.56959	4.31572	11.2267	-11.4627	0.236976
4.56959	4.37919	11.3689	-11.599	0.231173
4.56959	4.44266	11.5015	-11.7244	0.223986
4.56959	4.50612	11.6265	-11.8409	0.215482
4.56959	4.56959	11.7451	-11.9497	0.205727
4.56959	4.63306	11.858	-12.0517	0.19479
4.56959	4.69652	11.9657	-12.1474	0.182742
4.56959	4.75999	12.0685	-12.2371	0.16966
4.56959	4.82346	12.1664	-12.321	0.155627
4.56959	4.88692	12.2594	-12.3992	0.140736
4.56959	4.95039	12.3475	-12.4717	0.125092
4.56959	5.01385	12.4304	-12.5384	0.10881
4.56959	5.07732	12.508	-12.5994	0.0920171
4.56959	5.14079	12.5802	-12.6545	0.0748541
4.56959	5.20425	12.6469	-12.7039	0.057473
4.56959	5.26772	12.708	-12.7477	0.0400376
4.56959	5.33119	12.7635	-12.7861	0.0227211
4.56959	5.39465	12.8135	-12.8192	0.00570406
4.56959	5.45812	12.8582	-12.8474	-0.0108283
4.56959	5.52159	12.8976	-12.8711	-0.0266897
4.56959	5.58505	12.9321	-12.8907	-0.0416972
4.56959	5.64852	12.9619	-12.9066	-0.0556753
4.56959	5.71199	12.9874	-12.9194	-0.0684604
4.56959	5.77545	13.009	-12.9295	-0.0799061
4.56959	5.83892	13.0269	-12.9374	-0.0898868
4.56959	5.90239	13.0415	-12.9436	-0.0983019
4.56959	5.96585	13.0532	-12.9485	-0.105078
4.56959	6.02932	13.0622	-12.9524	-0.110173
4.56959	6.09279	13.0688	-12.9555	-0.113573
4.56959	6.15625	13.0731	-12.9581	-0.115294
4.56959	6.21972	13.0753	-12.9601	-0.115382

4.63306	0	14.6713	-14.6074	-0.0641441
4.63306	0.0634665	14.6668	-14.6029	-0.0641451
4.63306	0.126933	14.6569	-14.594	-0.0631479
4.63306	0.1904	14.6415	-14.5805	-0.0612047
4.63306	0.253866	14.6204	-14.5623	-0.0583735
4.63306	0.317333	14.5936	-14.5391	-0.0547164
4.63306	0.380799	14.5607	-14.5107	-0.0502979
4.63306	0.444266	14.5217	-14.4768	-0.0451837
4.63306	0.507732	14.4765	-14.4373	-0.0394396
4.63306	0.571199	14.4248	-14.392	-0.0331306
4.63306	0.634665	14.3668	-14.3407	-0.0263201
4.63306	0.698132	14.3023	-14.2835	-0.0190694
4.63306	0.761598	14.2314	-14.2202	-0.0114371
4.63306	0.825065	14.1543	-14.151	-0.00347913
4.63306	0.888531	14.071	-14.0759	0.00475146
4.63306	0.951998	13.9817	-13.995	0.0132046
4.63306	1.01546	13.8868	-13.9087	0.0218333
4.63306	1.07893	13.7863	-13.817	0.030593
4.63306	1.1424	13.6807	-13.7201	0.0394419
4.63306	1.20586	13.5701	-13.6184	0.0483405
4.63306	1.26933	13.4547	-13.5119	0.0572511
4.63306	1.3328	13.3347	-13.4007	0.0661378
4.63306	1.39626	13.2101	-13.2849	0.0749657
4.63306	1.45973	13.0807	-13.1643	0.0837007
4.63306	1.5232	12.9464	-13.0385	0.0923087
4.63306	1.58666	12.8066	-12.9072	0.100755
4.63306	1.65013	12.6606	-12.7693	0.109006
4.63306	1.7136	12.507	-12.6238	0.117023
4.63306	1.77706	12.3443	-12.4689	0.12477
4.63306	1.84053	12.1703	-12.3023	0.132205
4.63306	1.904	11.982	-12.1211	0.139285
4.63306	1.96746	11.7757	-11.9215	0.145965
4.63306	2.03093	11.5466	-11.6986	0.152197
4.63306	2.0944	11.2887	-11.4466	0.157932
4.63306	2.15786	10.9948	-11.1579	0.16312
4.63306	2.22133	10.6562	-10.8239	0.167714
4.63306	2.28479	10.2625	-10.4343	0.17167
4.63306	2.34826	9.80242	-9.97753	0.174954
4.63306	2.41173	9.26358	-9.44137	0.177548
4.63306	2.47519	8.63408	-8.81385	0.179453
4.63306	2.53866	7.90409	-8.08518	0.180704
4.63306	2.60213	7.06879	-7.2506	0.181371
4.63306	2.66559	6.13235	-6.31438	0.181573
4.63306	2.72906	5.11281	-5.29474	0.181482
4.63306	2.79253	4.04695	-4.22867	0.18132
4.63306	2.85599	2.99336	-3.17503	0.181353
4.63306	2.91946	2.031	-2.21312	0.181872
4.63306	2.98293	1.2509	-1.43428	0.183162
4.63306	3.04639	0.740459	-0.926179	0.185469
4.63306	3.10986	0.563606	-0.752926	0.188957
4.63306	3.17333	0.743899	-0.938114	0.193674
4.63306	3.23679	1.25779	-1.45808	0.199544
4.63306	3.30026	2.04133	-2.24864	0.206367
4.63306	3.36373	3.00712	-3.22205	0.213854
4.63306	3.42719	4.06411	-4.2869	0.221664
4.63306	3.49066	5.13329	-5.36384	0.229449
4.63306	3.55413	6.15606	-6.39394	0.236882
4.63306	3.61759	7.09559	-7.34012	0.243689
4.63306	3.68106	7.93383	-8.18413	0.249647
4.63306	3.74452	8.66658	-8.92163	0.254595
4.63306	3.80799	9.29864	-9.55732	0.258421
4.63306	3.87146	9.83981	-10.1009	0.261056
4.63306	3.93492	10.302	-10.5644	0.262467
4.63306	3.99839	10.6975	-10.9599	0.262646
4.63306	4.06186	11.0377	-11.299	0.261603
4.63306	4.12532	11.3329	-11.5918	0.259362
4.63306	4.18879	11.5917	-11.8471	0.255955
4.63306	4.25226	11.8214	-12.0722	0.251421
4.63306	4.31572	12.028	-12.2731	0.245803
4.63306	4.37919	12.2163	-12.4546	0.239146
4.63306	4.44266	12.3899	-12.6206	0.231502
4.63306	4.50612	12.5518	-12.7739	0.222921
4.63306	4.56959	12.7043	-12.9168	0.213461
4.63306	4.63306	12.8489	-13.0512	0.203181
4.63306	4.69652	12.9868	-13.1781	0.192145
4.63306	4.75999	13.119	-13.2985	0.180421
4.63306	4.82346	13.2458	-13.4131	0.168084
4.63306	4.88692	13.3677	-13.5221	0.155213
4.63306	4.95039	13.4848	-13.6259	0.141893
4.63306	5.01385	13.5969	-13.7245	0.128217
4.63306	5.07732	13.7042	-13.8179	0.11428
4.63306	5.14079	13.8064	-13.906	0.100187
4.63306	5.20425	13.9033	-13.9889	0.0860429
4.63306	5.26772	13.9948	-14.0664	0.0719599
4.63306	5.33119	14.0807	-14.1385	0.0580514
4.63306	5.39465	14.1608	-14.2051	0.0444322
4.63306	5.45812	14.235	-14.2661	0.0312165
4.63306	5.52159	14.3032	-14.3217	0.0185164
4.63306	5.58505	14.3654	-14.3719	0.00643944
4.63306	5.64852	14.4216	-14.4168	-0.00491314
4.63306	5.71199	14.4718	-14.4565	-0.0154484
4.63306	5.77545	14.5161	-14.4912	-0.0250835
4.63306	5.83892	14.5546	-14.5211	-0.0337475
4.63306	5.90239	14.5875	-14.5463	-0.0413827
4.63306	5.96585	14.6148	-14.5671	-0.0479452
4.63306	6.02932	14.6366	-14.5835	-0.0534058
4.63306	6.09279	14.6532	-14.5957	-0.0577498
4.63306	6.15625	14.6644	-14.6037	-0.060977
4.63306	6.21972	14.6705	-14.6076	-0.0631

4.69652	0	16.3858	-16.3147	-0.0715196
4.69652	0.0634665	16.3784	-16.3056	-0.0732262
4.69652	0.126933	16.3618	-16.2883	-0.0739992
4.69652	0.1904	16.3361	-16.2627	-0.0738594
4.69652	0.253866	16.3012	-16.2289	-0.0728333
4.69652	0.317333	16.2573	-16.1869	-0.070952
4.69652	0.380799	16.2045	-16.1367	-0.0682511
4.69652	0.444266	16.1429	-16.0786	-0.0647696
4.69652	0.507732	16.0726	-16.0126	-0.0605492
4.69652	0.571199	15.994	-15.9389	-0.0556336
4.69652	0.634665	15.9074	-15.8578	-0.0500684
4.69652	0.698132	15.813	-15.7695	-0.0438996
4.69652	0.761598	15.7112	-15.6744	-0.0371741
4.69652	0.825065	15.6024	-15.5728	-0.0299387
4.69652	0.888531	15.487	-15.4651	-0.0222401
4.69652	0.951998	15.3654	-15.3515	-0.0141241
4.69652	1.01546	15.2379	-15.2325	-0.00563588
4.69652	1.07893	15.1048	-15.1082	0.00318036
4.69652	1.1424	14.9665	-14.9789	0.0122816
4.69652	1.20586	14.823	-14.8447	0.0216261
4.69652	1.26933	14.6744	-14.7056	0.0311733
4.69652	1.3328	14.5205	-14.5614	0.0408841
4.69652	1.39626	14.361	-14.4117	0.0507207
4.69652	1.45973	14.1953	-14.2559	0.0606465
4.69652	1.5232	14.0225	-14.093	0.0706266
4.69652	1.58666	13.8414	-13.9219	0.0806274
4.69652	1.65013	13.6504	-13.7409	0.0906173
4.69652	1.7136	13.4474	-13.5478	0.100566
4.69652	1.77706	13.2296	-13.34	0.110446
4.69652	1.84053	12.9938	-13.114	0.120233
4.69652	1.904	12.736	-12.8658	0.129905
4.69652	1.96746	12.4512	-12.5906	0.139445
4.69652	2.03093	12.1337	-12.2826	0.148842
4.69652	2.0944	11.7769	-11.935	0.15809
4.69652	2.15786	11.3731	-11.5405	0.167192
4.69652	2.22133	10.9143	-11.0906	0.17616
4.69652	2.28479	10.3915	-10.5769	0.185015
4.69652	2.34826	9.79644	-9.9906	0.193788
4.69652	2.41173	9.12146	-9.32442	0.202516
4.69652	2.47519	8.36151	-8.57326	0.211241
4.69652	2.53866	7.51579	-7.73633	0.22
4.69652	2.60213	6.5901	-6.81945	0.228816
4.69652	2.66559	5.59948	-5.83767	0.237681
4.69652	2.72906	4.57079	-4.81777	0.246544
4.69652	2.79253	3.54418	-3.79981	0.255295
4.69652	2.85599	2.57279	-2.83676	0.263759
4.69652	2.91946	1.71926	-1.99108	0.271708
4.69652	2.98293	1.04887	-1.32781	0.278887
4.69652	3.04639	0.619751	-0.90486	0.285055
4.69652	3.10986	0.472352	-0.762517	0.290034
4.69652	3.17333	0.621194	-0.915222	0.293751
4.69652	3.23679	1.05175	-1.34847	0.296244
4.69652	3.30026	1.72357	-2.02191	0.297652
4.69652	3.36373	2.57852	-2.87757	0.298173
4.69652	3.42719	3.5513	-3.85034	0.298016
4.69652	3.49066	4.57924	-4.87771	0.297361
4.69652	3.55413	5.60919	-5.90665	0.296331
4.69652	3.61759	6.60098	-6.89704	0.294989
4.69652	3.68106	7.52773	-7.82205	0.293341
4.69652	3.74452	8.37438	-8.66657	0.291354
4.69652	3.80799	9.1351	-9.42475	0.288966
4.69652	3.87146	9.81071	-10.0973	0.286107
4.69652	3.93492	10.4063	-10.6893	0.282706
4.69652	3.99839	10.9293	-11.2081	0.278698
4.69652	4.06186	11.3882	-11.6623	0.274033
4.69652	4.12532	11.7918	-12.0604	0.268669
4.69652	4.18879	12.1483	-12.4106	0.262582
4.69652	4.25226	12.4653	-12.7207	0.255758
4.69652	4.31572	12.7493	-12.997	0.248196
4.69652	4.37919	13.0062	-13.2455	0.239906
4.69652	4.44266	13.2408	-13.4711	0.230906
4.69652	4.50612	13.4571	-13.6777	0.221224
4.69652	4.56959	13.6586	-13.8688	0.210895
4.69652	4.63306	13.8478	-14.047	0.199961
4.69652	4.69652	14.0269	-14.2146	0.188471
4.69652	4.75999	14.1976	-14.3733	0.176479
4.69652	4.82346	14.361	-14.5244	0.164045
4.69652	4.88692	14.5182	-14.6687	0.151232
4.69652	4.95039	14.6697	-14.8071	0.138111
4.69652	5.01385	14.8159	-14.94	0.124755
