#1:t	2:m	3:gap1	4:kx_itr1	5:gap2	6:kx_itr2	7:...
1.072	0.01	0.127321	4	0.25607	5	
1.074	0.01	0.131227	4	0.262941	5	
1.076	0.01	0.135131	4	0.269812	5	
1.078	0.01	0.139033	4	0.276684	5	
1.08	0.01	0.142932	4	0.283556	5	
1.082	0.01	0.146828	4	0.290428	5	
1.084	0.01	0.150722	4	0.297301	5	
1.086	0.01	0.154614	4	0.304174	5	
1.088	0.01	0.158503	4	0.311047	5	
1.09	0.01	0.16239	4	0.31792	5	
1.092	0.01	0.166274	4	0.324793	5	
1.094	0.01	0.170156	4	0.331667	5	
1.096	0.01	0.174036	4	0.338541	5	
1.098	0.01	0.177913	4	0.345415	5	
1.1	0.01	0.181787	4	0.352289	5	

0.9	0.02	0.173445	4	0.328707	4	
0.902	0.02	0.169306	4	0.321845	4	
0.904	0.02	0.16517	4	0.314984	4	
0.906	0.02	0.161036	4	0.308124	4	
0.908	0.02	0.156906	4	0.301264	4	
0.91	0.02	0.152778	4	0.294406	4	
0.912	0.02	0.148653	4	0.28755	4	
0.914	0.02	0.144532	4	0.280694	4	
0.916	0.02	0.140413	4	0.27384	4	
0.918	0.02	0.136297	4	0.264466	5	
0.92	0.02	0.132184	4	0.257697	5	
0.922	0.02	0.128074	4	0.250929	5	
0.924	0.02	0.123967	4	0.244162	5	
0.926	0.02	0.119862	4	0.237398	5	
0.928	0.02	0.115761	4	0.230636	5	
0.93	0.02	0.111662	4	0.223877	5	
0.932	0.02	0.107567	4	0.21712	5	
0.934	0.02	0.103474	4	0.210365	5	
0.936	0.02	0.099384	4	0.203614	4	
0.938	0.02	0.0952969	4	0.196866	4	
0.94	0.02	0.0912127	4	0.190122	4	
0.942	0.02	0.0871313	4	0.183383	4	
0.944	0.02	0.0830527	4	0.176647	4	
0.946	0.02	0.078977	4	0.169917	4	
0.948	0.02	0.0749041	4	0.163193	4	
0.95	0.02	0.070834	4	0.156475	4	
0.952	0.02	0.0667668	4	0.149765	4	
0.954	0.02	0.0627023	4	0.143063	4	
0.956	0.02	0.0586407	4	0.136371	4	
0.958	0.02	0.0545819	4	0.129689	4	
0.96	0.02	0.0505258	4	0.12157	4	
0.962	0.02	0.0464726	4	0.11504	4	
0.964	0.02	0.0424221	4	0.108527	4	
0.966	0.02	0.0383744	4	0.102036	4	
0.968	0.02	0.0343295	4	0.0955704	4	
0.97	0.02	0.0302873	4	0.089136	4	
0.972	0.02	0.0262479	4	0.0816433	4	
0.974	0.02	0.0222113	4	0.0754556	4	
0.976	0.02	0.0181774	4	0.0693286	4	
0.978	0.02	0.0141463	4	0.0632797	4	
0.98	0.02	0.0101179	4	0.0566762	4	
0.982	0.02	0.00609222	4	0.0510563	4	
0.984	0.02	0.00206928	4	0.0452357	4	
0.986	0.02	0.00195093	4	0.0400266	4	
0.988	0.02	0.00596843	4	0.0355486	3	
0.99	0.02	0.00998322	4	0.0317253	4	
0.992	0.02	0.00850217	3	0.028493	4	
0.994	0.02	0.00516702	3	0.026074	4	
0.996	0.02	0.00231707	3	0.0246896	3	
0.998	0.02	0.000469097	3	0.0248283	4	
1	0.02	5.44328e-05	3	0.0274842	4	
1.002	0.02	0.000354297	3	0.0316507	4	
1.004	0.02	0.0021808	3	0.0371102	4	
1.006	0.02	0.00499657	3	0.043405	4	
1.008	0.02	0.00828914	3	0.0491588	4	
1.01	0.02	0.0100165	4	0.0551501	4	
1.012	0.02	0.0060311	4	0.0613094	4	
1.014	0.02	0.00204827	4	0.0689172	4	
1.016	0.02	0.00193195	4	0.0753861	4	
1.018	0.02	0.00590955	4	0.0819218	4	
1.02	0.02	0.00988454	4	0.0885097	4	
1.022	0.02	0.0138569	4	0.0951388	4	
1.024	0.02	0.0178267	4	0.101801	4	
1.026	0.02	0.0217939	4	0.10849	4	
1.028	0.02	0.0257586	4	0.115202	4	
1.03	0.02	0.0297206	4	0.121933	4	
1.032	0.02	0.0336801	4	0.128679	4	
1.034	0.02	0.037637	4	0.135438	4	
1.036	0.02	0.0415913	4	0.142209	4	
1.038	0.02	0.0455431	4	0.14899	4	
1.04	0.02	0.0494923	4	0.15578	4	
1.042	0.02	0.053439	4	0.162576	4	
1.044	0.02	0.0573831	4	0.16938	4	
1.046	0.02	0.0613247	4	0.176189	4	
1.048	0.02	0.0652638	4	0.183004	4	
1.05	0.02	0.0692003	4	0.189823	4	
1.052	0.02	0.0731343	4	0.196647	4	
1.054	0.02	0.0770658	4	0.203474	5	
1.056	0.02	0.0809948	4	0.210304	5	
1.058	0.02	0.0849212	4	0.217137	5	
1.06	0.02	0.0888452	4	0.223974	5	
1.062	0.02	0.0927666	4	0.230812	5	
1.064	0.02	0.0966856	4	0.237653	5	
1.066	0.02	0.100602	4	0.244496	5	
1.068	0.02	0.104516	4	0.251341	5	
1.07	0.02	0.108428	4	0.258188	5	
1.072	0.02	0.112337	4	0.265036	5	
1.074	0.02	0.116243	4	0.271886	5	
1.076	0.02	0.120147	4	0.278738	5	
1.078	0.02	0.124049	4	0.28559	5	
1.08	0.02	0.127948	4	0.292444	5	
1.082	0.02	0.131845	4	0.299299	5	
1.084	0.02	0.135739	4	0.306155	5	
1.086	0.02	0.139631	4	0.313011	5	
1.088	0.02	0.143521	4	0.319869	5	
1.09	0.02	0.147408	4	0.326728	5	
1.092	0.02	0.151292	4	0.333587	5	
1.094	0.02	0.155174	4	0.340447	5	
1.096	0.02	0.159054	4	0.347308	5	
1.098	0.02	0.162932	4	0.354169	5	
1.1	0.02	0.166806	4	0.361031	5	

0.9	0.03	0.158431	3	0.318949	5	
0.902	0.03	0.154291	3	0.312195	5	
0.904	0.03	0.150155	3	0.305443	5	
0.906	0.03	0.146021	3	0.298693	5	
0.908	0.03	0.14189	3	0.291946	5	
0.91	0.03	0.137762	3	0.285201	5	
0.912	0.03	0.133637	3	0.27846	5	
0.914	0.03	0.129515	3	0.271721	5	
0.916	0.03	0.125396	4	0.264985	5	
0.918	0.03	0.12128	4	0.258253	5	
0.92	0.03	0.117167	4	0.251525	5	
0.922	0.03	0.113057	4	0.244801	5	
0.924	0.03	0.108949	4	0.238081	5	
0.926	0.03	0.104845	4	0.231365	4	
0.928	0.03	0.100743	4	0.224655	4	
0.93	0.03	0.0966442	4	0.217951	4	
0.932	0.03	0.0925483	4	0.211253	4	
0.934	0.03	0.0884554	4	0.204561	4	
0.936	0.03	0.0843652	4	0.197877	4	
0.938	0.03	0.080278	4	0.188912	5	
0.94	0.03	0.0761936	4	0.182367	5	
0.942	0.03	0.072112	4	0.175833	5	
0.944	0.03	0.0680333	4	0.169309	4	
0.946	0.03	0.0639575	4	0.162799	4	
0.948	0.03	0.0598844	4	0.156302	4	
0.95	0.03	0.0558142	4	0.149822	4	
0.952	0.03	0.0517469	4	0.14336	4	
0.954	0.03	0.0476823	4	0.136919	4	
0.956	0.03	0.0436206	4	0.130501	4	
0.958	0.03	0.0395616	4	0.122471	4	
0.96	0.03	0.0355055	4	0.116273	4	
0.962	0.03	0.0314521	4	0.110112	4	
0.964	0.03	0.0274016	4	0.103995	4	
0.966	0.03	0.0233538	4	0.0979304	4	
0.968	0.03	0.0193088	4	0.0907533	4	
0.97	0.03	0.0152666	4	0.0850162	4	
0.972	0.03	0.0112272	4	0.0793688	4	
0.974	0.03	0.0071905	4	0.073047	4	
0.976	0.03	0.00315658	4	0.0678542	4	
0.978	0.03	0.00087459	5	0.0623759	4	
0.98	0.03	0.00490302	4	0.0575049	4	
0.982	0.03	0.0089287	4	0.0533229	4	
0.984	0.03	0.0129517	4	0.0493155	4	
0.986	0.03	0.0163983	3	0.0458586	4	
0.988	0.03	0.0128333	3	0.042741	4	
0.99	0.03	0.00943003	3	0.040165	4	
0.992	0.03	0.00627658	3	0.0382399	4	
0.994	0.03	0.00352668	3	0.0370407	3	
0.996	0.03	0.00143854	3	0.0367069	4	
0.998	0.03	0.000325951	3	0.0383281	4	
1	0.03	0.000122473	3	0.0412366	4	
1.002	0.03	7.55592e-05	4	0.0455122	4	
1.004	0.03	0.00116812	3	0.0508729	4	
1.006	0.03	0.00322006	3	0.0556763	4	
1.008	0.03	0.00592114	3	0.0623469	4	
1.01	0.03	0.00901642	3	0.0679471	4	
1.012	0.03	0.012354	3	0.0737485	4	
1.014	0.03	0.0158467	3	0.0797071	4	
1.016	0.03	0.0130473	4	0.08579	4	
1.018	0.03	0.00906971	4	0.0919728	4	
1.02	0.03	0.00509469	4	0.0982363	4	
1.022	0.03	0.00112227	4	0.106607	4	
1.024	0.03	0.00284756	4	0.113088	4	
1.026	0.03	0.00681481	4	0.119614	4	
1.028	0.03	0.0107795	4	0.126177	4	
1.03	0.03	0.0147416	4	0.132772	4	
1.032	0.03	0.0187011	4	0.139395	4	
1.034	0.03	0.0226581	4	0.146042	4	
1.036	0.03	0.0266125	4	0.152709	4	
1.038	0.03	0.0305643	4	0.159394	4	
1.04	0.03	0.0345136	4	0.166094	4	
1.042	0.03	0.0384604	4	0.172809	5	
1.044	0.03	0.0424046	4	0.179536	5	
1.046	0.03	0.0463463	4	0.186275	5	
1.048	0.03	0.0502855	4	0.193023	5	
1.05	0.03	0.0542221	4	0.19978	5	
1.052	0.03	0.0581562	4	0.206545	5	
1.054	0.03	0.0620878	4	0.213317	5	
1.056	0.03	0.066017	4	0.220096	5	
1.058	0.03	0.0699436	4	0.226881	5	
1.06	0.03	0.0738677	4	0.233671	5	
1.062	0.03	0.0777893	4	0.240467	5	
1.064	0.03	0.0817084	4	0.247267	5	
1.066	0.03	0.085625	4	0.254071	5	
1.068	0.03	0.0895392	4	0.260879	5	
1.07	0.03	0.0934509	4	0.26769	5	
1.072	0.03	0.0973601	4	0.274505	5	
1.074	0.03	0.101267	4	0.281323	5	
1.076	0.03	0.105171	4	0.288144	5	
1.078	0.03	0.109073	4	0.294967	5	
1.08	0.03	0.112972	4	0.301793	5	
1.082	0.03	0.116869	4	0.308622	5	
1.084	0.03	0.120764	4	0.315452	5	
1.086	0.03	0.124656	4	0.322284	5	
1.088	0.03	0.128546	4	0.329119	5	
1.09	0.03	0.132433	4	0.335955	5	
1.092	0.03	0.136318	4	0.342792	5	
1.094	0.03	0.1402	4	0.349631	5	
1.096	0.03	0.14408	4	0.356472	5	
1.098	0.03	0.147958	4	0.363314	5	
1.1	0.03	0.151833	4	0.370158	5	

0.9	0.04	0.143407	3	0.312976	5	
0.902	0.04	0.139267	3	0.306262	5	
0.904	0.04	0.13513	3	0.299551	5	
0.906	0.04	0.130996	3	0.292845	5	
0.908	0.04	0.126865	3	0.286144	5	
0.91	0.04	0.122737	3	0.279447	5	
0.912	0.04	0.118612	3	0.272756	5	
0.914	0.04	0.11449	3	0.26607	5	
0.916	0.04	0.11037	3	0.25939	4	
0.918	0.04	0.106254	3	0.249718	5	
0.92	0.04	0.102141	3	0.243172	5	
0.922	0.04	0.0980301	3	0.236635	5	
0.924	0.04	0.0939225	3	0.230106	5	
0.926	0.04	0.0898178	4	0.223586	5	
0.928	0.04	0.085716	4	0.217075	5	
0.93	0.04	0.081617	4	0.210576	5	
0.932	0.04	0.077521	4	0.204088	5	
0.934	0.04	0.0734279	4	0.197613	5	
0.936	0.04	0.0693376	4	0.191152	4	
0.938	0.04	0.0652502	4	0.184707	4	
0.94	0.04	0.0611656	4	0.17828	4	
0.942	0.04	0.0570839	4	0.171871	4	
0.944	0.04	0.0530051	4	0.163303	5	
0.946	0.04	0.0489291	4	0.157099	4	
0.948	0.04	0.044856	4	0.150922	4	
0.95	0.04	0.0407857	4	0.144776	4	
0.952	0.04	0.0367182	4	0.138664	4	
0.954	0.04	0.0326535	4	0.132591	4	
0.956	0.04	0.0285917	4	0.126562	4	
0.958	0.04	0.0245327	4	0.119086	4	
0.96	0.04	0.0204765	4	0.113357	4	
0.962	0.04	0.0164231	4	0.107697	4	
0.964	0.04	0.0123725	4	0.102114	4	
0.966	0.04	0.00832464	4	0.0956488	4	
0.968	0.04	0.00427961	4	0.0904731	4	
0.97	0.04	0.000237356	5	0.0847507	4	
0.972	0.04	0.00380212	4	0.0800541	4	
0.974	0.04	0.00783883	4	0.0752492	4	
0.976	0.04	0.0118728	4	0.0710973	4	
0.978	0.04	0.015904	4	0.0670673	4	
0.98	0.04	0.0199324	4	0.0634512	4	
0.982	0.04	0.0207791	3	0.0600466	4	
0.984	0.04	0.0172178	3	0.0569899	4	
0.986	0.04	0.0137778	3	0.0543395	4	
0.988	0.04	0.0105046	3	0.052157	4	
0.99	0.04	0.00746713	2	0.0505028	4	
0.992	0.04	0.00477031	3	0.0493961	3	
0.994	0.04	0.00256872	3	0.0489657	4	
0.996	0.04	0.00105288	3	0.0496777	4	
0.998	0.04	0.0003372	3	0.0516925	4	
1	0.04	0.000217727	3	0.0549958	4	
1.002	0.04	0.00010348	3	0.0594563	4	
1.004	0.04	0.000593696	3	0.0633303	4	
1.006	0.04	0.0020744	3	0.0693952	4	
1.008	0.04	0.00422522	3	0.0742497	4	
1.01	0.04	0.00685856	3	0.0793683	4	
1.012	0.04	0.00982281	3	0.0868394	4	
1.014	0.04	0.0130145	3	0.0925215	4	
1.016	0.04	0.0163658	3	0.0983449	4	
1.018	0.04	0.0198317	3	0.104286	4	
1.02	0.04	0.0200657	4	0.110325	5	
1.022	0.04	0.0160933	4	0.116448	5	
1.024	0.04	0.0121235	4	0.122642	5	
1.026	0.04	0.00815619	4	0.128896	5	
1.028	0.04	0.00419149	4	0.13786	4	
1.03	0.04	0.00022936	5	0.144309	4	
1.032	0.04	0.00373021	4	0.150796	4	
1.034	0.04	0.00768722	4	0.157316	5	
1.036	0.04	0.0116417	4	0.163866	5	
1.038	0.04	0.0155936	4	0.170442	5	
1.04	0.04	0.019543	4	0.17704	5	
1.042	0.04	0.0234898	4	0.18366	5	
1.044	0.04	0.0274341	4	0.190297	5	
1.046	0.04	0.0313759	4	0.196951	5	
1.048	0.04	0.0353151	4	0.20362	5	
1.05	0.04	0.0392519	4	0.210303	5	
1.052	0.04	0.0431861	4	0.216998	5	
1.054	0.04	0.0471178	4	0.223703	5	
1.056	0.04	0.051047	4	0.23042	5	
1.058	0.04	0.0549738	4	0.237145	5	
1.06	0.04	0.058898	4	0.243879	5	
1.062	0.04	0.0628197	4	0.25062	5	
1.064	0.04	0.066739	4	0.257369	5	
1.066	0.04	0.0706558	4	0.264125	5	
1.068	0.04	0.0745701	4	0.270887	5	
1.07	0.04	0.078482	4	0.277654	5	
1.072	0.04	0.0823914	4	0.284427	5	
1.074	0.04	0.0862983	4	0.291205	5	
1.076	0.04	0.0902028	4	0.297987	5	
1.078	0.04	0.0941048	4	0.304773	5	
1.08	0.04	0.0980044	4	0.311564	5	
1.082	0.04	0.101902	4	0.318358	5	
1.084	0.04	0.105796	4	0.325156	5	
1.086	0.04	0.109689	4	0.331957	5	
1.088	0.04	0.113579	4	0.338761	5	
1.09	0.04	0.117466	4	0.345568	5	
1.092	0.04	0.121351	4	0.352378	5	
1.094	0.04	0.125234	4	0.35919	5	
1.096	0.04	0.129114	4	0.366005	5	
1.098	0.04	0.132992	4	0.372822	5	
1.1	0.04	0.136867	4	0.379641	5	

0.9	0.05	0.128374	3	0.303986	5	
0.902	0.05	0.124234	3	0.297446	5	
0.904	0.05	0.120097	3	0.290913	5	
0.906	0.05	0.115963	3	0.284386	5	
0.908	0.05	0.111831	3	0.277868	5	
0.91	0.05	0.107703	3	0.271357	5	
0.912	0.05	0.103578	3	0.264855	5	
0.914	0.05	0.0994551	3	0.258363	5	
0.916	0.05	0.0953356	3	0.25188	5	
0.918	0.05	0.091219	3	0.245408	5	
0.92	0.05	0.0871054	3	0.238948	5	
0.922	0.05	0.0829947	3	0.2325	5	
0.924	0.05	0.0788869	3	0.226066	5	
0.926	0.05	0.074782	3	0.219647	5	
0.928	0.05	0.07068	3	0.213244	4	
0.93	0.05	0.066581	3	0.204139	5	
0.932	0.05	0.0624848	4	0.197931	5	
0.934	0.05	0.0583915	4	0.191745	5	
0.936	0.05	0.054301	4	0.185581	5	
0.938	0.05	0.0502135	4	0.179443	5	
0.94	0.05	0.0461288	4	0.173334	4	
0.942	0.05	0.042047	4	0.167255	4	
0.944	0.05	0.0379681	4	0.161212	4	
0.946	0.05	0.033892	4	0.153194	4	
0.948	0.05	0.0298188	4	0.147423	4	
0.95	0.05	0.0257484	4	0.1417	4	
0.952	0.05	0.0216808	4	0.136031	4	
0.954	0.05	0.0176161	4	0.130422	4	
0.956	0.05	0.0135542	4	0.12351	4	
0.958	0.05	0.00949509	4	0.118258	4	
0.96	0.05	0.00543883	4	0.113092	4	
0.962	0.05	0.00138538	4	0.107136	4	
0.964	0.05	0.00266528	4	0.102394	4	
0.966	0.05	0.00671313	4	0.0977747	4	
0.968	0.05	0.0107582	4	0.0930051	4	
0.97	0.05	0.0148005	4	0.0888717	4	
0.972	0.05	0.01884	4	0.0848375	4	
0.974	0.05	0.0228767	4	0.0809095	4	
0.976	0.05	0.0269106	4	0.0775646	4	
0.978	0.05	0.025219	3	0.0742584	4	
0.98	0.05	0.0216559	3	0.0712397	4	
0.982	0.05	0.01819	3	0.0685462	4	
0.984	0.05	0.0148492	3	0.0662172	4	
0.986	0.05	0.0116722	3	0.0642923	4	
0.988	0.05	0.00871318	3	0.0625691	4	
0.99	0.05	0.00604795	3	0.0617557	3	
0.992	0.05	0.00377896	3	0.0612706	4	
0.994	0.05	0.00203029	3	0.061764	4	
0.996	0.05	0.000910359	3	0.0625912	4	
0.998	0.05	0.000418714	3	0.065107	4	
1	0.05	0.000340193	4	0.0687619	4	
1.002	0.05	0.000266786	3	0.0734402	4	
1.004	0.05	0.000207421	3	0.0771775	4	
1.006	0.05	0.00129404	3	0.083311	4	
1.008	0.05	0.00299256	3	0.0879465	4	
1.01	0.05	0.00519643	2	0.0928302	4	
1.012	0.05	0.00778367	3	0.0979249	5	
1.014	0.05	0.0106545	3	0.105784	4	
1.016	0.05	0.0137345	3	0.111385	5	
1.018	0.05	0.0169705	3	0.117112	5	
1.02	0.05	0.0203246	3	0.122948	5	
1.022	0.05	0.0237694	3	0.128878	5	
1.024	0.05	0.0270863	4	0.134889	5	
1.026	0.05	0.023119	4	0.140972	5	
1.028	0.05	0.0191543	4	0.147117	5	
1.03	0.05	0.0151922	4	0.153316	5	
1.032	0.05	0.0112326	4	0.159564	5	
1.034	0.05	0.00727554	4	0.16913	5	
1.036	0.05	0.00332104	4	0.175558	5	
1.038	0.05	0.000630913	5	0.182019	5	
1.04	0.05	0.00458033	4	0.188509	5	
1.042	0.05	0.00852722	4	0.195026	5	
1.044	0.05	0.0124716	4	0.201567	5	
1.046	0.05	0.0164134	4	0.20813	5	
1.048	0.05	0.0203528	4	0.214713	5	
1.05	0.05	0.0242896	4	0.221313	5	
1.052	0.05	0.0282239	4	0.22793	5	
1.054	0.05	0.0321557	4	0.234562	5	
1.056	0.05	0.036085	4	0.241208	5	
1.058	0.05	0.0400119	4	0.247866	5	
1.06	0.05	0.0439362	4	0.254536	5	
1.062	0.05	0.0478581	4	0.261217	5	
1.064	0.05	0.0517775	4	0.267908	5	
1.066	0.05	0.0556944	4	0.274608	5	
1.068	0.05	0.0596088	4	0.281316	5	
1.07	0.05	0.0635208	4	0.288033	5	
1.072	0.05	0.0674304	4	0.294757	5	
