#1:t	2:m	3:gap1	4:kx_itr1	5:gap2	6:kx_itr2	7:...
0.38	0.07	0.507574	3	1.48916	5	
0.39	0.07	0.55479	3	1.46456	5	

0.2	0.08	0.295744	3	1.9711	5	
0.21	0.08	0.248454	4	1.94399	5	
0.22	0.08	0.201166	4	1.91702	5	
0.23	0.08	0.153879	3	1.89018	5	
0.24	0.08	0.106594	4	1.86347	5	
0.25	0.08	0.0861388	4	1.83691	5	
0.26	0.08	0.0389565	4	1.81048	5	
0.27	0.08	0.0082153	3	1.78418	5	
0.28	0.08	0.055375	4	1.75803	5	
0.29	0.08	0.102521	4	1.73201	5	
0.3	0.08	0.126333	3	1.70613	5	
0.31	0.08	0.1736	4	1.68039	5	
0.32	0.08	0.220861	3	1.65479	5	
0.33	0.08	0.268118	4	1.62934	5	
0.34	0.08	0.315367	4	1.60402	5	
0.35	0.08	0.362608	3	1.57885	5	
0.36	0.08	0.40984	4	1.55382	5	
0.37	0.08	0.45706	4	1.52894	5	
0.38	0.08	0.504265	3	1.5042	5	
0.39	0.08	0.551452	3	1.35325	5	

0.2	0.09	0.292456	3	1.98576	5	
0.21	0.09	0.245174	3	1.95868	5	
0.22	0.09	0.197894	4	1.93173	5	
0.23	0.09	0.150617	4	1.90492	5	
0.24	0.09	0.103342	3	1.87824	5	
0.25	0.09	0.0864584	3	1.85169	5	
0.26	0.09	0.0393128	4	1.82529	5	
0.27	0.09	0.00781943	4	1.79901	5	
0.28	0.09	0.0549364	4	1.77288	5	
0.29	0.09	0.102036	4	1.74688	5	
0.3	0.09	0.123169	4	1.72103	5	
0.31	0.09	0.170422	3	1.69531	5	
0.32	0.09	0.217669	3	1.66973	5	
0.33	0.09	0.264908	4	1.64429	5	
0.34	0.09	0.312139	4	1.61899	5	
0.35	0.09	0.359361	4	1.59384	5	
0.36	0.09	0.40657	3	1.56882	5	
0.37	0.09	0.453764	3	1.54396	5	
0.38	0.09	0.50094	3	1.37824	5	
0.39	0.09	0.548093	3	1.35497	5	

0.2	0.1	0.289152	3	2.00042	5	
0.21	0.1	0.24188	3	1.97336	5	
0.22	0.1	0.19461	4	1.94643	5	
0.23	0.1	0.147343	4	1.91964	5	
0.24	0.1	0.100078	4	1.89299	5	
0.25	0.1	0.0528175	4	1.86647	5	
0.26	0.1	0.0397111	4	1.84008	5	
0.27	0.1	0.00737689	4	1.81384	5	
0.28	0.1	0.0544461	4	1.78772	5	
0.29	0.1	0.0727622	4	1.76175	5	
0.3	0.1	0.120006	4	1.73591	5	
0.31	0.1	0.167243	3	1.71021	5	
0.32	0.1	0.214473	3	1.68465	5	
0.33	0.1	0.261695	3	1.65923	5	
0.34	0.1	0.308906	3	1.63395	5	
0.35	0.1	0.356104	3	1.60881	5	
0.36	0.1	0.403288	3	1.58382	5	
0.37	0.1	0.450454	3	1.55896	5	
0.38	0.1	0.497598	4	1.37991	5	
0.39	0.1	0.544714	3	1.35665	5	

0.2	0.11	0.285834	4	2.01506	5	
0.21	0.11	0.238572	3	1.98803	5	
0.22	0.11	0.191313	3	1.96113	5	
0.23	0.11	0.144057	4	1.93436	5	
0.24	0.11	0.0968046	3	1.90773	5	
0.25	0.11	0.0495564	4	1.88124	5	
0.26	0.11	0.0401514	4	1.85488	5	
0.27	0.11	0.00688762	4	1.82865	5	
0.28	0.11	0.0223804	3	1.80256	5	
0.29	0.11	0.0696151	4	1.7766	5	
0.3	0.11	0.116843	4	1.75079	5	
0.31	0.11	0.164064	3	1.72511	5	
0.32	0.11	0.211275	3	1.69957	5	
0.33	0.11	0.258476	3	1.67416	5	
0.34	0.11	0.305665	3	1.6489	5	
0.35	0.11	0.352839	3	1.62378	5	
0.36	0.11	0.399996	4	1.5988	5	
0.37	0.11	0.447131	3	1.40501	5	
0.38	0.11	0.49424	3	1.38154	5	
0.39	0.11	0.541316	4	1.35829	5	

0.2	0.12	0.2825	3	2.02969	5	
0.21	0.12	0.235249	4	2.00269	5	
0.22	0.12	0.188002	3	1.97581	5	
0.23	0.12	0.140759	4	1.94907	5	
0.24	0.12	0.0935199	4	1.92247	5	
0.25	0.12	0.0462858	4	1.89599	5	
0.26	0.12	0.000942708	4	1.86966	5	
0.27	0.12	0.00635155	4	1.84345	5	
0.28	0.12	0.019251	4	1.81738	5	
0.29	0.12	0.0664698	4	1.79145	5	
0.3	0.12	0.113681	4	1.76565	5	
0.31	0.12	0.160883	3	1.73999	5	
0.32	0.12	0.208075	3	1.71447	5	
0.33	0.12	0.255254	3	1.68909	5	
0.34	0.12	0.302419	3	1.66384	5	
0.35	0.12	0.349566	4	1.63873	5	
0.36	0.12	0.396693	3	1.43027	5	
0.37	0.12	0.443795	3	1.40658	5	
0.38	0.12	0.490866	3	1.35996	5	
0.39	0.12	0.537899	3	1.33874	5	

0.2	0.13	0.279151	4	2.04432	5	
0.21	0.13	0.231912	3	2.01734	5	
0.22	0.13	0.184678	4	1.99049	5	
0.23	0.13	0.137449	3	1.96377	5	
0.24	0.13	0.0902242	4	1.93719	5	
0.25	0.13	0.0430055	3	1.91074	5	
0.26	0.13	0.00420656	4	1.88443	5	
0.27	0.13	0.0310852	4	1.85824	5	
0.28	0.13	0.0161245	4	1.8322	5	
0.29	0.13	0.0633262	4	1.80628	5	
0.3	0.13	0.110519	3	1.78051	5	
0.31	0.13	0.157701	3	1.75487	5	
0.32	0.13	0.204871	3	1.72936	5	
0.33	0.13	0.252027	3	1.704	5	
0.34	0.13	0.299166	4	1.67877	5	
0.35	0.13	0.346285	3	1.65368	5	
0.36	0.13	0.39338	4	1.43178	5	
0.37	0.13	0.440447	3	1.38387	5	
0.38	0.13	0.487477	4	1.36232	5	
0.39	0.13	0.534463	3	1.34111	5	

0.2	0.14	0.275785	4	2.05894	5	
0.21	0.14	0.228561	4	2.03198	5	
0.22	0.14	0.181341	4	2.00516	5	
0.23	0.14	0.134126	4	1.97847	5	
0.24	0.14	0.0869173	4	1.95191	5	
0.25	0.14	0.0397154	4	1.92548	5	
0.26	0.14	0.00747883	4	1.89919	5	
0.27	0.14	0.0341916	4	1.87303	5	
0.28	0.14	0.0130009	4	1.847	5	
0.29	0.14	0.0601843	3	1.82111	5	
0.3	0.14	0.107357	3	1.79535	5	
0.31	0.14	0.154518	3	1.76973	5	
0.32	0.14	0.201665	3	1.74424	5	
0.33	0.14	0.248796	3	1.71889	5	
0.34	0.14	0.295907	4	1.69368	5	
0.35	0.14	0.342996	3	1.66861	5	
0.36	0.14	0.390057	3	1.40804	5	
0.37	0.14	0.437085	3	1.38616	5	
0.38	0.14	0.484073	3	1.36463	5	
0.39	0.14	0.531009	3	1.34343	5	

0.2	0.15	0.272404	3	2.07355	5	
0.21	0.15	0.225194	4	2.04661	5	
0.22	0.15	0.177989	3	2.01982	5	
0.23	0.15	0.130791	4	1.99315	5	
0.24	0.15	0.0835991	3	1.96661	5	
0.25	0.15	0.0364152	4	1.94021	5	
0.26	0.15	0.0107596	4	1.91394	5	
0.27	0.15	0.00446216	3	1.8878	5	
0.28	0.15	0.00988003	4	1.86179	5	
0.29	0.15	0.0570438	4	1.83592	5	
0.3	0.15	0.104196	4	1.81018	5	
0.31	0.15	0.151334	4	1.78458	5	
0.32	0.15	0.198456	3	1.75911	5	
0.33	0.15	0.24556	3	1.73378	5	
0.34	0.15	0.292642	4	1.68718	5	
0.35	0.15	0.339698	3	1.43244	5	
0.36	0.15	0.386724	3	1.41027	5	
0.37	0.15	0.433711	3	1.38841	5	
0.38	0.15	0.480653	3	1.3669	5	
0.39	0.15	0.527538	3	1.34572	5	

0.2	0.16	0.269007	4	2.08814	5	
0.21	0.16	0.221812	3	2.06124	5	
0.22	0.16	0.174624	4	2.03446	5	
0.23	0.16	0.127443	4	2.00782	5	
0.24	0.16	0.0802693	4	1.98131	5	
0.25	0.16	0.0331049	4	1.95493	5	
0.26	0.16	0.0140491	4	1.92868	5	
0.27	0.16	0.0037383	4	1.90256	5	
0.28	0.16	0.00676189	4	1.87658	5	
0.29	0.16	0.0539049	4	1.85072	5	
0.3	0.16	0.101034	4	1.82501	5	
0.31	0.16	0.148149	4	1.79942	5	
0.32	0.16	0.195245	3	1.75119	5	
0.33	0.16	0.24232	3	1.72672	5	
0.34	0.16	0.289371	4	1.45708	5	
0.35	0.16	0.336393	4	1.43461	5	
0.36	0.16	0.38338	4	1.41245	5	
0.37	0.16	0.430325	3	1.39062	5	
0.38	0.16	0.477219	3	1.36912	5	
0.39	0.16	0.524049	4	1.34796	5	

0.2	0.17	0.265593	4	2.10273	5	
0.21	0.17	0.218415	3	2.07585	5	
0.22	0.17	0.171244	4	2.0491	5	
0.23	0.17	0.124082	3	2.02248	5	
0.24	0.17	0.0769278	4	1.99599	5	
0.25	0.17	0.0297843	4	1.96963	5	
0.26	0.17	0.0173475	4	1.94341	5	
0.27	0.17	0.00296742	4	1.91731	5	
0.28	0.17	0.00364634	4	1.89135	5	
0.29	0.17	0.0507673	4	1.86552	5	
0.3	0.17	0.0978733	4	1.81586	5	
0.31	0.17	0.144962	4	1.79104	5	
0.32	0.17	0.192031	3	1.7664	5	
0.33	0.17	0.239076	3	1.74194	5	
0.34	0.17	0.286094	3	1.45919	5	
0.35	0.17	0.33308	4	1.43673	5	
0.36	0.17	0.380027	3	1.4146	5	
0.37	0.17	0.426927	3	1.39278	5	
0.38	0.17	0.47377	3	1.3713	5	
0.39	0.17	0.520542	3	1.32331	5	

0.2	0.18	0.262162	3	2.11731	5	
0.21	0.18	0.215002	4	2.09046	5	
0.22	0.18	0.16785	3	2.06373	5	
0.23	0.18	0.120707	4	2.03713	5	
0.24	0.18	0.0735745	4	2.01067	5	
0.25	0.18	0.0264532	4	1.98433	5	
0.26	0.18	0.0206547	4	1.95813	5	
0.27	0.18	0.00214938	3	1.93205	5	
0.28	0.18	0.00053332	4	1.88116	5	
0.29	0.18	0.047631	4	1.856	5	
0.3	0.18	0.0947121	4	1.83102	5	
0.31	0.18	0.141774	4	1.80622	5	
0.32	0.18	0.188814	4	1.78159	5	
0.33	0.18	0.235828	4	1.48399	5	
0.34	0.18	0.282811	3	1.46125	5	
0.35	0.18	0.329759	3	1.43882	5	
0.36	0.18	0.376664	3	1.4167	5	
0.37	0.18	0.423517	4	1.39491	5	
0.38	0.18	0.470307	4	1.34475	5	
0.39	0.18	0.517019	3	1.32627	5	

0.2	0.19	0.258715	4	2.13188	5	
0.21	0.19	0.211574	4	2.10505	5	
0.22	0.19	0.164442	4	2.07835	5	
0.23	0.19	0.11732	4	2.05178	5	
0.24	0.19	0.070209	4	2.02533	5	
0.25	0.19	0.0231115	3	1.9727	5	
0.26	0.19	0.0239711	3	1.94706	5	
0.27	0.19	0.00128407	4	1.92158	5	
0.28	0.19	0.00257731	3	1.89627	5	
0.29	0.19	0.0444961	3	1.87114	5	
0.3	0.19	0.091551	3	1.84617	5	
0.31	0.19	0.138585	4	1.82139	5	
0.32	0.19	0.185594	4	1.79677	5	
0.33	0.19	0.232575	4	1.48598	5	
0.34	0.19	0.279523	3	1.46326	5	
0.35	0.19	0.326431	3	1.44085	5	
0.36	0.19	0.373292	3	1.41876	5	
0.37	0.19	0.420096	3	1.39698	5	
0.38	0.19	0.466831	3	1.34765	5	
0.39	0.19	0.51348	3	1.32919	5	

0.2	0.2	0.25525	4	2.14229	3	
0.21	0.2	0.208129	3	2.11964	5	
0.22	0.2	0.161018	4	2.0656	5	
0.23	0.2	0.113918	4	2.03949	5	
0.24	0.2	0.0668314	3	2.01354	5	
0.25	0.2	0.019759	4	1.98775	5	
0.26	0.2	0.0272967	3	1.96212	5	
0.27	0.2	0.000371428	4	1.93667	5	
0.28	0.2	0.00568553	4	1.91138	5	
0.29	0.2	0.0413623	4	1.88626	5	
0.3	0.2	0.0883899	3	1.86132	5	
0.31	0.2	0.135394	4	1.83654	5	
0.32	0.2	0.182372	4	1.51093	5	
0.33	0.2	0.229318	4	1.48793	5	
0.34	0.2	0.276228	3	1.46524	5	
0.35	0.2	0.323095	3	1.44285	5	
0.36	0.2	0.36991	4	1.42077	5	
0.37	0.2	0.416663	3	1.36943	5	
0.38	0.2	0.46334	3	1.35051	5	
0.39	0.2	0.509924	3	1.33207	5	

0.2	0.21	0.251768	3	2.13322	5	
0.21	0.21	0.204668	4	2.10681	5	
0.22	0.21	0.15758	4	2.08056	5	
0.23	0.21	0.110503	3	2.05447	5	
0.24	0.21	0.0634413	4	2.02855	5	
0.25	0.21	0.0163955	4	2.00278	5	
0.26	0.21	0.0306317	4	1.97718	5	
0.27	0.21	0.000588639	4	1.95174	5	
0.28	0.21	0.00879153	4	1.92647	5	
0.29	0.21	0.0382296	4	1.90137	5	
0.3	0.21	0.0852286	4	1.87645	5	
0.31	0.21	0.132202	3	1.85169	5	
0.32	0.21	0.179147	4	1.51281	5	
0.33	0.21	0.226057	4	1.48984	5	
0.34	0.21	0.272928	3	1.46716	5	
0.35	0.21	0.319751	4	1.41142	5	
0.36	0.21	0.366518	3	1.39159	5	
0.37	0.21	0.413218	3	1.37223	5	
0.38	0.21	0.459836	4	1.35333	5	
0.39	0.21	0.506352	3	1.33491	5	

0.2	0.22	0.248269	4	2.13405	3	
0.21	0.22	0.201191	4	2.12174	5	
0.22	0.22	0.154126	3	2.09552	5	
0.23	0.22	0.107074	4	2.06945	5	
0.24	0.22	0.0600386	4	2.04355	5	
0.25	0.22	0.0130209	4	2.0178	5	
0.26	0.22	0.0339762	4	1.99222	5	
0.27	0.22	0.0589096	4	1.96681	5	
0.28	0.22	0.0118954	4	1.94156	5	
0.29	0.22	0.0350979	4	1.91648	5	
0.3	0.22	0.0820672	4	1.89156	5	
0.31	0.22	0.129009	3	1.86682	5	
0.32	0.22	0.175919	4	1.51465	5	
0.33	0.22	0.222792	4	1.4917	5	
0.34	0.22	0.269621	3	1.43436	5	
0.35	0.22	0.3164	4	1.41412	5	
0.36	0.22	0.363118	4	1.39432	5	
0.37	0.22	0.409762	4	1.37498	5	
0.38	0.22	0.456318	3	1.3561	5	
0.39	0.22	0.502765	3	1.33771	5	

0.2	0.23	0.244751	4	2.12986	3	
0.21	0.23	0.197697	3	2.13666	5	
0.22	0.23	0.150656	4	2.11046	5	
0.23	0.23	0.103631	4	2.08442	5	
0.24	0.23	0.0566231	4	2.05854	5	
0.25	0.23	0.00963495	4	2.03282	5	
0.26	0.23	0.0373304	4	2.00726	5	
0.27	0.23	0.00265144	4	1.98186	5	
0.28	0.23	0.0149971	4	1.95663	5	
0.29	0.23	0.0319672	3	1.93156	5	
0.3	0.23	0.0789055	4	1.90667	5	
0.31	0.23	0.125814	4	1.88194	5	
0.32	0.23	0.172688	4	1.51644	5	
0.33	0.23	0.219522	3	1.45763	5	
0.34	0.23	0.266309	4	1.43699	5	
0.35	0.23	0.313041	3	1.41678	5	
0.36	0.23	0.359708	3	1.39701	5	
0.37	0.23	0.406296	3	1.37769	5	
0.38	0.23	0.452788	3	1.35884	5	
0.39	0.23	0.499162	3	1.30905	5	

0.2	0.24	0.241215	3	2.12562	3	
0.21	0.24	0.194186	3	2.15157	5	
0.22	0.24	0.147171	4	2.12539	5	
0.23	0.24	0.100173	4	2.09938	5	
0.24	0.24	0.0531946	4	2.07352	5	
0.25	0.24	0.00623758	4	2.04782	5	
0.26	0.24	0.0497252	4	2.02228	5	
0.27	0.24	0.00375439	4	1.9969	5	
0.28	0.24	0.0421072	4	1.97169	5	
0.29	0.24	0.0288374	4	1.94664	5	
0.3	0.24	0.0757436	3	1.92176	5	
0.31	0.24	0.122618	4	1.89706	5	
0.32	0.24	0.169454	4	1.48123	5	
0.33	0.24	0.216248	3	1.4602	5	
0.34	0.24	0.262991	3	1.43959	5	
0.35	0.24	0.309675	3	1.4194	5	
0.36	0.24	0.356289	3	1.39965	5	
0.37	0.24	0.402818	3	1.38036	5	
0.38	0.24	0.449244	3	1.32766	5	
0.39	0.24	0.495545	3	1.31255	5	

0.2	0.25	0.237661	3	2.12132	3	
0.21	0.25	0.190658	4	2.16647	5	
0.22	0.25	0.14367	4	2.14032	5	
0.23	0.25	0.0967011	4	2.11432	5	
0.24	0.25	0.0497529	4	2.08848	5	
0.25	0.25	0.00282859	4	2.06281	5	
0.26	0.25	0.05076	3	2.03729	5	
0.27	0.25	0.00490517	4	2.01193	5	
0.28	0.25	0.040831	3	1.98674	5	
0.29	0.25	0.0257084	4	1.96171	5	
0.3	0.25	0.0725813	4	1.93685	5	
0.31	0.25	0.11942	4	1.50513	5	
0.32	0.25	0.166218	4	1.48372	5	
0.33	0.25	0.21297	4	1.46272	5	
0.34	0.25	0.259668	3	1.44214	5	
0.35	0.25	0.306302	4	1.42198	5	
0.36	0.25	0.352861	3	1.40226	5	
0.37	0.25	0.399329	4	1.38299	5	
0.38	0.25	0.445688	3	1.3311	5	
0.39	0.25	0.491912	4	1.31601	5	

0.2	0.26	0.234088	4	2.11698	3	
0.21	0.26	0.187112	4	2.16402	2	
0.22	0.26	0.140153	3	2.15523	5	
0.23	0.26	0.093214	3	2.12926	5	
0.24	0.26	0.0462979	4	2.10344	5	
0.25	0.26	0.000592215	4	2.07779	5	
0.26	0.26	0.0518378	4	2.05229	5	
0.27	0.26	0.00610391	4	2.02695	5	
0.28	0.26	0.0395016	4	2.00178	5	
0.29	0.26	0.0225801	4	1.97676	5	
0.3	0.26	0.0694186	4	1.95192	5	
0.31	0.26	0.11622	4	1.50755	5	
0.32	0.26	0.162978	4	1.48617	5	
0.33	0.26	0.209687	4	1.4652	5	
0.34	0.26	0.256339	3	1.44465	5	
0.35	0.26	0.302922	4	1.42451	5	
0.36	0.26	0.349424	3	1.40482	5	
0.37	0.26	0.39583	4	1.3502	5	
0.38	0.26	0.442119	4	1.33449	5	
0.39	0.26	0.488265	2	1.31943	5	

0.2	0.27	0.230497	4	2.11258	3	
0.21	0.27	0.183548	3	2.1596	3	
0.22	0.27	0.136619	3	2.17013	5	
0.23	0.27	0.0897119	3	2.14418	5	
0.24	0.27	0.0428292	4	2.11839	5	
0.25	0.27	0.00402499	4	2.09275	5	
0.26	0.27	0.0529588	4	2.06728	5	
0.27	0.27	0.00735073	4	2.04196	5	
0.28	0.27	0.0381186	4	2.0168	5	
0.29	0.27	0.0194525	4	1.99181	5	
0.3	0.27	0.0662554	3	1.53166	5	
0.31	0.27	0.113019	4	1.50993	5	
0.32	0.27	0.159736	4	1.48858	5	
0.33	0.27	0.206401	4	1.46764	5	
0.34	0.27	0.253004	3	1.44711	5	
0.35	0.27	0.299534	4	1.427	5	
0.36	0.27	0.345978	4	1.36983	5	
0.37	0.27	0.39232	3	1.35353	5	
0.38	0.27	0.438538	3	1.33785	5	
0.39	0.27	0.484603	3	1.3228	5	

0.2	0.28	0.226886	3	2.10812	3	
0.21	0.28	0.179967	4	2.15512	3	
0.22	0.28	0.133069	4	2.18502	5	
0.23	0.28	0.0861945	4	2.1591	5	
0.24	0.28	0.0393469	4	2.13333	5	
0.25	0.28	0.0074699	4	2.10771	5	
0.26	0.28	0.0541229	4	2.08225	5	
0.27	0.28	0.00864575	4	2.05695	5	
0.28	0.28	0.0366821	4	2.03182	5	
0.29	0.28	0.0163255	4	2.00684	5	
0.3	0.28	0.0630917	4	1.53397	5	
0.31	0.28	0.109816	4	1.51226	5	
0.32	0.28	0.156491	4	1.49095	5	
0.33	0.28	0.20311	4	1.47003	5	
0.34	0.28	0.249663	3	1.44953	5	
0.35	0.28	0.296139	4	1.38998	5	
0.36	0.28	0.342524	4	1.3731	5	
0.37	0.28	0.3888	3	1.35682	5	
0.38	0.28	0.434944	3	1.34117	5	
0.39	0.28	0.480927	3	1.2898	5	

0.2	0.29	0.223256	4	2.10362	3	
0.21	0.29	0.176368	3	2.15059	3	
0.22	0.29	0.129502	3	2.19756	3	
0.23	0.29	0.0826616	4	2.174	5	
0.24	0.29	0.0358505	4	2.14825	5	
0.25	0.29	0.0109271	4	2.12266	5	
0.26	0.29	0.0553304	4	2.09722	5	
0.27	0.29	0.00998912	4	2.07194	5	
0.28	0.29	0.0351918	4	2.04682	5	
0.29	0.29	0.013199	4	1.55828	5	
0.3	0.29	0.0599275	4	1.53623	5	
0.31	0.29	0.106611	4	1.51455	5	
0.32	0.29	0.153243	3	1.49327	5	
0.33	0.29	0.199815	4	1.47238	5	
0.34	0.29	0.246317	3	1.45191	5	
0.35	0.29	0.292737	4	1.39317	5	
0.36	0.29	0.339061	3	1.37632	5	
0.37	0.29	0.385269	3	1.36007	5	
