#1:kx	2:ky	3:<1|psi1>_abs	4:<1|psi1>_phase	5:<2|psi1>_abs	6:<2|psi1>_phase	7:...	8:<1|psi2>_abs	9:<1|psi2>_phase	10:<2|psi2>_abs	11:...
0	0	0.193229	-3.14159	0.680193	0	0.680193	3.14159	0.193229	0	1.38778e-17	0	0.514525	0	0.483761	3.14159	0.483761	3.14159	0.514525	0	0.0497769	0	0.680193	0	0.193229	0	0.193229	3.14159	0.680193	3.14159	3.43475e-16	3.14159	0.233157	0	0.291673	0	0.291673	0	0.233157	0	0.849193	0	0.425325	-3.14159	0.425325	3.14159	0.425325	3.14159	0.425325	3.14159	0.525731	0
0	3.14159	0.193402	0	0.68012	-3.14159	0.68012	7.77455e-20	0.193402	-3.14159	0.00798383	-3.14159	0.514082	-3.14159	0.48551	-5.85918e-19	0.48551	-2.15585e-19	0.514082	3.14159	3.48303e-17	0.0883392	0.669225	0	0.191338	-5.20134e-18	0.191338	-3.14159	0.669225	-3.14159	0.176226	-3.14159	0.121382	-3.14159	0.0287395	-3.14159	0.0287395	-1.69896e-15	0.121382	-5.82063e-16	0.984317	3.14159	0.48551	-3.14159	0.514082	3.14159	0.514082	3.14159	0.48551	3.14159	8.98248e-16	-0.0835141

0.00628319	0	0.195342	-3.14159	0.682041	0	0.678331	3.14159	0.191127	0	0.000224017	0	0.517784	-3.14159	0.479913	0	0.487581	0	0.511245	3.14159	0.049756	3.14159	0.677717	0	0.196335	0	0.190091	3.14159	0.682609	3.14159	0.00787948	3.14159	0.237304	0	0.292659	0	0.29073	0	0.229015	0	0.849156	0	0.422052	-3.14159	0.424626	3.14159	0.425997	3.14159	0.428597	3.14159	0.525734	0
0.00628319	3.14159	0.195512	0	0.681968	-3.14159	0.678259	7.63239e-20	0.191302	-3.14159	0.00797936	-3.14159	0.517383	-3.14159	0.481645	-5.82317e-19	0.489339	-2.12648e-19	0.510762	3.14159	0.00162269	3.14159	0.666763	0	0.194514	-5.09633e-18	0.188138	-3.14159	0.671668	-3.14159	0.176235	-3.14159	0.144858	-3.14159	0.0564544	-3.14159	0.000933024	-4.33798e-14	0.0975167	-6.0275e-16	0.983015	3.14159	0.478052	-3.14159	0.511776	3.14159	0.514894	3.14159	0.491812	3.14159	0.0505603	-1.43188e-15

0.0125664	0	0.197465	0	0.683874	3.14159	0.676453	0	0.189036	3.14159	0.000448174	3.14159	0.521022	0	0.476037	3.14159	0.491373	3.14159	0.507945	0	0.049693	0	0.675182	0	0.199409	0	0.186923	3.14159	0.684965	3.14159	0.0157575	3.14159	0.241453	0	0.293686	0	0.289829	0	0.224878	0	0.849045	0	0.418776	-3.14159	0.423899	3.14159	0.426641	3.14159	0.431868	3.14159	0.525741	0
0.0125664	3.14159	0.197633	0	0.6838	-3.14159	0.676382	7.46535e-20	0.189213	-3.14159	0.00796595	-3.14159	0.520663	-3.14159	0.477746	-5.76637e-19	0.493133	-2.08958e-19	0.507423	3.14159	0.00324558	3.14159	0.664282	0	0.197664	-4.97776e-18	0.184913	-3.14159	0.67409	-3.14159	0.176262	-3.14159	0.167356	-3.14159	0.0834222	-3.14159	0.0263021	-3.14159	0.0738812	-6.74155e-16	0.979225	3.14159	0.469652	-3.14159	0.50808	3.14159	0.514239	3.14159	0.496855	3.14159	0.0998763	-6.93881e-16

0.0188496	0	0.1996	0	0.685692	3.14159	0.674562	0	0.186956	3.14159	0.000672612	3.14159	0.524239	-3.14159	0.472133	0	0.495136	0	0.504624	3.14159	0.0495881	3.14159	0.672587	0	0.202452	0	0.183723	3.14159	0.687261	3.14159	0.0236326	3.14159	0.245603	0	0.294754	0	0.288972	0	0.220748	0	0.848861	0	0.415498	-3.14159	0.423144	3.14159	0.427257	3.14159	0.435138	3.14159	0.525754	0
0.0188496	3.14159	0.199764	0	0.685618	-3.14159	0.674492	7.27474e-20	0.187134	-3.14159	0.0079436	-3.14159	0.523923	0	0.473813	3.14159	0.496891	3.14159	0.504066	-7.88507e-19	0.00486888	-5.6779e-16	0.661782	0	0.200787	-4.84633e-18	0.181666	-3.14159	0.676493	-3.14159	0.176306	-3.14159	0.188395	-3.14159	0.109081	-3.14159	0.0523841	-3.14159	0.0510449	-8.37504e-16	0.973272	3.14159	0.460598	-3.14159	0.503205	3.14159	0.512263	3.14159	0.50065	3.14159	0.146869	-4.47634e-16

0.0251327	0	0.201746	-3.14159	0.687495	0	0.672656	3.14159	0.184888	0	0.000897471	0	0.527434	0	0.468201	3.14159	0.49887	3.14159	0.501284	0	0.0494413	0	0.669934	0	0.205463	0	0.180492	3.14159	0.689495	3.14159	0.0315033	3.14159	0.249754	0	0.295863	0	0.288158	0	0.216628	0	0.848602	0	0.412217	-3.14159	0.422361	3.14159	0.427845	3.14159	0.438407	3.14159	0.525772	0
0.0251327	3.14159	0.201905	0	0.687422	-3.14159	0.672587	7.06183e-20	0.185066	-3.14159	0.00791231	-3.14159	0.527161	0	0.469845	3.14159	0.500613	3.14159	0.500692	-7.78393e-19	0.00649279	-4.09103e-16	0.659265	0	0.203883	-4.70266e-18	0.178396	-3.14159	0.678874	-3.14159	0.176369	-3.14159	0.207652	-3.14159	0.133023	-3.14159	0.0768754	-3.14159	0.0294596	-1.25718e-15	0.965613	3.14159	0.451206	0	0.497427	-1.30375e-17	0.509194	-2.00953e-17	0.503309	-3.20592e-17	0.190739	3.14159

0.0314159	0	0.203902	0	0.689282	3.14159	0.670735	0	0.182831	3.14159	0.00112289	3.14159	0.530607	-3.14159	0.464242	0	0.502575	0	0.497924	3.14159	0.0492525	3.14159	0.667223	0	0.208443	0	0.17723	3.14159	0.691668	3.14159	0.0393682	3.14159	0.253902	0	0.297012	0	0.287388	0	0.212517	0	0.84827	0	0.408933	-3.14159	0.42155	3.14159	0.428405	3.14159	0.441675	3.14159	0.525796	0
0.0314159	3.14159	0.204056	0	0.68921	-3.14159	0.670669	6.82782e-20	0.183008	-3.14159	0.00787208	-3.14159	0.530376	-3.14159	0.465844	-5.47396e-19	0.504298	-1.93661e-19	0.497302	3.14159	0.0081175	3.14159	0.65673	0	0.206952	-4.54733e-18	0.175104	-3.14159	0.681235	-3.14159	0.176449	-3.14159	0.224961	-3.14159	0.15501	-3.14159	0.0995066	-3.14159	0.00942879	-3.42662e-15	0.956752	3.14159	0.441769	-3.14159	0.491042	3.14159	0.505296	3.14159	0.505005	3.14159	0.231007	-2.49832e-16

0.0376991	0	0.206069	0	0.691055	3.14159	0.6688	0	0.180785	3.14159	0.00134901	3.14159	0.533758	0	0.460256	3.14159	0.50625	3.14159	0.494544	0	0.0490218	0	0.664455	0	0.211392	0	0.173937	3.14159	0.693779	3.14159	0.0472258	3.14159	0.258048	0	0.298201	0	0.286662	0	0.208418	0	0.847864	0	0.405646	-3.14159	0.420711	3.14159	0.428937	3.14159	0.444944	3.14159	0.525824	0
