#1:kx	2:ky	3:erg1	4:erg2	5:...
0	0	-4.42501	-0.741763	1.02501	1.92717	2.21459
0	3.14159	-4.42542	-0.734967	0.992712	2.03271	2.13497

0.00628319	0	-4.42501	-0.741761	1.025	1.92719	2.21458
0.00628319	3.14159	-4.42542	-0.734978	0.992764	2.03241	2.13523

0.0125664	0	-4.42501	-0.741756	1.02498	1.92725	2.21454
0.0125664	3.14159	-4.42542	-0.735012	0.99292	2.03151	2.13601

0.0188496	0	-4.42501	-0.741748	1.02494	1.92735	2.21448
0.0188496	3.14159	-4.42542	-0.735069	0.99318	2.03003	2.13727

0.0251327	0	-4.42501	-0.741736	1.02488	1.92748	2.21439
0.0251327	3.14159	-4.42541	-0.735149	0.993544	2.02803	2.13899

0.0314159	0	-4.42501	-0.741721	1.02481	1.92766	2.21427
0.0314159	3.14159	-4.4254	-0.735251	0.994011	2.02554	2.1411

0.0376991	0	-4.42502	-0.741703	1.02472	1.92787	2.21413
0.0376991	3.14159	-4.4254	-0.735376	0.994582	2.02263	2.14357

0.0439823	0	-4.42502	-0.741681	1.02461	1.92812	2.21397
0.0439823	3.14159	-4.42539	-0.735523	0.995256	2.01932	2.14633

0.0502655	0	-4.42502	-0.741657	1.02449	1.92841	2.21378
0.0502655	3.14159	-4.42538	-0.735693	0.996033	2.01569	2.14935

0.0565487	0	-4.42502	-0.741629	1.02435	1.92874	2.21356
0.0565487	3.14159	-4.42537	-0.735884	0.996913	2.01176	2.15258

0.0628319	0	-4.42502	-0.741597	1.02419	1.92911	2.21332
0.0628319	3.14159	-4.42535	-0.736097	0.997896	2.00758	2.15598

0.069115	0	-4.42502	-0.741563	1.02402	1.92951	2.21305
0.069115	3.14159	-4.42534	-0.736332	0.998982	2.00317	2.15952

0.0753982	0	-4.42503	-0.741526	1.02384	1.92996	2.21276
0.0753982	3.14159	-4.42532	-0.736588	1.00017	1.99857	2.16317

0.0816814	0	-4.42503	-0.741485	1.02364	1.93043	2.21244
0.0816814	3.14159	-4.42531	-0.736865	1.00146	1.9938	2.16692

0.0879646	0	-4.42503	-0.741441	1.02342	1.93095	2.2121
0.0879646	3.14159	-4.42529	-0.737163	1.00285	1.98887	2.17074

0.0942478	0	-4.42503	-0.741395	1.02319	1.9315	2.21174
0.0942478	3.14159	-4.42527	-0.737481	1.00434	1.98381	2.17461

0.100531	0	-4.42504	-0.741345	1.02294	1.93209	2.21135
0.100531	3.14159	-4.42525	-0.737819	1.00593	1.97862	2.17852

