#1:t	2:m	3:min_gap
3.58	1.5	0.0610454
3.6	1.5	0.0372911
3.62	1.5	0.0192822
3.64	1.5	0.025905
3.66	1.5	0.0478477
3.68	1.5	0.0723032
3.7	1.5	0.0974015
3.72	1.5	0.122753
3.74	1.5	0.14823
3.76	1.5	0.173781
3.78	1.5	0.199378
3.8	1.5	0.225009
3.82	1.5	0.248433
3.84	1.5	0.271873
3.86	1.5	0.295679
3.88	1.5	0.319772
3.9	1.5	0.344093
3.92	1.5	0.368596
3.94	1.5	0.393249
3.96	1.5	0.418027
3.98	1.5	0.442909

0	1.6	0.151965
0.02	1.6	0.0718007
0.04	1.6	0.00840024
0.06	1.6	0.0882074
0.08	1.6	0.167786
0.1	1.6	0.246886
0.12	1.6	0.325353
0.14	1.6	0.402858
0.16	1.6	0.478963
0.18	1.6	0.553017
0.2	1.6	0.624137
0.22	1.6	0.676224
0.24	1.6	0.6006
0.26	1.6	0.526339
0.28	1.6	0.453587
0.3	1.6	0.382736
0.32	1.6	0.314049
0.34	1.6	0.247982
0.36	1.6	0.184867
0.38	1.6	0.125459
0.4	1.6	0.0699683
0.42	1.6	0.0200191
0.44	1.6	0.0257843
0.46	1.6	0.064721
0.48	1.6	0.0969746
0.5	1.6	0.12202
0.52	1.6	0.139878
0.54	1.6	0.150877
0.56	1.6	0.155137
0.58	1.6	0.153592
0.6	1.6	0.146951
0.62	1.6	0.135855
0.64	1.6	0.120825
0.66	1.6	0.102937
0.68	1.6	0.082381
0.7	1.6	0.0592811
0.72	1.6	0.0353394
0.74	1.6	0.00998155
0.76	1.6	0.0202961
0.78	1.6	0.0478485
0.8	1.6	0.0767538
0.82	1.6	0.106914
0.84	1.6	0.137625
0.86	1.6	0.168547
0.88	1.6	0.200026
0.9	1.6	0.231897
0.92	1.6	0.264096
0.94	1.6	0.296599
0.96	1.6	0.328973
0.98	1.6	0.333924
1	1.6	0.334617
1.02	1.6	0.335688
1.04	1.6	0.336658
1.06	1.6	0.337193
1.08	1.6	0.336935
1.1	1.6	0.335633
1.12	1.6	0.33308
1.14	1.6	0.329186
1.16	1.6	0.323852
1.18	1.6	0.31703
1.2	1.6	0.308851
1.22	1.6	0.299278
1.24	1.6	0.288366
1.26	1.6	0.276334
1.28	1.6	0.26312
1.3	1.6	0.24882
1.32	1.6	0.233613
1.34	1.6	0.217501
1.36	1.6	0.200618
1.38	1.6	0.183033
1.4	1.6	0.164858
1.42	1.6	0.145874
1.44	1.6	0.126465
1.46	1.6	0.106647
1.48	1.6	0.0863352
1.5	1.6	0.0654817
1.52	1.6	0.0441637
1.54	1.6	0.023174
1.56	1.6	0.00627509
1.58	1.6	0.0215781
1.6	1.6	0.0440544
1.62	1.6	0.0668401
1.64	1.6	0.0892722
1.66	1.6	0.112354
1.68	1.6	0.135731
1.7	1.6	0.159267
1.72	1.6	0.182911
1.74	1.6	0.206648
1.76	1.6	0.230478
1.78	1.6	0.254415
1.8	1.6	0.278475
1.82	1.6	0.302678
1.84	1.6	0.327046
1.86	1.6	0.351604
1.88	1.6	0.376123
1.9	1.6	0.400615
1.92	1.6	0.425346
1.94	1.6	0.419694
1.96	1.6	0.393726
1.98	1.6	0.367934
2	1.6	0.342354
2.02	1.6	0.317036
2.04	1.6	0.292046
2.06	1.6	0.266352
2.08	1.6	0.240249
2.1	1.6	0.214364
2.12	1.6	0.188782
2.14	1.6	0.163641
2.16	1.6	0.139176
2.18	1.6	0.115128
2.2	1.6	0.0884201
2.22	1.6	0.0617869
2.24	1.6	0.0353808
2.26	1.6	0.0109358
2.28	1.6	0.0204926
2.3	1.6	0.046388
2.32	1.6	0.0205872
2.34	1.6	0.020791
2.36	1.6	0.0492993
2.38	1.6	0.0800378
2.4	1.6	0.111118
2.42	1.6	0.142274
2.44	1.6	0.173433
2.46	1.6	0.204566
2.48	1.6	0.235659
2.5	1.6	0.266706
2.52	1.6	0.297704
2.54	1.6	0.328651
2.56	1.6	0.359545
2.58	1.6	0.390388
2.6	1.6	0.421178
2.62	1.6	0.450356
2.64	1.6	0.476116
2.66	1.6	0.501942
2.68	1.6	0.527789
2.7	1.6	0.552917
2.72	1.6	0.578147
2.74	1.6	0.603466
2.76	1.6	0.628864
2.78	1.6	0.65433
2.8	1.6	0.679857
2.82	1.6	0.705437
2.84	1.6	0.731065
2.86	1.6	0.756735
2.88	1.6	0.782443
2.9	1.6	0.808184
2.92	1.6	0.833461
2.94	1.6	0.810353
2.96	1.6	0.786429
2.98	1.6	0.762625
3	1.6	0.73859
3.02	1.6	0.714051
3.04	1.6	0.689596
3.06	1.6	0.665235
3.08	1.6	0.64098
3.1	1.6	0.616846
3.12	1.6	0.592849
3.14	1.6	0.569009
3.16	1.6	0.545347
3.18	1.6	0.520599
3.2	1.6	0.495866
3.22	1.6	0.471237
3.24	1.6	0.446732
3.26	1.6	0.422373
3.28	1.6	0.398191
3.3	1.6	0.374221
3.32	1.6	0.350509
3.34	1.6	0.327114
3.36	1.6	0.302783
3.38	1.6	0.2776
3.4	1.6	0.252522
3.42	1.6	0.227587
3.44	1.6	0.202851
3.46	1.6	0.178401
3.48	1.6	0.154378
3.5	1.6	0.131021
3.52	1.6	0.108766
3.54	1.6	0.0884561
3.56	1.6	0.0709626
3.58	1.6	0.0477245
3.6	1.6	0.0289873
3.62	1.6	0.026921
3.64	1.6	0.0439567
3.66	1.6	0.0668109
3.68	1.6	0.091216
3.7	1.6	0.116203
3.72	1.6	0.141468
3.74	1.6	0.166888
3.76	1.6	0.192403
3.78	1.6	0.217983
3.8	1.6	0.242825
3.82	1.6	0.265916
3.84	1.6	0.289445
3.86	1.6	0.313316
3.88	1.6	0.337456
3.9	1.6	0.361814
3.92	1.6	0.386349
3.94	1.6	0.411031
3.96	1.6	0.435835
3.98	1.6	0.460743

0	1.7	0.0370082
0.02	1.7	0.0429951
0.04	1.7	0.122965
0.06	1.7	0.202731
0.08	1.7	0.282308
0.1	1.7	0.361509
0.12	1.7	0.440193
0.14	1.7	0.518103
0.16	1.7	0.594879
0.18	1.7	0.670056
0.2	1.7	0.742928
0.22	1.7	0.70493
0.24	1.7	0.631464
0.26	1.7	0.55946
0.28	1.7	0.489104
0.3	1.7	0.420767
0.32	1.7	0.354696
0.34	1.7	0.291294
0.36	1.7	0.231058
0.38	1.7	0.174443
0.4	1.7	0.122129
0.42	1.7	0.0745617
0.44	1.7	0.032148
0.46	1.7	0.00527623
0.48	1.7	0.0342492
0.5	1.7	0.0574289
0.52	1.7	0.0740764
0.54	1.7	0.0842914
0.56	1.7	0.088416
0.58	1.7	0.0872364
0.6	1.7	0.0809655
0.62	1.7	0.0707113
0.64	1.7	0.0567244
0.66	1.7	0.0400516
0.68	1.7	0.0203896
0.7	1.7	0.00411547
0.72	1.7	0.0251263
0.74	1.7	0.0501938
0.76	1.7	0.0764129
0.78	1.7	0.103891
0.8	1.7	0.132158
0.82	1.7	0.161182
0.84	1.7	0.190716
0.86	1.7	0.220923
0.88	1.7	0.251581
0.9	1.7	0.282583
0.92	1.7	0.313883
0.94	1.7	0.345466
0.96	1.7	0.375069
0.98	1.7	0.375097
1	1.7	0.3759
1.02	1.7	0.377069
1.04	1.7	0.378178
1.06	1.7	0.378922
1.08	1.7	0.378997
1.1	1.7	0.378161
1.12	1.7	0.376182
1.14	1.7	0.372986
1.16	1.7	0.368486
1.18	1.7	0.362655
1.2	1.7	0.355495
1.22	1.7	0.347001
1.24	1.7	0.33724
1.26	1.7	0.32633
1.28	1.7	0.314298
1.3	1.7	0.301226
1.32	1.7	0.287233
1.34	1.7	0.272341
1.36	1.7	0.256608
1.38	1.7	0.24015
1.4	1.7	0.222892
1.42	1.7	0.205205
1.44	1.7	0.186712
1.46	1.7	0.167797
1.48	1.7	0.148413
1.5	1.7	0.128557
1.52	1.7	0.10831
1.54	1.7	0.0879434
1.56	1.7	0.0668858
1.58	1.7	0.0455579
1.6	1.7	0.0244448
1.62	1.7	0.00731426
1.64	1.7	0.0201542
1.66	1.7	0.0427926
1.68	1.7	0.0657308
1.7	1.7	0.0883289
1.72	1.7	0.111002
1.74	1.7	0.134011
1.76	1.7	0.157256
1.78	1.7	0.180701
1.8	1.7	0.204341
1.82	1.7	0.227902
1.84	1.7	0.251528
1.86	1.7	0.275348
1.88	1.7	0.29939
1.9	1.7	0.32368
1.92	1.7	0.333037
1.94	1.7	0.307646
1.96	1.7	0.282669
1.98	1.7	0.25662
2	1.7	0.230487
2.02	1.7	0.204687
2.04	1.7	0.17936
2.06	1.7	0.154732
2.08	1.7	0.12995
2.1	1.7	0.103166
2.12	1.7	0.0766756
2.14	1.7	0.0509247
2.16	1.7	0.0280039
2.18	1.7	0.0212225
2.2	1.7	0.0370136
2.22	1.7	0.0546447
2.24	1.7	0.077844
2.26	1.7	0.102906
2.28	1.7	0.128743
2.3	1.7	0.154963
2.32	1.7	0.157427
2.34	1.7	0.126513
2.36	1.7	0.0961209
2.38	1.7	0.0668745
2.4	1.7	0.0411373
2.42	1.7	0.0297921
2.44	1.7	0.0452374
2.46	1.7	0.0718152
2.48	1.7	0.101041
2.5	1.7	0.130954
2.52	1.7	0.161167
2.54	1.7	0.191607
2.56	1.7	0.222157
2.58	1.7	0.252758
2.6	1.7	0.283376
2.62	1.7	0.31399
2.64	1.7	0.344588
2.66	1.7	0.37516
2.68	1.7	0.405702
2.7	1.7	0.43621
2.72	1.7	0.46668
2.74	1.7	0.497111
2.76	1.7	0.527503
2.78	1.7	0.557853
2.8	1.7	0.588161
2.82	1.7	0.618428
2.84	1.7	0.648652
2.86	1.7	0.678834
2.88	1.7	0.708974
2.9	1.7	0.739072
2.92	1.7	0.769129
2.94	1.7	0.785563
2.96	1.7	0.761571
2.98	1.7	0.737701
3	1.7	0.713967
3.02	1.7	0.690386
3.04	1.7	0.666173
3.06	1.7	0.641734
3.08	1.7	0.617402
3.1	1.7	0.593191
3.12	1.7	0.56912
3.14	1.7	0.545209
3.16	1.7	0.521483
3.18	1.7	0.497968
3.2	1.7	0.473704
3.22	1.7	0.448981
3.24	1.7	0.424381
3.26	1.7	0.399929
3.28	1.7	0.375657
3.3	1.7	0.351605
3.32	1.7	0.327825
3.34	1.7	0.304382
3.36	1.7	0.281364
3.38	1.7	0.256864
3.4	1.7	0.231646
3.42	1.7	0.206563
3.44	1.7	0.181675
3.46	1.7	0.157078
3.48	1.7	0.132942
3.5	1.7	0.109577
3.52	1.7	0.08761
3.54	1.7	0.068413
3.56	1.7	0.0549806
3.58	1.7	0.0395206
3.6	1.7	0.0327291
3.62	1.7	0.0436754
3.64	1.7	0.0638136
3.66	1.7	0.0869845
3.68	1.7	0.111316
3.7	1.7	0.136191
3.72	1.7	0.161362
3.74	1.7	0.186712
3.76	1.7	0.212181
3.78	1.7	0.237731
3.8	1.7	0.261489
3.82	1.7	0.284682
3.84	1.7	0.30828
3.86	1.7	0.332199
3.88	1.7	0.356376
3.9	1.7	0.380762
3.92	1.7	0.405321
3.94	1.7	0.430024
3.96	1.7	0.454849
3.98	1.7	0.479779

0	1.8	0.0784538
0.02	1.8	0.00278758
0.04	1.8	0.0815894
0.06	1.8	0.161496
0.08	1.8	0.241328
0.1	1.8	0.320951
0.12	1.8	0.400514
0.14	1.8	0.479948
0.16	1.8	0.5592
0.18	1.8	0.638331
0.2	1.8	0.717296
0.22	1.8	0.734165
0.24	1.8	0.662956
0.26	1.8	0.593293
0.28	1.8	0.525432
0.3	1.8	0.459634
0.32	1.8	0.396254
0.34	1.8	0.335653
0.36	1.8	0.278307
0.38	1.8	0.224652
0.4	1.8	0.175118
0.42	1.8	0.130447
0.44	1.8	0.0909204
0.46	1.8	0.0570876
0.48	1.8	0.0294182
0.5	1.8	0.00985617
0.52	1.8	0.00826333
0.54	1.8	0.0172385
0.56	1.8	0.0214786
0.58	1.8	0.0208322
0.6	1.8	0.0153686
0.62	1.8	0.00443418
0.64	1.8	0.0099579
0.66	1.8	0.0252214
0.68	1.8	0.0432825
0.7	1.8	0.064455
0.72	1.8	0.0865219
0.74	1.8	0.110452
0.76	1.8	0.135839
0.78	1.8	0.162032
0.8	1.8	0.189293
0.82	1.8	0.217323
0.84	1.8	0.246188
0.86	1.8	0.275458
0.88	1.8	0.305181
0.9	1.8	0.335361
0.92	1.8	0.365933
0.94	1.8	0.396682
0.96	1.8	0.418143
0.98	1.8	0.418353
1	1.8	0.419267
1.02	1.8	0.420528
1.04	1.8	0.421772
1.06	1.8	0.422698
1.08	1.8	0.423075
1.1	1.8	0.422596
1.12	1.8	0.421148
1.14	1.8	0.418588
1.16	1.8	0.414846
1.18	1.8	0.409825
1.2	1.8	0.403565
1.22	1.8	0.396101
1.24	1.8	0.387364
1.26	1.8	0.377522
1.28	1.8	0.366584
1.3	1.8	0.354645
1.32	1.8	0.341709
1.34	1.8	0.327935
1.36	1.8	0.313304
1.38	1.8	0.29786
1.4	1.8	0.281724
1.42	1.8	0.265027
1.44	1.8	0.247608
1.46	1.8	0.229641
1.48	1.8	0.211199
1.5	1.8	0.192281
1.52	1.8	0.172945
1.54	1.8	0.153337
1.56	1.8	0.133177
1.58	1.8	0.112608
1.6	1.8	0.0921078
1.62	1.8	0.0708512
1.64	1.8	0.0494503
1.66	1.8	0.0292956
1.68	1.8	0.00986632
1.7	1.8	0.0166872
1.72	1.8	0.038444
1.74	1.8	0.0608614
1.76	1.8	0.0834888
1.78	1.8	0.106279
1.8	1.8	0.129238
1.82	1.8	0.152384
1.84	1.8	0.175739
1.86	1.8	0.199324
1.88	1.8	0.222481
1.9	1.8	0.245917
1.92	1.8	0.222382
1.94	1.8	0.196226
1.96	1.8	0.170616
1.98	1.8	0.145835
2	1.8	0.121264
2.02	1.8	0.0942069
2.04	1.8	0.0676388
2.06	1.8	0.0424624
2.08	1.8	0.0236027
2.1	1.8	0.0284204
2.12	1.8	0.0391833
2.14	1.8	0.061385
2.16	1.8	0.0866275
2.18	1.8	0.112881
2.2	1.8	0.139571
2.22	1.8	0.165684
2.24	1.8	0.19005
2.26	1.8	0.2151
2.28	1.8	0.240616
2.3	1.8	0.266462
2.32	1.8	0.292548
2.34	1.8	0.26434
2.36	1.8	0.232829
2.38	1.8	0.201414
2.4	1.8	0.170109
2.42	1.8	0.138948
2.44	1.8	0.108
2.46	1.8	0.077445
2.48	1.8	0.0479224
2.5	1.8	0.0234386
2.52	1.8	0.0272999
2.54	1.8	0.0536063
2.56	1.8	0.0832105
2.58	1.8	0.113517
2.6	1.8	0.144048
2.62	1.8	0.174658
2.64	1.8	0.205288
2.66	1.8	0.23591
2.68	1.8	0.26651
2.7	1.8	0.297078
2.72	1.8	0.327611
2.74	1.8	0.358104
2.76	1.8	0.388557
2.78	1.8	0.418967
2.8	1.8	0.449335
2.82	1.8	0.47966
2.84	1.8	0.509942
2.86	1.8	0.54018
2.88	1.8	0.570376
2.9	1.8	0.600528
2.92	1.8	0.630638
2.94	1.8	0.660706
2.96	1.8	0.690732
2.98	1.8	0.711733
3	1.8	0.687918
3.02	1.8	0.664258
3.04	1.8	0.640772
3.06	1.8	0.617237
3.08	1.8	0.592809
3.1	1.8	0.568503
3.12	1.8	0.544338
3.14	1.8	0.520335
3.16	1.8	0.496521
3.18	1.8	0.472927
3.2	1.8	0.44959
3.22	1.8	0.425735
3.24	1.8	0.401015
3.26	1.8	0.376444
3.28	1.8	0.352055
3.3	1.8	0.327891
3.32	1.8	0.30401
3.34	1.8	0.280488
3.36	1.8	0.257426
3.38	1.8	0.234963
3.4	1.8	0.209874
3.42	1.8	0.1846
3.44	1.8	0.159504
3.46	1.8	0.134691
3.48	1.8	0.110359
3.5	1.8	0.0869248
3.52	1.8	0.0653712
3.54	1.8	0.0483024
3.56	1.8	0.0416728
3.58	1.8	0.0415811
3.6	1.8	0.0472379
3.62	1.8	0.0637692
3.64	1.8	0.0850626
3.66	1.8	0.108352
3.68	1.8	0.132595
3.7	1.8	0.157356
3.72	1.8	0.182426
3.74	1.8	0.207698
3.76	1.8	0.233108
3.78	1.8	0.258618
3.8	1.8	0.28144
3.82	1.8	0.304709
3.84	1.8	0.328357
3.86	1.8	0.35231
3.88	1.8	0.376511
3.9	1.8	0.400916
3.92	1.8	0.425491
3.94	1.8	0.45021
3.96	1.8	0.475051
3.98	1.8	0.499997

0	1.9	0.193045
0.02	1.9	0.112992
0.04	1.9	0.0329947
0.06	1.9	0.0471652
0.08	1.9	0.127026
0.1	1.9	0.206792
0.12	1.9	0.286294
0.14	1.9	0.365713
0.16	1.9	0.445004
0.18	1.9	0.524092
0.2	1.9	0.602993
0.22	1.9	0.681715
0.24	1.9	0.69514
0.26	1.9	0.627912
0.28	1.9	0.5626
0.3	1.9	0.499414
0.32	1.9	0.438762
0.34	1.9	0.381005
0.36	1.9	0.326506
0.38	1.9	0.275757
0.4	1.9	0.229168
0.42	1.9	0.187333
0.44	1.9	0.15048
0.46	1.9	0.119138
0.48	1.9	0.0933665
0.5	1.9	0.0733686
0.52	1.9	0.0593496
0.54	1.9	0.0507899
0.56	1.9	0.0471985
0.58	1.9	0.0486251
0.6	1.9	0.0536372
0.62	1.9	0.0631638
0.64	1.9	0.0754478
0.66	1.9	0.0905907
0.68	1.9	0.108014
0.7	1.9	0.127838
0.72	1.9	0.149424
0.74	1.9	0.172361
0.76	1.9	0.196512
0.78	1.9	0.221879
0.8	1.9	0.248282
0.82	1.9	0.275397
0.84	1.9	0.303161
0.86	1.9	0.331588
0.88	1.9	0.360523
0.9	1.9	0.389872
0.92	1.9	0.41958
0.94	1.9	0.449619
0.96	1.9	0.463265
0.98	1.9	0.463632
1	1.9	0.464647
1.02	1.9	0.466003
1.04	1.9	0.467358
1.06	1.9	0.468477
1.08	1.9	0.469093
1.1	1.9	0.468981
1.12	1.9	0.467966
1.14	1.9	0.465948
1.16	1.9	0.462842
1.18	1.9	0.458589
1.2	1.9	0.453143
1.22	1.9	0.446538
1.24	1.9	0.438782
1.26	1.9	0.429928
1.28	1.9	0.419994
1.3	1.9	0.409077
1.32	1.9	0.397179
1.34	1.9	0.38443
1.36	1.9	0.370825
1.38	1.9	0.356408
1.4	1.9	0.341291
1.42	1.9	0.325556
1.44	1.9	0.309125
1.46	1.9	0.292107
1.48	1.9	0.27459
1.5	1.9	0.256574
1.52	1.9	0.238098
1.54	1.9	0.219257
1.56	1.9	0.200079
1.58	1.9	0.180237
1.6	1.9	0.160511
1.62	1.9	0.139914
1.64	1.9	0.119587
1.66	1.9	0.0986581
1.68	1.9	0.0772819
1.7	1.9	0.0559799
1.72	1.9	0.0349155
1.74	1.9	0.015341
1.76	1.9	0.0139388
1.78	1.9	0.0333575
1.8	1.9	0.0548863
1.82	1.9	0.0769456
1.84	1.9	0.0993438
1.86	1.9	0.122047
1.88	1.9	0.145059
1.9	1.9	0.13748
1.92	1.9	0.112812
1.94	1.9	0.0884756
1.96	1.9	0.0608574
1.98	1.9	0.034137
2	1.9	0.0145068
2.02	1.9	0.0289205
2.04	1.9	0.0469372
2.06	1.9	0.0694243
2.08	1.9	0.0948322
2.1	1.9	0.12133
2.12	1.9	0.148328
2.14	1.9	0.173168
2.16	1.9	0.198021
2.18	1.9	0.223535
2.2	1.9	0.249501
2.22	1.9	0.27579
2.24	1.9	0.301833
2.26	1.9	0.326841
2.28	1.9	0.35221
2.3	1.9	0.377867
2.32	1.9	0.403752
2.34	1.9	0.402218
2.36	1.9	0.370587
2.38	1.9	0.339018
2.4	1.9	0.307512
2.42	1.9	0.276068
2.44	1.9	0.244684
2.46	1.9	0.213361
2.48	1.9	0.1821
2.5	1.9	0.1509
2.52	1.9	0.119763
2.54	1.9	0.088698
2.56	1.9	0.0577257
2.58	1.9	0.0269752
2.6	1.9	0.00658814
2.62	1.9	0.03563
2.64	1.9	0.0663034
2.66	1.9	0.0970245
2.68	1.9	0.127722
2.7	1.9	0.15838
2.72	1.9	0.188995
2.74	1.9	0.219563
2.76	1.9	0.250085
2.78	1.9	0.28056
2.8	1.9	0.310989
2.82	1.9	0.341372
2.84	1.9	0.371709
2.86	1.9	0.402001
2.88	1.9	0.432248
2.9	1.9	0.462451
2.92	1.9	0.49261
2.94	1.9	0.522726
2.96	1.9	0.552799
2.98	1.9	0.58283
3	1.9	0.612819
3.02	1.9	0.637095
3.04	1.9	0.613513
3.06	1.9	0.590132
3.08	1.9	0.56698
3.1	1.9	0.542834
3.12	1.9	0.518551
3.14	1.9	0.494432
3.16	1.9	0.470505
3.18	1.9	0.446804
3.2	1.9	0.42337
3.22	1.9	0.400252
3.24	1.9	0.376704
3.26	1.9	0.351983
3.28	1.9	0.327441
3.3	1.9	0.303128
3.32	1.9	0.279106
3.34	1.9	0.255462
3.36	1.9	0.232316
3.38	1.9	0.209838
3.4	1.9	0.18736
3.42	1.9	0.16185
3.44	1.9	0.136481
3.46	1.9	0.111356
3.48	1.9	0.0866982
3.5	1.9	0.0630738
3.52	1.9	0.0422724
3.54	1.9	0.0307284
3.56	1.9	0.0381023
3.58	1.9	0.054187
3.6	1.9	0.066906
3.62	1.9	0.0857634
3.64	1.9	0.107585
3.66	1.9	0.130903
3.68	1.9	0.155048
3.7	1.9	0.179691
3.72	1.9	0.204655
3.74	1.9	0.229839
3.76	1.9	0.255181
3.78	1.9	0.279772
3.8	1.9	0.30265
3.82	1.9	0.325974
3.84	1.9	0.349656
3.86	1.9	0.37363
3.88	1.9	0.397845
3.9	1.9	0.42226
3.92	1.9	0.446844
3.94	1.9	0.471572
3.96	1.9	0.496423
3.98	1.9	0.521381

0	2	0.305807
0.02	2	0.225531
0.04	2	0.145423
0.06	2	0.0653067
0.08	2	0.014722
0.1	2	0.0945411
0.12	2	0.17402
0.14	2	0.253413
0.16	2	0.332674
0.18	2	0.411757
0.2	2	0.490609
0.22	2	0.569236
0.24	2	0.647643
0.26	2	0.66338
0.28	2	0.600656
0.3	2	0.540205
0.32	2	0.48235
0.34	2	0.427407
0.36	2	0.375809
0.38	2	0.327933
0.4	2	0.284213
0.42	2	0.245075
0.44	2	0.210767
0.46	2	0.181726
0.48	2	0.15805
0.5	2	0.139773
0.52	2	0.126762
0.54	2	0.118805
0.56	2	0.115617
0.58	2	0.117024
0.6	2	0.122104
0.62	2	0.130828
0.64	2	0.142642
0.66	2	0.157278
0.68	2	0.173972
0.7	2	0.192875
0.72	2	0.213484
0.74	2	0.235521
0.76	2	0.258863
0.78	2	0.283489
0.8	2	0.308776
0.82	2	0.3351
0.84	2	0.362121
0.86	2	0.389633
0.88	2	0.417718
0.9	2	0.446281
0.92	2	0.475264
0.94	2	0.504567
0.96	2	0.510353
0.98	2	0.510877
1	2	0.511997
1.02	2	0.513434
1.04	2	0.514913
1.06	2	0.516182
1.08	2	0.517019
1.1	2	0.517186
1.12	2	0.516583
1.14	2	0.51505
1.16	2	0.512521
1.18	2	0.508916
1.2	2	0.504218
1.22	2	0.498426
1.24	2	0.491552
1.26	2	0.48359
1.28	2	0.474579
1.3	2	0.464577
1.32	2	0.453674
1.34	2	0.441904
1.36	2	0.429267
1.38	2	0.415809
1.4	2	0.401628
1.42	2	0.386866
1.44	2	0.371316
1.46	2	0.355234
1.48	2	0.338623
1.5	2	0.321483
1.52	2	0.303842
1.54	2	0.285765
1.56	2	0.267376
1.58	2	0.248461
1.6	2	0.229197
1.62	2	0.209682
1.64	2	0.189828
1.66	2	0.169521
1.68	2	0.149229
1.7	2	0.128854
1.72	2	0.107668
1.74	2	0.0863631
1.76	2	0.0649202
1.78	2	0.0433412
1.8	2	0.021747
1.82	2	0.00509409
1.84	2	0.0238846
1.86	2	0.0463096
1.88	2	0.0573717
1.9	2	0.032251
1.92	2	0.00439452
1.94	2	0.0254009
1.96	2	0.0539862
1.98	2	0.0778725
2	2	0.101827
2.02	2	0.127629
2.04	2	0.154345
2.06	2	0.180763
2.08	2	0.205428
2.1	2	0.230895
2.12	2	0.256922
2.14	2	0.28335
2.16	2	0.309161
2.18	2	0.33436
2.2	2	0.35996
2.22	2	0.385876
2.24	2	0.412048
2.26	2	0.438089
2.28	2	0.46336
2.3	2	0.488891
2.32	2	0.514641
2.34	2	0.540489
2.36	2	0.508844
2.38	2	0.477261
2.4	2	0.44574
2.42	2	0.41428
2.44	2	0.382881
2.46	2	0.351543
2.48	2	0.320265
2.5	2	0.289047
2.52	2	0.25789
2.54	2	0.226795
2.56	2	0.195764
2.58	2	0.164801
2.6	2	0.133917
2.62	2	0.103131
2.64	2	0.0725028
2.66	2	0.0422581
2.68	2	0.0146234
2.7	2	0.023056
2.72	2	0.0522473
2.74	2	0.0824587
2.76	2	0.112835
2.78	2	0.143241
2.8	2	0.173636
2.82	2	0.204005
2.84	2	0.23434
2.86	2	0.264639
2.88	2	0.294898
2.9	2	0.325116
2.92	2	0.355294
2.94	2	0.385431
2.96	2	0.415528
2.98	2	0.445583
3	2	0.475599
3.02	2	0.505574
3.04	2	0.535509
3.06	2	0.561747
3.08	2	0.538485
3.1	2	0.515492
3.12	2	0.491823
3.14	2	0.467559
3.16	2	0.443488
3.18	2	0.419648
3.2	2	0.396082
3.22	2	0.372848
3.24	2	0.350013
3.26	2	0.326629
3.28	2	0.301894
3.3	2	0.277385
3.32	2	0.25317
3.34	2	0.229349
3.36	2	0.206063
3.38	2	0.183523
3.4	2	0.162045
3.42	2	0.138577
3.44	2	0.112875
3.46	2	0.0873253
3.48	2	0.0621324
3.5	2	0.038038
3.52	2	0.0196709
3.54	2	0.0261239
3.56	2	0.0483243
3.58	2	0.0731235
3.6	2	0.0892686
3.62	2	0.109247
3.64	2	0.131332
3.66	2	0.154628
3.68	2	0.178667
3.7	2	0.203189
3.72	2	0.228041
3.74	2	0.25313
3.76	2	0.278393
3.78	2	0.302158
3.8	2	0.325098
3.82	2	0.348457
3.84	2	0.372158
3.86	2	0.396141
3.88	2	0.420359
3.9	2	0.444776
3.92	2	0.469362
3.94	2	0.494093
3.96	2	0.518948
3.98	2	0.5437

0	2.1	0.415978
0.02	2.1	0.335589
0.04	2.1	0.255334
0.06	2.1	0.175208
0.08	2.1	0.0954088
0.1	2.1	0.015857
0.12	2.1	0.0640626
0.14	2.1	0.143503
0.16	2.1	0.222704
0.18	2.1	0.301613
0.2	2.1	0.380337
0.22	2.1	0.458832
0.24	2.1	0.537074
0.26	2.1	0.615044
0.28	2.1	0.639707
0.3	2.1	0.582025
0.32	2.1	0.526956
0.34	2.1	0.474896
0.36	2.1	0.426223
0.38	2.1	0.381175
0.4	2.1	0.340252
0.42	2.1	0.303745
0.44	2.1	0.271975
0.46	2.1	0.245097
0.48	2.1	0.223284
0.5	2.1	0.206473
0.52	2.1	0.194743
0.54	2.1	0.187532
0.56	2.1	0.184967
0.58	2.1	0.186305
0.6	2.1	0.191377
0.62	2.1	0.199803
0.64	2.1	0.21114
0.66	2.1	0.224947
0.68	2.1	0.241078
0.7	2.1	0.259189
0.72	2.1	0.278948
0.74	2.1	0.300153
0.76	2.1	0.322704
0.78	2.1	0.346341
0.8	2.1	0.370929
0.82	2.1	0.396299
0.84	2.1	0.422464
0.86	2.1	0.449262
0.88	2.1	0.476581
0.9	2.1	0.504343
0.92	2.1	0.532495
0.94	2.1	0.559466
0.96	2.1	0.559331
0.98	2.1	0.559989
1	2.1	0.561216
1.02	2.1	0.562756
1.04	2.1	0.564355
1.06	2.1	0.565744
1.08	2.1	0.566781
1.1	2.1	0.567221
1.12	2.1	0.566971
1.14	2.1	0.565885
1.16	2.1	0.563856
1.18	2.1	0.560828
1.2	2.1	0.556806
1.22	2.1	0.551708
1.24	2.1	0.54559
1.26	2.1	0.538445
1.28	2.1	0.530319
1.3	2.1	0.521215
1.32	2.1	0.511222
1.34	2.1	0.500302
1.36	2.1	0.488579
1.38	2.1	0.476111
1.4	2.1	0.462797
1.42	2.1	0.44888
1.44	2.1	0.434252
