#1:t	2:m	3:min_gap
-0.7	-0.1	0.483384
-0.68	-0.1	0.5283
-0.66	-0.1	0.573592
-0.64	-0.1	0.619213
-0.62	-0.1	0.665203
-0.6	-0.1	0.711577
-0.58	-0.1	0.758287
-0.56	-0.1	0.805322
-0.54	-0.1	0.852589
-0.52	-0.1	0.899796
-0.5	-0.1	0.944971
-0.48	-0.1	0.950359
-0.46	-0.1	0.872329
-0.44	-0.1	0.779456
-0.42	-0.1	0.685804
-0.4	-0.1	0.59181
-0.38	-0.1	0.497618
-0.36	-0.1	0.403309
-0.34	-0.1	0.308906
-0.32	-0.1	0.214539
-0.3	-0.1	0.120032
-0.28	-0.1	0.0255384
-0.26	-0.1	0.00583648
-0.24	-0.1	0.100186
-0.22	-0.1	0.194717
-0.2	-0.1	0.289191
-0.18	-0.1	0.383717
-0.16	-0.1	0.478264
-0.14	-0.1	0.572823
-0.12	-0.1	0.667388
-0.1	-0.1	0.761957
-0.08	-0.1	0.856529
-0.06	-0.1	0.951102
-0.04	-0.1	1.04568
-0.02	-0.1	1.14025
8.88178e-16	-0.1	1.23483
0.02	-0.1	1.14025
0.04	-0.1	1.04568
0.06	-0.1	0.951102
0.08	-0.1	0.856529
0.1	-0.1	0.761957
0.12	-0.1	0.667388
0.14	-0.1	0.572823
0.16	-0.1	0.478264
0.18	-0.1	0.383717
0.2	-0.1	0.289191
0.22	-0.1	0.194718
0.24	-0.1	0.100186
0.26	-0.1	0.00583518
0.28	-0.1	0.0255371
0.3	-0.1	0.120033
0.32	-0.1	0.214538
0.34	-0.1	0.308906
0.36	-0.1	0.403309
0.38	-0.1	0.497619
0.4	-0.1	0.59181
0.42	-0.1	0.685804
0.44	-0.1	0.779456
0.46	-0.1	0.872329
0.48	-0.1	0.950359
0.5	-0.1	0.944971
0.52	-0.1	0.899796
0.54	-0.1	0.852589
0.56	-0.1	0.805322
0.58	-0.1	0.758287
0.6	-0.1	0.711577
0.62	-0.1	0.665203
0.64	-0.1	0.619213
0.66	-0.1	0.573593
0.68	-0.1	0.5283
0.7	-0.1	0.483384
0.72	-0.1	0.43884
0.74	-0.1	0.394665
0.76	-0.1	0.350855
0.78	-0.1	0.307403
0.8	-0.1	0.264212
0.82	-0.1	0.221355
0.84	-0.1	0.178825
0.86	-0.1	0.136617
0.88	-0.1	0.0947254
0.9	-0.1	0.053151
0.92	-0.1	0.0119763
0.94	-0.1	0.0292154
0.96	-0.1	0.0446505
0.98	-0.1	0.0129506

