#1:t	2:m	3:min_gap
0.1	-1.1	0.240729
0.12	-1.1	0.156513
0.14	-1.1	0.0729526
0.16	-1.1	0.00959836
0.18	-1.1	0.0908079
0.2	-1.1	0.169847
0.22	-1.1	0.245927
0.24	-1.1	0.317039
0.26	-1.1	0.320313
0.28	-1.1	0.285955
0.3	-1.1	0.203973
0.32	-1.1	0.12346
0.34	-1.1	0.0446818
0.36	-1.1	0.0322953
0.38	-1.1	0.10594
0.4	-1.1	0.176421
0.42	-1.1	0.242514
0.44	-1.1	0.303096
0.46	-1.1	0.356761
0.48	-1.1	0.401922
0.5	-1.1	0.437069
0.52	-1.1	0.461235
0.54	-1.1	0.474313
0.56	-1.1	0.477226
0.58	-1.1	0.471404
0.6	-1.1	0.458619
0.62	-1.1	0.440283
0.64	-1.1	0.417785
0.66	-1.1	0.392035
0.68	-1.1	0.363739
0.7	-1.1	0.333589
0.72	-1.1	0.301975
0.74	-1.1	0.26926
0.76	-1.1	0.235549
0.78	-1.1	0.201111
0.8	-1.1	0.16643
0.82	-1.1	0.130997
0.84	-1.1	0.0952976
0.86	-1.1	0.0594353
0.88	-1.1	0.0235521
0.9	-1.1	0.0141784
0.92	-1.1	0.050228
0.94	-1.1	0.0852966
0.96	-1.1	0.121515
0.98	-1.1	0.157978

-1	-1	0.13389
-0.98	-1	0.124566
-0.96	-1	0.0879613
-0.94	-1	0.0506798
-0.92	-1	0.0167155
-0.9	-1	0.0242768
-0.88	-1	0.0602656
-0.86	-1	0.0971058
-0.84	-1	0.133882
-0.82	-1	0.170498
-0.8	-1	0.206953
-0.78	-1	0.24296
-0.76	-1	0.278566
-0.74	-1	0.313538
-0.72	-1	0.347798
-0.7	-1	0.381047
-0.68	-1	0.412977
-0.66	-1	0.443057
-0.64	-1	0.470864
-0.62	-1	0.495582
-0.6	-1	0.516106
-0.58	-1	0.531072
-0.56	-1	0.538722
-0.54	-1	0.536981
-0.52	-1	0.501337
-0.5	-1	0.456053
-0.48	-1	0.411484
-0.46	-1	0.368104
-0.44	-1	0.326431
-0.42	-1	0.287442
-0.4	-1	0.222812
-0.38	-1	0.149388
-0.36	-1	0.0729877
-0.34	-1	0.00810894
-0.32	-1	0.0874617
-0.3	-1	0.170076
-0.28	-1	0.230395
-0.26	-1	0.26565
-0.24	-1	0.26331
-0.22	-1	0.186377
-0.2	-1	0.106295
-0.18	-1	0.0244388
-0.16	-1	0.0598601
-0.14	-1	0.144405
-0.12	-1	0.2299
-0.1	-1	0.315952
-0.08	-1	0.402396
-0.06	-1	0.489135
-0.04	-1	0.576032
-0.02	-1	0.663055
8.88178e-16	-1	0.750107
0.02	-1	0.663054
0.04	-1	0.576032
0.06	-1	0.489135
0.08	-1	0.402396
0.1	-1	0.315952
0.12	-1	0.2299
0.14	-1	0.144405
0.16	-1	0.0598598
0.18	-1	0.0244382
0.2	-1	0.106295
0.22	-1	0.186377
0.24	-1	0.26331
0.26	-1	0.26565
0.28	-1	0.230395
0.3	-1	0.170077
0.32	-1	0.0874629
0.34	-1	0.0080902
0.36	-1	0.07299
0.38	-1	0.149388
0.4	-1	0.222812
0.42	-1	0.287441
0.44	-1	0.326431
0.46	-1	0.368105
0.48	-1	0.411484
0.5	-1	0.456053
0.52	-1	0.501337
0.54	-1	0.536981
0.56	-1	0.538722
0.58	-1	0.531072
0.6	-1	0.516106
0.62	-1	0.495582
0.64	-1	0.470865
0.66	-1	0.443057
0.68	-1	0.412977
0.7	-1	0.381048
0.72	-1	0.347797
0.74	-1	0.313538
0.76	-1	0.278566
0.78	-1	0.242961
0.8	-1	0.206951
0.82	-1	0.170497
0.84	-1	0.133882
0.86	-1	0.0971059
0.88	-1	0.0602637
0.9	-1	0.0242619
0.92	-1	0.0167465
0.94	-1	0.0506816
0.96	-1	0.087956
0.98	-1	0.124569

-1	-0.9	0.108785
-0.98	-0.9	0.0940402
-0.96	-0.9	0.0575601
-0.94	-0.9	0.0189711
-0.92	-0.9	0.0208054
-0.9	-0.9	0.056704
-0.88	-0.9	0.0940877
-0.86	-0.9	0.131838
-0.84	-0.9	0.169525
-0.82	-0.9	0.207061
-0.8	-0.9	0.24443
-0.78	-0.9	0.281649
-0.76	-0.9	0.318438
-0.74	-0.9	0.354858
-0.72	-0.9	0.390557
-0.7	-0.9	0.425346
-0.68	-0.9	0.45906
-0.66	-0.9	0.491156
-0.64	-0.9	0.52115
-0.62	-0.9	0.548244
-0.6	-0.9	0.526419
-0.58	-0.9	0.480594
-0.56	-0.9	0.434741
-0.54	-0.9	0.38897
-0.52	-0.9	0.343468
-0.5	-0.9	0.298561
-0.48	-0.9	0.254629
-0.46	-0.9	0.212301
-0.44	-0.9	0.172455
-0.42	-0.9	0.136542
-0.4	-0.9	0.106677
-0.38	-0.9	0.0856053
-0.36	-0.9	0.0763098
-0.34	-0.9	0.0315152
-0.32	-0.9	0.0520457
-0.3	-0.9	0.12935
-0.28	-0.9	0.170031
-0.26	-0.9	0.218805
-0.24	-0.9	0.21325
-0.22	-0.9	0.131861
-0.2	-0.9	0.0483716
-0.18	-0.9	0.0365927
-0.16	-0.9	0.122683
-0.14	-0.9	0.209384
-0.12	-0.9	0.296731
-0.1	-0.9	0.384446
-0.08	-0.9	0.472515
-0.06	-0.9	0.560757
-0.04	-0.9	0.649163
-0.02	-0.9	0.737666
8.88178e-16	-0.9	0.826204
0.02	-0.9	0.737666
0.04	-0.9	0.649163
0.06	-0.9	0.560757
0.08	-0.9	0.472515
0.1	-0.9	0.384446
0.12	-0.9	0.296731
0.14	-0.9	0.209384
0.16	-0.9	0.122683
0.18	-0.9	0.0365927
0.2	-0.9	0.0483717
0.22	-0.9	0.131861
0.24	-0.9	0.21325
0.26	-0.9	0.218805
0.28	-0.9	0.17003
0.3	-0.9	0.129351
0.32	-0.9	0.0520463
0.34	-0.9	0.0315196
0.36	-0.9	0.076309
0.38	-0.9	0.0856047
0.4	-0.9	0.106677
0.42	-0.9	0.136541
0.44	-0.9	0.172455
0.46	-0.9	0.212301
0.48	-0.9	0.254629
0.5	-0.9	0.298561
0.52	-0.9	0.343467
0.54	-0.9	0.388969
0.56	-0.9	0.434741
0.58	-0.9	0.480593
0.6	-0.9	0.526419
0.62	-0.9	0.548244
0.64	-0.9	0.52115
0.66	-0.9	0.491156
0.68	-0.9	0.45906
0.7	-0.9	0.425346
0.72	-0.9	0.390557
0.74	-0.9	0.354859
0.76	-0.9	0.318438
0.78	-0.9	0.281648
0.8	-0.9	0.244431
0.82	-0.9	0.207061
0.84	-0.9	0.169527
0.86	-0.9	0.131839
0.88	-0.9	0.0940875
0.9	-0.9	0.0566983
0.92	-0.9	0.0208292
0.94	-0.9	0.0189715
0.96	-0.9	0.0575495
0.98	-0.9	0.0940411

-1	-0.8	0.0862078
-0.98	-0.8	0.0664916
-0.96	-0.8	0.0308597
-0.94	-0.8	0.00974996
-0.92	-0.8	0.0490457
-0.9	-0.8	0.0865047
-0.88	-0.8	0.124885
-0.86	-0.8	0.163531
-0.84	-0.8	0.195735
-0.82	-0.8	0.227395
-0.8	-0.8	0.261747
-0.78	-0.8	0.298318
-0.76	-0.8	0.336823
-0.74	-0.8	0.376995
-0.72	-0.8	0.41858
-0.7	-0.8	0.461416
-0.68	-0.8	0.501806
-0.66	-0.8	0.505303
-0.64	-0.8	0.460042
-0.62	-0.8	0.414435
-0.6	-0.8	0.368691
-0.58	-0.8	0.322855
-0.56	-0.8	0.277007
-0.54	-0.8	0.23132
-0.52	-0.8	0.186051
-0.5	-0.8	0.14151
-0.48	-0.8	0.0982169
-0.46	-0.8	0.057272
-0.44	-0.8	0.0196677
-0.42	-0.8	0.0119808
-0.4	-0.8	0.0342529
-0.38	-0.8	0.0433477
-0.36	-0.8	0.0367932
-0.34	-0.8	0.0154377
-0.32	-0.8	0.0173776
-0.3	-0.8	0.0652678
-0.28	-0.8	0.118786
-0.26	-0.8	0.178599
-0.24	-0.8	0.166413
-0.22	-0.8	0.0815937
-0.2	-0.8	0.0071288
-0.18	-0.8	0.0920627
-0.16	-0.8	0.180113
-0.14	-0.8	0.268648
-0.12	-0.8	0.3576
-0.1	-0.8	0.446904
-0.08	-0.8	0.536389
-0.06	-0.8	0.626043
-0.04	-0.8	0.715815
-0.02	-0.8	0.805661
8.88178e-16	-0.8	0.895548
0.02	-0.8	0.805661
0.04	-0.8	0.715815
0.06	-0.8	0.626043
0.08	-0.8	0.536389
0.1	-0.8	0.446904
0.12	-0.8	0.3576
0.14	-0.8	0.268648
0.16	-0.8	0.180113
0.18	-0.8	0.0920627
0.2	-0.8	0.0071315
0.22	-0.8	0.0815935
0.24	-0.8	0.166413
0.26	-0.8	0.1786
0.28	-0.8	0.118787
0.3	-0.8	0.0652685
0.32	-0.8	0.0173736
0.34	-0.8	0.0154335
0.36	-0.8	0.0367927
0.38	-0.8	0.043349
0.4	-0.8	0.0342545
0.42	-0.8	0.0119785
0.44	-0.8	0.0196669
0.46	-0.8	0.0572735
0.48	-0.8	0.0982172
0.5	-0.8	0.141509
0.52	-0.8	0.18605
0.54	-0.8	0.23132
0.56	-0.8	0.277007
0.58	-0.8	0.322855
0.6	-0.8	0.368691
0.62	-0.8	0.414435
0.64	-0.8	0.460041
0.66	-0.8	0.505303
0.68	-0.8	0.501807
0.7	-0.8	0.461416
0.72	-0.8	0.41858
0.74	-0.8	0.376995
0.76	-0.8	0.336823
0.78	-0.8	0.298318
0.8	-0.8	0.261747
0.82	-0.8	0.227395
0.84	-0.8	0.195735
0.86	-0.8	0.163534
0.88	-0.8	0.124886
0.9	-0.8	0.0865022
0.92	-0.8	0.0490566
0.94	-0.8	0.00974839
0.96	-0.8	0.0308819
0.98	-0.8	0.0664906

-1	-0.7	0.0661546
-0.98	-0.7	0.042029
-0.96	-0.7	0.011804
-0.94	-0.7	0.0353842
-0.92	-0.7	0.0751057
-0.9	-0.7	0.109065
-0.88	-0.7	0.132524
-0.86	-0.7	0.160188
-0.84	-0.7	0.191324
-0.82	-0.7	0.225345
-0.8	-0.7	0.26174
-0.78	-0.7	0.300122
-0.76	-0.7	0.34014
-0.74	-0.7	0.381599
-0.72	-0.7	0.424283
-0.7	-0.7	0.438319
-0.68	-0.7	0.393478
-0.66	-0.7	0.348453
-0.64	-0.7	0.303039
-0.62	-0.7	0.257429
-0.6	-0.7	0.21167
-0.58	-0.7	0.165787
-0.56	-0.7	0.119899
-0.54	-0.7	0.0743954
-0.52	-0.7	0.0294537
-0.5	-0.7	0.0152341
-0.48	-0.7	0.0578633
-0.46	-0.7	0.0973034
-0.44	-0.7	0.131379
-0.42	-0.7	0.156234
-0.4	-0.7	0.166786
-0.38	-0.7	0.159684
-0.36	-0.7	0.135213
-0.34	-0.7	0.0964591
-0.32	-0.7	0.0182095
-0.3	-0.7	0.0122152
-0.28	-0.7	0.0753469
-0.26	-0.7	0.144205
-0.24	-0.7	0.122284
-0.22	-0.7	0.0346746
-0.2	-0.7	0.054047
-0.18	-0.7	0.143081
-0.16	-0.7	0.232804
-0.14	-0.7	0.322948
-0.12	-0.7	0.413292
-0.1	-0.7	0.503934
-0.08	-0.7	0.594695
-0.06	-0.7	0.685578
-0.04	-0.7	0.776551
-0.02	-0.7	0.867581
8.88178e-16	-0.7	0.958634
0.02	-0.7	0.867581
0.04	-0.7	0.776551
0.06	-0.7	0.685578
0.08	-0.7	0.594695
0.1	-0.7	0.503934
0.12	-0.7	0.413292
0.14	-0.7	0.322948
0.16	-0.7	0.232804
0.18	-0.7	0.143082
0.2	-0.7	0.0540473
0.22	-0.7	0.0346747
0.24	-0.7	0.122284
0.26	-0.7	0.144204
0.28	-0.7	0.0753469
0.3	-0.7	0.0122242
0.32	-0.7	0.0182202
0.34	-0.7	0.0964588
0.36	-0.7	0.135213
0.38	-0.7	0.159684
0.4	-0.7	0.166786
0.42	-0.7	0.156234
0.44	-0.7	0.131379
0.46	-0.7	0.0973039
0.48	-0.7	0.057862
0.5	-0.7	0.0152358
0.52	-0.7	0.0294497
0.54	-0.7	0.0743937
0.56	-0.7	0.119899
0.58	-0.7	0.165787
0.6	-0.7	0.21167
0.62	-0.7	0.257429
0.64	-0.7	0.303039
0.66	-0.7	0.348453
0.68	-0.7	0.393478
0.7	-0.7	0.438319
0.72	-0.7	0.424283
0.74	-0.7	0.381599
0.76	-0.7	0.34014
0.78	-0.7	0.300122
0.8	-0.7	0.26174
0.82	-0.7	0.225345
0.84	-0.7	0.191324
0.86	-0.7	0.160188
0.88	-0.7	0.132524
0.9	-0.7	0.109065
0.92	-0.7	0.0750976
0.94	-0.7	0.0353846
0.96	-0.7	0.0118586
0.98	-0.7	0.0420247

-1	-0.6	0.0487008
-0.98	-0.6	0.0208499
-0.96	-0.6	0.0218751
-0.94	-0.6	0.0578654
-0.92	-0.6	0.079142
-0.9	-0.6	0.100943
-0.88	-0.6	0.127642
-0.86	-0.6	0.15829
-0.84	-0.6	0.192079
-0.82	-0.6	0.228376
-0.8	-0.6	0.266699
-0.78	-0.6	0.306675
-0.76	-0.6	0.348044
-0.74	-0.6	0.370961
-0.72	-0.6	0.326858
-0.7	-0.6	0.282259
-0.68	-0.6	0.237541
-0.66	-0.6	0.192287
-0.64	-0.6	0.146949
-0.62	-0.6	0.101381
-0.6	-0.6	0.0555559
-0.58	-0.6	0.011142
-0.56	-0.6	0.0365621
-0.54	-0.6	0.0822998
-0.52	-0.6	0.127434
-0.5	-0.6	0.171445
-0.48	-0.6	0.213161
-0.46	-0.6	0.250525
-0.44	-0.6	0.279391
-0.42	-0.6	0.293397
-0.4	-0.6	0.287132
-0.38	-0.6	0.260784
-0.36	-0.6	0.218443
-0.34	-0.6	0.139781
-0.32	-0.6	0.0508853
-0.3	-0.6	0.0338502
-0.28	-0.6	0.038945
-0.26	-0.6	0.115055
-0.24	-0.6	0.0807953
-0.22	-0.6	0.00911881
-0.2	-0.6	0.0995134
-0.18	-0.6	0.190277
-0.16	-0.6	0.281388
-0.14	-0.6	0.372827
-0.12	-0.6	0.464378
-0.1	-0.6	0.556131
-0.08	-0.6	0.648003
-0.06	-0.6	0.739949
-0.04	-0.6	0.831942
-0.02	-0.6	0.923965
8.88178e-16	-0.6	1.01601
0.02	-0.6	0.923965
0.04	-0.6	0.831942
0.06	-0.6	0.739949
0.08	-0.6	0.648003
0.1	-0.6	0.556131
0.12	-0.6	0.464378
0.14	-0.6	0.372828
0.16	-0.6	0.281388
0.18	-0.6	0.190277
0.2	-0.6	0.0995132
0.22	-0.6	0.00911858
0.24	-0.6	0.080795
0.26	-0.6	0.115055
0.28	-0.6	0.0389443
0.3	-0.6	0.0338505
0.32	-0.6	0.0508856
0.34	-0.6	0.139781
0.36	-0.6	0.218444
0.38	-0.6	0.260784
0.4	-0.6	0.287132
0.42	-0.6	0.293397
0.44	-0.6	0.279391
0.46	-0.6	0.250525
0.48	-0.6	0.213161
0.5	-0.6	0.171445
0.52	-0.6	0.127434
0.54	-0.6	0.0822991
0.56	-0.6	0.0365617
0.58	-0.6	0.0111265
0.6	-0.6	0.0555586
0.62	-0.6	0.101383
0.64	-0.6	0.146948
0.66	-0.6	0.192287
0.68	-0.6	0.237542
0.7	-0.6	0.282259
0.72	-0.6	0.326857
0.74	-0.6	0.370961
0.76	-0.6	0.348044
0.78	-0.6	0.306675
0.8	-0.6	0.266699
0.82	-0.6	0.228376
0.84	-0.6	0.192079
0.86	-0.6	0.15829
0.88	-0.6	0.127641
0.9	-0.6	0.100943
0.92	-0.6	0.0791421
0.94	-0.6	0.0578672
0.96	-0.6	0.021905
0.98	-0.6	0.0208382

-1	-0.5	0.0338824
-0.98	-0.5	0.00507392
-0.96	-0.5	0.0392271
-0.94	-0.5	0.0529424
-0.92	-0.5	0.0725944
-0.9	-0.5	0.0982062
-0.88	-0.5	0.128421
-0.86	-0.5	0.16211
-0.84	-0.5	0.198425
-0.82	-0.5	0.23681
-0.8	-0.5	0.276841
-0.78	-0.5	0.303305
-0.76	-0.5	0.259776
-0.74	-0.5	0.216038
-0.72	-0.5	0.17172
-0.7	-0.5	0.127177
-0.68	-0.5	0.082406
-0.66	-0.5	0.0372364
-0.64	-0.5	0.00852886
-0.62	-0.5	0.0543166
-0.6	-0.5	0.100207
-0.58	-0.5	0.146222
-0.56	-0.5	0.192355
-0.54	-0.5	0.238155
-0.52	-0.5	0.283357
-0.5	-0.5	0.327136
-0.48	-0.5	0.36789
-0.46	-0.5	0.401927
-0.44	-0.5	0.421738
-0.42	-0.5	0.418478
-0.4	-0.5	0.391072
-0.38	-0.5	0.345271
-0.36	-0.5	0.264439
-0.34	-0.5	0.174754
-0.32	-0.5	0.084506
-0.3	-0.5	0.00697323
-0.28	-0.5	0.00919711
-0.26	-0.5	0.0909831
-0.24	-0.5	0.0415808
-0.22	-0.5	0.0503696
-0.2	-0.5	0.142095
-0.18	-0.5	0.234135
-0.16	-0.5	0.326371
-0.14	-0.5	0.418845
-0.12	-0.5	0.511413
-0.1	-0.5	0.60407
-0.08	-0.5	0.696817
-0.06	-0.5	0.789622
-0.04	-0.5	0.882465
-0.02	-0.5	0.975333
8.88178e-16	-0.5	1.06822
0.02	-0.5	0.975333
0.04	-0.5	0.882465
0.06	-0.5	0.789622
0.08	-0.5	0.696817
0.1	-0.5	0.60407
0.12	-0.5	0.511413
0.14	-0.5	0.418845
0.16	-0.5	0.326371
0.18	-0.5	0.234135
0.2	-0.5	0.142095
0.22	-0.5	0.0503699
0.24	-0.5	0.0415814
0.26	-0.5	0.0909822
0.28	-0.5	0.00920401
0.3	-0.5	0.00698079
0.32	-0.5	0.0845081
0.34	-0.5	0.174754
0.36	-0.5	0.264439
0.38	-0.5	0.345271
0.4	-0.5	0.391072
0.42	-0.5	0.418478
0.44	-0.5	0.421738
0.46	-0.5	0.401927
0.48	-0.5	0.36789
0.5	-0.5	0.327136
0.52	-0.5	0.283357
0.54	-0.5	0.238154
0.56	-0.5	0.192355
0.58	-0.5	0.146222
0.6	-0.5	0.100206
0.62	-0.5	0.0543144
0.64	-0.5	0.00852394
0.66	-0.5	0.0372399
0.68	-0.5	0.0824037
0.7	-0.5	0.127178
0.72	-0.5	0.171719
0.74	-0.5	0.21604
0.76	-0.5	0.259777
0.78	-0.5	0.303305
0.8	-0.5	0.276841
0.82	-0.5	0.23681
0.84	-0.5	0.198425
0.86	-0.5	0.16211
0.88	-0.5	0.12842
0.9	-0.5	0.0982062
0.92	-0.5	0.0725944
0.94	-0.5	0.0529422
0.96	-0.5	0.0392098
0.98	-0.5	0.00502071

-1	-0.4	0.0217261
-0.98	-0.4	0.0137676
-0.96	-0.4	0.0309808
-0.94	-0.4	0.047673
-0.92	-0.4	0.0719647
-0.9	-0.4	0.101838
-0.88	-0.4	0.135612
-0.86	-0.4	0.172187
-0.84	-0.4	0.210805
-0.82	-0.4	0.23546
-0.8	-0.4	0.19248
-0.78	-0.4	0.149211
-0.76	-0.4	0.105745
-0.74	-0.4	0.0623434
-0.72	-0.4	0.0176951
-0.7	-0.4	0.027348
-0.68	-0.4	0.0721363
-0.66	-0.4	0.117287
-0.64	-0.4	0.162799
-0.62	-0.4	0.20867
-0.6	-0.4	0.254735
-0.58	-0.4	0.300949
-0.56	-0.4	0.347227
-0.54	-0.4	0.393286
-0.52	-0.4	0.438682
-0.5	-0.4	0.482391
-0.48	-0.4	0.521782
-0.46	-0.4	0.54975
-0.44	-0.4	0.552804
-0.42	-0.4	0.52557
-0.4	-0.4	0.476182
-0.38	-0.4	0.390936
-0.36	-0.4	0.300411
-0.34	-0.4	0.209153
-0.32	-0.4	0.117342
-0.3	-0.4	0.0255607
-0.28	-0.4	0.0152115
-0.26	-0.4	0.0715125
-0.24	-0.4	0.00403701
-0.22	-0.4	0.0890782
-0.2	-0.4	0.182001
-0.18	-0.4	0.275027
-0.16	-0.4	0.368214
-0.14	-0.4	0.46146
-0.12	-0.4	0.554818
-0.1	-0.4	0.648243
-0.08	-0.4	0.741708
-0.06	-0.4	0.835201
-0.04	-0.4	0.928712
-0.02	-0.4	1.02223
8.88178e-16	-0.4	1.11577
0.02	-0.4	1.02223
0.04	-0.4	0.928711
0.06	-0.4	0.8352
0.08	-0.4	0.741708
0.1	-0.4	0.648243
0.12	-0.4	0.554818
0.14	-0.4	0.46146
0.16	-0.4	0.368214
0.18	-0.4	0.275027
0.2	-0.4	0.182001
0.22	-0.4	0.0890782
0.24	-0.4	0.00403515
0.26	-0.4	0.0715128
0.28	-0.4	0.0152128
0.3	-0.4	0.0255547
0.32	-0.4	0.117341
0.34	-0.4	0.209153
0.36	-0.4	0.300411
0.38	-0.4	0.390937
0.4	-0.4	0.476182
0.42	-0.4	0.52557
0.44	-0.4	0.552804
0.46	-0.4	0.54975
0.48	-0.4	0.521782
0.5	-0.4	0.482391
0.52	-0.4	0.438682
0.54	-0.4	0.393286
0.56	-0.4	0.347227
0.58	-0.4	0.300949
0.6	-0.4	0.254735
0.62	-0.4	0.20867
0.64	-0.4	0.162799
0.66	-0.4	0.117288
0.68	-0.4	0.072134
0.7	-0.4	0.0273534
0.72	-0.4	0.0176895
0.74	-0.4	0.0623378
0.76	-0.4	0.105746
0.78	-0.4	0.149211
0.8	-0.4	0.192479
0.82	-0.4	0.235458
0.84	-0.4	0.210805
0.86	-0.4	0.172187
0.88	-0.4	0.135612
0.9	-0.4	0.101838
0.92	-0.4	0.0719648
0.94	-0.4	0.0476731
0.96	-0.4	0.0309807
0.98	-0.4	0.0137488

-1	-0.3	0.0122543
-0.98	-0.3	0.014468
-0.96	-0.3	0.0264599
-0.94	-0.3	0.0489705
-0.92	-0.3	0.0787022
-0.9	-0.3	0.112942
-0.88	-0.3	0.15007
-0.86	-0.3	0.167072
-0.84	-0.3	0.125079
-0.82	-0.3	0.0825419
-0.8	-0.3	0.0395222
-0.78	-0.3	0.00398603
-0.76	-0.3	0.0476192
-0.74	-0.3	0.0917226
-0.72	-0.3	0.135737
-0.7	-0.3	0.180267
-0.68	-0.3	0.225328
-0.66	-0.3	0.270502
-0.64	-0.3	0.316174
-0.62	-0.3	0.362071
-0.6	-0.3	0.408266
-0.58	-0.3	0.454695
-0.56	-0.3	0.5012
-0.54	-0.3	0.547582
-0.52	-0.3	0.593343
-0.5	-0.3	0.637107
-0.48	-0.3	0.674227
-0.46	-0.3	0.688718
-0.44	-0.3	0.663837
-0.42	-0.3	0.609411
-0.4	-0.3	0.519127
-0.38	-0.3	0.427754
-0.36	-0.3	0.335626
-0.34	-0.3	0.242967
-0.32	-0.3	0.149996
-0.3	-0.3	0.0567634
-0.28	-0.3	0.0340623
-0.26	-0.3	0.0565882
-0.24	-0.3	0.0328748
-0.22	-0.3	0.12592
-0.2	-0.3	0.219691
-0.18	-0.3	0.313382
-0.16	-0.3	0.407229
-0.14	-0.3	0.501147
-0.12	-0.3	0.595076
-0.1	-0.3	0.689026
-0.08	-0.3	0.78301
-0.06	-0.3	0.877016
-0.04	-0.3	0.971038
-0.02	-0.3	1.06507
8.88178e-16	-0.3	1.15911
0.02	-0.3	1.06507
0.04	-0.3	0.971039
0.06	-0.3	0.877016
0.08	-0.3	0.78301
0.1	-0.3	0.689026
0.12	-0.3	0.595076
0.14	-0.3	0.501147
0.16	-0.3	0.407229
0.18	-0.3	0.313382
0.2	-0.3	0.219691
0.22	-0.3	0.12592
0.24	-0.3	0.0328741
0.26	-0.3	0.0565887
0.28	-0.3	0.0340579
0.3	-0.3	0.0567633
0.32	-0.3	0.149996
0.34	-0.3	0.242967
0.36	-0.3	0.335626
0.38	-0.3	0.427754
0.4	-0.3	0.519127
0.42	-0.3	0.60941
0.44	-0.3	0.663837
0.46	-0.3	0.688718
0.48	-0.3	0.674227
0.5	-0.3	0.637107
0.52	-0.3	0.593343
0.54	-0.3	0.547582
0.56	-0.3	0.5012
0.58	-0.3	0.454694
0.6	-0.3	0.408266
0.62	-0.3	0.362071
0.64	-0.3	0.316174
0.66	-0.3	0.270502
0.68	-0.3	0.225329
0.7	-0.3	0.180267
0.72	-0.3	0.135735
0.74	-0.3	0.091726
0.76	-0.3	0.0476222
0.78	-0.3	0.0039795
0.8	-0.3	0.0395172
0.82	-0.3	0.0825373
0.84	-0.3	0.125079
0.86	-0.3	0.167073
0.88	-0.3	0.15007
0.9	-0.3	0.112942
0.92	-0.3	0.0787023
0.94	-0.3	0.0489704
0.96	-0.3	0.0264598
0.98	-0.3	0.0144679

-1	-0.2	0.00545057
-0.98	-0.2	0.00984031
-0.96	-0.2	0.0292776
-0.94	-0.2	0.0593411
-0.92	-0.2	0.0946673
-0.9	-0.2	0.0982832
-0.88	-0.2	0.0568775
-0.86	-0.2	0.0163277
-0.84	-0.2	0.0288862
-0.82	-0.2	0.0706397
-0.8	-0.2	0.11309
-0.78	-0.2	0.156154
-0.76	-0.2	0.199664
-0.74	-0.2	0.243575
-0.72	-0.2	0.287874
-0.7	-0.2	0.33244
-0.68	-0.2	0.377347
-0.66	-0.2	0.422682
-0.64	-0.2	0.468306
-0.62	-0.2	0.514329
-0.6	-0.2	0.560618
-0.58	-0.2	0.607219
-0.56	-0.2	0.654
-0.54	-0.2	0.700822
-0.52	-0.2	0.747183
-0.5	-0.2	0.791313
-0.48	-0.2	0.8227
-0.46	-0.2	0.805527
-0.44	-0.2	0.740198
-0.42	-0.2	0.648831
-0.4	-0.2	0.556394
-0.38	-0.2	0.463346
-0.36	-0.2	0.369918
-0.34	-0.2	0.276252
-0.32	-0.2	0.182381
-0.3	-0.2	0.0884195
-0.28	-0.2	0.00735917
-0.26	-0.2	0.0273068
-0.24	-0.2	0.0671169
-0.22	-0.2	0.161025
-0.2	-0.2	0.255262
-0.18	-0.2	0.349564
-0.16	-0.2	0.44385
-0.14	-0.2	0.538144
-0.12	-0.2	0.632469
-0.1	-0.2	0.726813
-0.08	-0.2	0.82117
-0.06	-0.2	0.915536
-0.04	-0.2	1.00991
-0.02	-0.2	1.10428
8.88178e-16	-0.2	1.19866
0.02	-0.2	1.10428
0.04	-0.2	1.00991
0.06	-0.2	0.915536
0.08	-0.2	0.82117
0.1	-0.2	0.726813
0.12	-0.2	0.632469
0.14	-0.2	0.538144
0.16	-0.2	0.44385
0.18	-0.2	0.349564
0.2	-0.2	0.255262
0.22	-0.2	0.161025
0.24	-0.2	0.0671173
0.26	-0.2	0.0273067
0.28	-0.2	0.00733971
0.3	-0.2	0.0884203
0.32	-0.2	0.182381
0.34	-0.2	0.276251
0.36	-0.2	0.369917
0.38	-0.2	0.463346
0.4	-0.2	0.556394
0.42	-0.2	0.648831
0.44	-0.2	0.740198
0.46	-0.2	0.805527
0.48	-0.2	0.8227
0.5	-0.2	0.791313
0.52	-0.2	0.747183
0.54	-0.2	0.700822
0.56	-0.2	0.654
0.58	-0.2	0.607219
0.6	-0.2	0.560619
0.62	-0.2	0.514329
0.64	-0.2	0.468306
0.66	-0.2	0.422683
0.68	-0.2	0.377347
0.7	-0.2	0.332439
0.72	-0.2	0.287875
0.74	-0.2	0.243576
0.76	-0.2	0.199664
0.78	-0.2	0.156153
0.8	-0.2	0.113088
0.82	-0.2	0.0706335
0.84	-0.2	0.0288883
0.86	-0.2	0.0163308
0.88	-0.2	0.0568782
0.9	-0.2	0.0982835
0.92	-0.2	0.0946674
0.94	-0.2	0.0593411
0.96	-0.2	0.0292776
0.98	-0.2	0.0098404

-1	-0.1	0.00136329
-0.98	-0.1	0.0129506
-0.96	-0.1	0.0446505
-0.94	-0.1	0.0292151
-0.92	-0.1	0.0119749
-0.9	-0.1	0.0531506
-0.88	-0.1	0.0947252
-0.86	-0.1	0.136617
-0.84	-0.1	0.178825
-0.82	-0.1	0.221355
-0.8	-0.1	0.264212
-0.78	-0.1	0.307402
-0.76	-0.1	0.350856
-0.74	-0.1	0.394665
-0.72	-0.1	0.438841
